date,os_version,visits
2023-11-09,10,158996
2023-10-12,10,157016
2023-11-06,10,156739
2024-01-03,10,154559
2023-11-07,10,153159
2023-11-20,10,152343
2024-01-04,10,151651
2023-10-30,10,151471
2023-10-16,10,151192
2023-11-01,10,149665
2023-11-16,10,148939
2023-12-06,10,148732
2023-10-31,10,148667
2023-11-27,10,148019
2023-10-23,10,147741
2023-11-28,10,147680
2023-11-08,10,147113
2023-12-11,10,146711
2023-11-02,10,146320
2023-10-24,10,146233
2023-11-15,10,145345
2023-11-14,10,145227
2023-10-17,10,144813
2023-10-25,10,144776
2023-12-05,10,144403
2023-11-13,10,143495
2023-11-29,10,143333
2023-12-12,10,142247
2023-11-21,10,142035
2023-11-30,10,141679
2023-12-07,10,141462
2023-12-04,10,141177
2023-10-26,10,141063
2023-12-14,10,140665
2023-10-10,10,140358
2023-10-11,10,140250
2023-12-13,10,136584
2023-10-19,10,136449
2023-10-18,10,135402
2023-12-18,10,134529
2024-01-02,10,133006
2023-11-17,10,128508
2023-12-19,10,128437
2023-11-03,10,128027
2023-12-01,10,127338
2023-10-27,10,125961
2023-12-08,10,124040
2023-10-13,10,123095
2023-10-20,10,119600
2023-12-20,10,118875
2023-12-15,10,117156
2023-12-21,10,110777
2023-10-09,10,100489
2023-11-22,10,99890
2023-12-28,10,90506
2023-12-27,10,89468
2023-11-10,10,84878
2023-12-22,10,76895
2023-12-29,10,76600
2023-12-26,10,68221
2023-11-27,11,58647
2023-11-28,11,58421
2023-11-08,11,58165
2023-11-13,11,58009
2023-11-06,11,57399
2023-12-05,11,57321
2023-11-29,11,57222
2023-12-04,11,56849
2023-11-14,11,56839
2023-10-24,11,56673
2023-11-07,11,56657
2023-11-09,11,56442
2023-11-15,11,56229
2023-11-30,11,55926
2023-10-23,11,55138
2023-11-20,11,54955
2023-10-30,11,54840
2023-11-16,11,54782
2023-10-25,11,54689
2023-10-16,11,54656
2023-10-17,11,54575
2023-11-24,10,54124
2023-12-06,11,53540
2023-11-02,11,53477
2023-11-01,11,53407
2023-10-10,11,53311
2023-10-11,11,52978
2023-10-18,11,52794
2023-10-31,11,52438
2023-10-19,11,52155
2023-10-26,11,52126
