source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
google,Organic Search,5625017,12332043,4031507,2.1923565742112423,232.67893746845209,0.37218571961649183
(direct),Direct,3975058,9185834,2985235,2.3108679168958037,179.17365806071334,0.53766762648494693
bing,Organic Search,513179,1697062,246432,3.3069591701920773,359.59523937804937,0.32093090325208162
(not set),Unassigned,69649,275841,59668,3.9604445146376834,395.61176693010668,0.98409165960746026
govdelivery,Email,113668,271271,62908,2.3865203927226659,219.54571576644261,0.4388042369004469
yahoo,Organic Search,83065,208857,57815,2.51438030458075,275.79076680144465,0.30497802925419853
duckduckgo,Organic Search,71006,151591,50805,2.1349040926118921,220.5558185292229,0.36939131904346112
ecosia.org,Organic Search,7654,16431,4691,2.1467206689312777,271.198040714659,0.38097726678860727
baidu,Organic Search,4939,13873,3684,2.8088681919416887,259.91308359020047,0.60680299655800773
email-newsletter,Email,5806,10816,4954,1.8629004478126077,122.60808299776093,0.48501550120564935
shop-simple,Unassigned,2565,9836,1475,3.8346978557504872,357.08031552124754,0.458869395711501
truconnect,Unassigned,3600,7871,2662,2.1863888888888887,121.53727552416666,0.50388888888888894
MarketingCloud,Email,2574,4039,1734,1.5691530691530691,189.54538483605282,0.42307692307692307
aol,Organic Search,1392,3679,1032,2.6429597701149423,253.691461704023,0.21408045977011494
govdelivery/https://lnks.gd/,Email,501,996,424,1.9880239520958083,170.04594458882235,0.52495009980039919
naver,Organic Search,339,944,203,2.7846607669616521,235.01233980235989,0.4336283185840708
SNEB Members,Email,58,832,7,14.344827586206897,1386.0498226551724,0.22413793103448276
twitter,Organic Social,230,733,51,3.1869565217391305,514.42928367826084,0.30434782608695654
substack,Email,574,704,464,1.2264808362369337,119.692602,0.59059233449477355
hs_email,Email,454,679,308,1.4955947136563876,132.79458524229074,0.61233480176211452
