date,mobile_device,visits
2024-01-04,Chrome,145936
2024-01-04,iPhone,122811
2024-01-04,Edge,60792
2024-01-04,Safari,47925
2024-01-04,ChromeBook,23132
2024-01-04,Firefox,6635
2024-01-04,(not set),5964
2024-01-04,iPad,3370
2024-01-04,SM-S908U,2276
2024-01-04,SM-S918U,2234
2024-01-04,SM-S901U,2096
2024-01-04,SM-G991U,1634
2024-01-04,SM-S911U,1531
2024-01-04,SM-A146U,1228
2024-01-04,SM-G998U,1181
2024-01-04,SM-S916U,1064
2024-01-04,SM-S906U,1008
2024-01-03,Chrome,147518
2024-01-03,iPhone,126388
2024-01-03,Edge,62206
2024-01-03,Safari,47652
2024-01-03,ChromeBook,18795
2024-01-03,Firefox,6626
2024-01-03,(not set),5927
2024-01-03,iPad,3374
2024-01-03,SM-S908U,2431
2024-01-03,SM-S918U,2417
2024-01-03,SM-S901U,2143
2024-01-03,SM-G991U,1751
2024-01-03,SM-S911U,1655
2024-01-03,SM-G998U,1318
2024-01-03,SM-A146U,1210
2024-01-03,SM-S906U,1097
2024-01-03,Pixel 7,1039
2024-01-03,SM-S916U,1012
2024-01-02,iPhone,131428
2024-01-02,Chrome,129463
2024-01-02,Edge,61069
2024-01-02,Safari,45712
2024-01-02,ChromeBook,11762
2024-01-02,Firefox,6483
2024-01-02,(not set),5543
2024-01-02,iPad,3226
2024-01-02,SM-S918U,2431
2024-01-02,SM-S908U,2384
2024-01-02,SM-S901U,2249
2024-01-02,SM-G991U,1682
2024-01-02,SM-S911U,1610
2024-01-02,SM-A146U,1310
2024-01-02,SM-G998U,1299
2024-01-02,Pixel 7,1114
2024-01-02,SM-S916U,1083
2024-01-02,SM-S906U,1058
2024-01-02,Pixel 6,1025
2024-01-01,iPhone,117054
2024-01-01,Chrome,48177
2024-01-01,Safari,31195
2024-01-01,Edge,12643
2024-01-01,Firefox,3365
2024-01-01,ChromeBook,3281
2024-01-01,iPad,3207
2024-01-01,(not set),2902
2024-01-01,SM-S908U,2392
2024-01-01,SM-S918U,2214
2024-01-01,SM-S901U,2143
2024-01-01,SM-G991U,1644
2024-01-01,SM-S911U,1584
2024-01-01,SM-G998U,1334
2024-01-01,SM-A146U,1083
2024-01-01,Pixel 7,1058
2024-01-01,SM-S916U,1001
2023-12-31,iPhone,103748
2023-12-31,Chrome,36727
2023-12-31,Safari,25214
2023-12-31,Edge,9364
2023-12-31,iPad,2817
2023-12-31,Firefox,2476
2023-12-31,(not set),2401
2023-12-31,ChromeBook,2317
2023-12-31,SM-S908U,1892
2023-12-31,SM-S918U,1800
2023-12-31,SM-S901U,1764
2023-12-31,SM-G991U,1342
2023-12-31,SM-S911U,1289
2023-12-31,SM-G998U,1069
2023-12-30,iPhone,106767
2023-12-30,Chrome,38741
2023-12-30,Safari,25326
2023-12-30,Edge,10633
2023-12-30,(not set),3270
2023-12-30,iPad,2777
2023-12-30,Firefox,2635
2023-12-30,ChromeBook,2368
2023-12-30,SM-S908U,1912
2023-12-30,SM-S918U,1881
2023-12-30,SM-S901U,1786
2023-12-30,SM-G991U,1395
2023-12-30,SM-S911U,1319
2023-12-30,SM-G998U,1072
2023-12-29,iPhone,114548
2023-12-29,Chrome,78224
2023-12-29,Edge,30401
2023-12-29,Safari,29679
2023-12-29,Firefox,3928
2023-12-29,(not set),3764
2023-12-29,iPad,2738
2023-12-29,ChromeBook,2697
2023-12-29,SM-S908U,1962
2023-12-29,SM-S918U,1952
2023-12-29,SM-S901U,1871
2023-12-29,SM-G991U,1379
2023-12-29,SM-S911U,1320
2023-12-29,SM-G998U,1045
2023-12-29,Pixel 7,1030
2023-12-28,iPhone,112635
2023-12-28,Chrome,88633
2023-12-28,Edge,38732
2023-12-28,Safari,31199
2023-12-28,Firefox,4260
2023-12-28,(not set),4074
