date,language,visits
2024-01-04,English,131371
2024-01-04,Spanish,1479
2024-01-04,Chinese,117
2024-01-04,Russian,63
2024-01-04,French,47
2024-01-04,Japanese,44
2024-01-04,Korean,32
2024-01-04,Arabic,23
2024-01-04,Dutch,23
2024-01-04,German,20
2024-01-04,Portuguese,17
2024-01-04,(other),12
2024-01-03,English,130104
2024-01-03,Spanish,1368
2024-01-03,Chinese,122
2024-01-03,Russian,60
2024-01-03,Korean,41
2024-01-03,French,38
2024-01-03,Japanese,30
2024-01-03,Dutch,25
2024-01-03,Italian,25
2024-01-03,German,23
2024-01-03,Portuguese,19
2024-01-03,Arabic,16
2024-01-02,English,119110
2024-01-02,Spanish,1384
2024-01-02,Chinese,118
2024-01-02,Russian,62
2024-01-02,Korean,35
2024-01-02,Portuguese,32
2024-01-02,French,29
2024-01-02,German,23
2024-01-02,Dutch,16
2024-01-02,Vietnamese,16
2024-01-02,Ukrainian,13
2024-01-02,Arabic,11
2024-01-02,Italian,11
2024-01-01,English,50741
2024-01-01,Spanish,671
2024-01-01,Chinese,80
2024-01-01,Russian,30
2024-01-01,French,29
2024-01-01,Korean,14
2024-01-01,Arabic,13
2024-01-01,Japanese,13
2024-01-01,Portuguese,13
2024-01-01,German,12
2023-12-31,English,42136
2023-12-31,Spanish,470
2023-12-31,Chinese,79
2023-12-31,French,20
2023-12-31,German,17
2023-12-31,Korean,16
2023-12-31,Russian,13
2023-12-31,Portuguese,12
2023-12-31,Arabic,11
2023-12-31,Japanese,11
2023-12-30,English,50552
2023-12-30,Spanish,684
2023-12-30,Chinese,75
2023-12-30,Russian,36
2023-12-30,French,31
2023-12-30,Korean,24
2023-12-30,German,22
2023-12-30,Japanese,18
2023-12-30,Arabic,14
2023-12-30,Portuguese,13
2023-12-29,English,83449
2023-12-29,Spanish,861
2023-12-29,(other),284
2023-12-29,Chinese,109
2023-12-29,Russian,29
2023-12-29,Korean,24
2023-12-29,French,22
2023-12-29,Ukrainian,20
2023-12-29,Japanese,18
2023-12-29,Dutch,16
2023-12-29,Portuguese,16
2023-12-29,German,15
2023-12-28,English,98874
2023-12-28,Spanish,1040
2023-12-28,Chinese,125
2023-12-28,French,28
2023-12-28,Japanese,27
2023-12-28,Russian,26
2023-12-28,Korean,25
2023-12-28,Arabic,14
2023-12-28,Portuguese,14
2023-12-28,German,13
2023-12-28,Italian,12
2023-12-27,English,106813
2023-12-27,Spanish,1076
2023-12-27,Chinese,120
2023-12-27,French,37
2023-12-27,Russian,33
2023-12-27,Japanese,26
2023-12-27,Korean,23
2023-12-27,Italian,18
2023-12-27,Portuguese,16
2023-12-27,Arabic,15
2023-12-27,Dutch,12
2023-12-27,Turkish,12
2023-12-26,English,76686
2023-12-26,Spanish,927
2023-12-26,Chinese,141
2023-12-26,Russian,36
2023-12-26,Japanese,31
2023-12-26,Korean,31
2023-12-26,French,26
2023-12-26,Portuguese,20
2023-12-26,German,19
2023-12-26,Dutch,16
2023-12-26,Arabic,12
2023-12-26,(other),11
2023-12-26,Italian,11
2023-12-25,English,31658
2023-12-25,Spanish,551
2023-12-25,Chinese,109
2023-12-25,Russian,40
2023-12-25,Japanese,34
2023-12-25,French,22
2023-12-25,Korean,18
2023-12-25,Arabic,15
2023-12-25,Hebrew,11
2023-12-24,English,29671
2023-12-24,Spanish,372
2023-12-24,Chinese,87
2023-12-24,Russian,34
2023-12-24,French,20
2023-12-24,Japanese,19
2023-12-24,Arabic,16
2023-12-24,Korean,16
2023-12-24,Hebrew,11
2023-12-23,English,36692
2023-12-23,Spanish,560
2023-12-23,Chinese,69
2023-12-23,Russian,30
2023-12-23,Korean,22
2023-12-23,French,17
2023-12-23,Japanese,14
2023-12-22,English,74328
2023-12-22,Spanish,767
2023-12-22,Chinese,82
2023-12-22,Russian,36
2023-12-22,French,33
2023-12-22,Dutch,24
2023-12-22,Japanese,23
2023-12-22,Korean,22
2023-12-22,Arabic,12
2023-12-22,German,12
2023-12-22,Italian,12
2023-12-21,English,105040
2023-12-21,Spanish,968
2023-12-21,Chinese,102
2023-12-21,Russian,50
2023-12-21,Japanese,39
2023-12-21,French,31
2023-12-21,Dutch,24
2023-12-21,German,21
2023-12-21,Korean,16
2023-12-21,Arabic,14
2023-12-21,Portuguese,14
2023-12-21,Vietnamese,11
2023-12-20,English,115216
2023-12-20,Spanish,1112
2023-12-20,Chinese,98
2023-12-20,Russian,57
2023-12-20,French,43
2023-12-20,Japanese,38
2023-12-20,Korean,37
2023-12-20,German,20
2023-12-20,Dutch,19
2023-12-20,Italian,14
2023-12-20,Ukrainian,14
2023-12-20,Arabic,12
2023-12-20,Turkish,12
2023-12-19,English,115971
2023-12-19,Spanish,1023
2023-12-19,Chinese,164
2023-12-19,Russian,56
2023-12-19,Japanese,50
2023-12-19,French,42
2023-12-19,Korean,30
2023-12-19,Dutch,27
2023-12-19,(other),15
2023-12-19,German,15
2023-12-19,Hebrew,14
2023-12-19,Portuguese,13
2023-12-19,Ukrainian,13
2023-12-19,Arabic,12
2023-12-18,English,113327
2023-12-18,Spanish,1064
2023-12-18,Chinese,166
2023-12-18,Russian,55
2023-12-18,Japanese,42
2023-12-18,Korean,40
2023-12-18,French,39
2023-12-18,German,27
2023-12-18,Dutch,23
2023-12-18,Portuguese,23
2023-12-18,Ukrainian,20
2023-12-18,Italian,16
2023-12-18,Hebrew,11
2023-12-17,English,43309
2023-12-17,Spanish,687
2023-12-17,Chinese,125
2023-12-17,Russian,46
2023-12-17,Korean,22
2023-12-17,Japanese,20
2023-12-17,Arabic,16
2023-12-17,French,15
2023-12-17,German,14
2023-12-16,English,50826
2023-12-16,Spanish,812
2023-12-16,Chinese,99
2023-12-16,Russian,46
2023-12-16,French,36
2023-12-16,Korean,26
2023-12-16,(other),25
2023-12-16,Arabic,16
2023-12-16,Japanese,16
2023-12-16,German,11
2023-12-15,English,112765
2023-12-15,Spanish,1003
2023-12-15,Chinese,110
2023-12-15,Russian,60
2023-12-15,French,38
2023-12-15,Korean,37
2023-12-15,Japanese,31
2023-12-15,German,19
2023-12-15,Portuguese,17
2023-12-15,Arabic,14
2023-12-14,English,122161
2023-12-14,Spanish,1267
2023-12-14,Chinese,116
2023-12-14,Russian,70
2023-12-14,Japanese,57
2023-12-14,French,42
2023-12-14,Korean,35
2023-12-14,German,29
2023-12-14,Dutch,17
2023-12-14,Portuguese,17
2023-12-14,Arabic,16
2023-12-14,Italian,14
2023-12-13,English,121404
2023-12-13,Spanish,1165
2023-12-13,Chinese,131
2023-12-13,Russian,71
2023-12-13,Japanese,49
2023-12-13,Korean,38
2023-12-13,French,37
2023-12-13,Portuguese,28
2023-12-13,German,27
2023-12-13,Italian,20
2023-12-13,Dutch,17
2023-12-13,Arabic,13
2023-12-12,English,122048
2023-12-12,Spanish,1120
2023-12-12,Chinese,162
2023-12-12,Russian,48
2023-12-12,Japanese,45
2023-12-12,French,41
2023-12-12,Korean,32
2023-12-12,German,28
2023-12-12,Arabic,18
2023-12-12,Portuguese,16
2023-12-12,Dutch,15
2023-12-12,Italian,14
2023-12-12,(other),11
2023-12-12,Ukrainian,11
2023-12-11,English,116435
2023-12-11,Spanish,1199
2023-12-11,Chinese,139
2023-12-11,Russian,51
