date,os,visits
2024-01-04,Windows,68398
2024-01-04,iOS,32793
2024-01-04,Android,21205
2024-01-04,Macintosh,10098
2024-01-04,Chrome OS,1707
2024-01-04,Linux,865
2024-01-03,Windows,65519
2024-01-03,iOS,32911
2024-01-03,Android,20721
2024-01-03,Macintosh,9151
2024-01-03,Chrome OS,1571
2024-01-03,Linux,889
2024-01-02,Windows,60615
2024-01-02,iOS,31952
2024-01-02,Android,20095
2024-01-02,Macintosh,9028
2024-01-02,Chrome OS,1518
2024-01-02,Linux,1013
2024-01-01,iOS,20719
2024-01-01,Android,14198
2024-01-01,Windows,9439
2024-01-01,Macintosh,4682
2024-01-01,Chrome OS,812
2024-01-01,Linux,680
2023-12-31,iOS,17405
2023-12-31,Android,11867
2023-12-31,Windows,7543
2023-12-31,Macintosh,3612
2023-12-31,Chrome OS,619
2023-12-31,Linux,589
2023-12-30,iOS,21096
2023-12-30,Android,13891
2023-12-30,Windows,9271
2023-12-30,Macintosh,4514
2023-12-30,Chrome OS,749
2023-12-30,Linux,681
2023-12-29,Windows,36163
2023-12-29,iOS,24597
2023-12-29,Android,16785
2023-12-29,Macintosh,5917
2023-12-29,Chrome OS,903
2023-12-29,Linux,814
2023-12-28,Windows,45155
2023-12-28,iOS,27294
2023-12-28,Android,18465
2023-12-28,Macintosh,6801
2023-12-28,Chrome OS,1003
2023-12-28,Linux,790
2023-12-27,Windows,54142
2023-12-27,iOS,27543
2023-12-27,Android,17862
2023-12-27,Macintosh,6543
2023-12-27,Chrome OS,995
2023-12-27,Linux,799
2023-12-26,Windows,31347
2023-12-26,iOS,22898
2023-12-26,Android,15867
2023-12-26,Macintosh,5488
2023-12-26,Chrome OS,903
2023-12-26,Linux,760
2023-12-25,iOS,13323
2023-12-25,Android,9673
2023-12-25,Windows,5718
2023-12-25,Macintosh,2629
2023-12-25,Linux,609
2023-12-25,Chrome OS,426
2023-12-24,iOS,12320
2023-12-24,Android,9405
2023-12-24,Windows,5336
2023-12-24,Macintosh,2603
2023-12-24,Linux,562
2023-12-24,Chrome OS,406
2023-12-23,iOS,15320
2023-12-23,Android,11221
2023-12-23,Windows,7092
2023-12-23,Macintosh,3009
2023-12-23,Linux,637
2023-12-23,Chrome OS,511
2023-12-22,Windows,32118
2023-12-22,iOS,19547
2023-12-22,Android,17249
2023-12-22,Macintosh,4880
2023-12-22,Linux,787
2023-12-22,Chrome OS,732
2023-12-21,Windows,51604
2023-12-21,iOS,24028
2023-12-21,Android,19750
2023-12-21,Macintosh,7383
2023-12-21,Chrome OS,1165
2023-12-21,Linux,892
2023-12-20,Windows,57574
2023-12-20,iOS,26256
2023-12-20,Android,23123
2023-12-20,Macintosh,7367
2023-12-20,Chrome OS,1232
2023-12-20,Linux,1015
2023-12-20,(not set),104
2023-12-19,Windows,62540
2023-12-19,iOS,26004
2023-12-19,Android,19262
2023-12-19,Macintosh,8090
2023-12-19,Chrome OS,1421
2023-12-19,Linux,796
2023-12-19,(not set),232
2023-12-18,Windows,60853
2023-12-18,iOS,26978
2023-12-18,Android,18132
2023-12-18,Macintosh,8385
2023-12-18,Chrome OS,1588
2023-12-18,Linux,745
2023-12-17,iOS,17758
2023-12-17,Android,12231
2023-12-17,Windows,8484
2023-12-17,Macintosh,3973
2023-12-17,Chrome OS,741
2023-12-17,Linux,508
2023-12-16,iOS,18778
2023-12-16,Android,16449
2023-12-16,Windows,10166
2023-12-16,Macintosh,4330
2023-12-16,Chrome OS,722
2023-12-16,Linux,668
2023-12-15,Windows,48935
2023-12-15,Android,32463
2023-12-15,iOS,24202
2023-12-15,Macintosh,7002
2023-12-15,Chrome OS,1472
2023-12-15,Linux,907
2023-12-14,Windows,57944
2023-12-14,Android,29009
2023-12-14,iOS,26357
2023-12-14,Macintosh,7979
2023-12-14,Chrome OS,1777
2023-12-14,Linux,937
2023-12-13,Windows,62789
2023-12-13,iOS,28953
2023-12-13,Android,20860
2023-12-13,Macintosh,8697
2023-12-13,Chrome OS,2018
2023-12-13,Linux,885
2023-12-12,Windows,63311
2023-12-12,iOS,27616
2023-12-12,Android,18435
2023-12-12,Macintosh,8858
2023-12-12,Chrome OS,2117
2023-12-12,Linux,849
2023-12-11,Windows,62909
2023-12-11,iOS,27336
2023-12-11,Android,18789
2023-12-11,Macintosh,9333
2023-12-11,Chrome OS,2091
2023-12-11,Linux,805
2023-12-10,iOS,20696
2023-12-10,Android,15320
2023-12-10,Windows,11760
2023-12-10,Macintosh,5512
2023-12-10,Linux,2118
2023-12-10,Chrome OS,943
2023-12-09,iOS,19869
2023-12-09,Android,17425
2023-12-09,Windows,12110
2023-12-09,Macintosh,4788
2023-12-09,Linux,2656
2023-12-09,Chrome OS,755
2023-12-08,Windows,50482
2023-12-08,iOS,25673
2023-12-08,Android,23186
2023-12-08,Macintosh,7743
2023-12-08,Chrome OS,1847
2023-12-08,Linux,1113
2023-12-07,Windows,63825
2023-12-07,iOS,29064
2023-12-07,Android,20299
2023-12-07,Macintosh,9964
2023-12-07,Chrome OS,2120
2023-12-07,Linux,914
2023-12-06,Windows,64893
2023-12-06,iOS,30994
2023-12-06,Android,19874
2023-12-06,Macintosh,9905
2023-12-06,Chrome OS,2223
2023-12-06,Linux,867
2023-12-05,Windows,66995
2023-12-05,iOS,31042
2023-12-05,Android,20621
2023-12-05,Macintosh,10249
2023-12-05,Chrome OS,2695
2023-12-05,Linux,927
2023-12-04,Windows,63776
2023-12-04,iOS,30577
2023-12-04,Android,21572
2023-12-04,Macintosh,10657
2023-12-04,Chrome OS,2260
2023-12-04,Linux,897
2023-12-03,iOS,24998
2023-12-03,Android,21476
2023-12-03,Windows,12079
2023-12-03,Macintosh,6348
2023-12-03,Chrome OS,945
2023-12-03,Linux,941
2023-12-02,Android,42282
2023-12-02,iOS,29468
2023-12-02,Windows,11111
2023-12-02,Macintosh,5502
2023-12-02,Linux,1270
2023-12-02,Chrome OS,902
2023-12-01,Windows,53851
2023-12-01,Android,33371
2023-12-01,iOS,31320
2023-12-01,Macintosh,8469
2023-12-01,Chrome OS,1965
2023-12-01,Linux,1275
