date,browser,os,visits
2024-01-04,Chrome,Windows,47013
2024-01-04,Safari,iOS,29040
2024-01-04,Edge,Windows,20003
2024-01-04,Chrome,Android,18718
2024-01-04,Chrome,Macintosh,5368
2024-01-04,Safari,Macintosh,4568
2024-01-04,Chrome,iOS,3804
2024-01-04,Firefox,Windows,1829
2024-01-04,Chrome,Chrome OS,1707
2024-01-04,Samsung Internet,Android,1304
2024-01-04,Chrome,Linux,716
2024-01-04,Internet Explorer,Windows,572
2024-01-04,Android Webview,Android,369
2024-01-04,Safari (in-app),iOS,307
2024-01-04,Firefox,Macintosh,195
2024-01-04,Amazon Silk,Android,156
2024-01-04,Opera,Windows,136
2024-01-04,Firefox,Android,132
2024-01-04,Edge,Android,109
2024-01-03,Chrome,Windows,45179
2024-01-03,Safari,iOS,28733
2024-01-03,Edge,Windows,19178
2024-01-03,Chrome,Android,18802
2024-01-03,Chrome,Macintosh,4468
2024-01-03,Safari,Macintosh,4310
2024-01-03,Chrome,iOS,3694
2024-01-03,Firefox,Windows,1633
2024-01-03,Chrome,Chrome OS,1571
2024-01-03,Samsung Internet,Android,1231
2024-01-03,Chrome,Linux,725
2024-01-03,Android Webview,Android,355
2024-01-03,Safari (in-app),iOS,338
2024-01-03,Firefox,Macintosh,210
2024-01-03,Amazon Silk,Android,161
2024-01-03,Opera,Windows,147
2024-01-03,Firefox,Android,118
2024-01-03,Edge,Android,112
2024-01-03,Firefox,Linux,103
2024-01-02,Chrome,Windows,41830
2024-01-02,Safari,iOS,28175
2024-01-02,Chrome,Android,18281
2024-01-02,Edge,Windows,17924
2024-01-02,Safari,Macintosh,4327
2024-01-02,Chrome,Macintosh,4186
2024-01-02,Chrome,iOS,3686
2024-01-02,Firefox,Windows,1552
2024-01-02,Chrome,Chrome OS,1518
2024-01-02,Samsung Internet,Android,1301
2024-01-02,Chrome,Linux,851
2024-01-02,Android Webview,Android,377
2024-01-02,Safari (in-app),iOS,359
2024-01-02,Firefox,Macintosh,244
2024-01-02,Amazon Silk,Android,140
2024-01-02,Edge,Android,128
2024-01-02,Firefox,Android,110
2024-01-02,Firefox,Linux,105
2024-01-02,Opera,Windows,102
2024-01-01,Safari,iOS,17668
2024-01-01,Chrome,Android,12833
2024-01-01,Chrome,Windows,6393
2024-01-01,Safari,Macintosh,2698
2024-01-01,Edge,Windows,2688
2024-01-01,Chrome,iOS,2535
2024-01-01,Chrome,Macintosh,1775
2024-01-01,Chrome,Chrome OS,812
2024-01-01,Samsung Internet,Android,773
2024-01-01,Chrome,Linux,560
2024-01-01,Firefox,Windows,402
2024-01-01,Safari (in-app),iOS,240
2024-01-01,Android Webview,Android,237
2024-01-01,Amazon Silk,Android,111
2024-01-01,Firefox,Android,103
2023-12-31,Safari,iOS,14979
2023-12-31,Chrome,Android,10746
2023-12-31,Chrome,Windows,5134
2023-12-31,Chrome,iOS,2229
2023-12-31,Safari,Macintosh,2134
2023-12-31,Edge,Windows,2017
2023-12-31,Chrome,Macintosh,1369
2023-12-31,Samsung Internet,Android,681
2023-12-31,Chrome,Chrome OS,619
2023-12-31,Chrome,Linux,472
2023-12-31,Firefox,Windows,344
2023-12-31,Android Webview,Android,247
2023-12-31,Safari (in-app),iOS,201
2023-12-31,Amazon Silk,Android,119
2023-12-31,Firefox,Macintosh,103
2023-12-30,Safari,iOS,18451
2023-12-30,Chrome,Android,12579
2023-12-30,Chrome,Windows,6274
2023-12-30,Chrome,iOS,2590
2023-12-30,Safari,Macintosh,2564
2023-12-30,Edge,Windows,2441
2023-12-30,Chrome,Macintosh,1760
2023-12-30,Samsung Internet,Android,806
2023-12-30,Chrome,Chrome OS,749
2023-12-30,Chrome,Linux,549
2023-12-30,Firefox,Windows,407
2023-12-30,Android Webview,Android,301
2023-12-30,Safari (in-app),iOS,260
2023-12-30,Amazon Silk,Android,115
2023-12-30,Firefox,Macintosh,112
2023-12-29,Chrome,Windows,24188
2023-12-29,Safari,iOS,21298
2023-12-29,Chrome,Android,14948
2023-12-29,Edge,Windows,10159
2023-12-29,Safari,Macintosh,3089
2023-12-29,Chrome,iOS,3025
2023-12-29,Chrome,Macintosh,2566
2023-12-29,Samsung Internet,Android,1009
2023-12-29,Firefox,Windows,958
2023-12-29,Chrome,Chrome OS,903
2023-12-29,Chrome,Linux,651
2023-12-29,Safari (in-app),iOS,344
2023-12-29,Android Webview,Android,316
2023-12-29,Firefox,Macintosh,182
2023-12-29,Firefox,Linux,123
2023-12-29,Amazon Silk,Android,117
2023-12-29,Firefox,Android,104
2023-12-28,Chrome,Windows,29873
2023-12-28,Safari,iOS,23365
2023-12-28,Chrome,Android,16659
2023-12-28,Edge,Windows,14014
2023-12-28,Safari,Macintosh,3675
2023-12-28,Chrome,iOS,3327
