date,screen_resolution,visits
2024-01-04,1920x1080,408534
2024-01-04,390x844,123783
2024-01-04,1536x864,110523
2024-01-04,1280x720,74542
2024-01-04,1440x900,71446
2024-01-04,1366x768,61756
2024-01-04,428x926,61501
2024-01-04,430x932,54998
2024-01-04,393x852,47000
2024-01-04,414x896,42610
2024-01-04,375x812,35197
2024-01-04,1920x1200,33674
2024-01-04,1680x1050,30636
2024-01-04,2560x1440,28270
2024-01-04,412x915,21970
2024-01-04,1280x1024,19835
2024-01-04,800x600,17239
2024-01-04,360x800,17074
2024-01-04,375x667,16864
2024-01-04,360x780,15305
2024-01-04,3440x1440,15024
2024-01-04,1600x900,13599
2024-01-04,1280x800,11146
2024-01-04,412x892,10413
2024-01-04,384x824,9656
2024-01-04,412x883,8281
2024-01-04,810x1080,8142
2024-01-04,320x693,7498
2024-01-04,384x854,6760
2024-01-04,384x832,6439
2024-01-04,1280x960,6437
2024-01-04,2560x1080,6347
2024-01-04,768x1024,6285
2024-01-04,1536x960,5863
2024-01-04,385x854,5590
2024-01-04,2048x1152,5446
2024-01-04,820x1180,5245
2024-01-04,412x869,4883
2024-01-04,1024x1366,4840
2024-01-04,1470x956,4654
2024-01-04,1368x912,4332
2024-01-04,1512x982,4234
2024-01-04,384x857,4019
2024-01-04,414x736,3806
2024-01-04,834x1194,3690
2024-01-04,1728x1117,3270
2024-01-04,360x760,3235
2024-01-04,1024x768,3042
2024-01-04,360x772,2786
2024-01-04,320x568,2646
2024-01-04,412x846,2631
2024-01-04,360x740,2607
2024-01-04,1792x1120,2538
2024-01-04,1080x1920,2438
2024-01-04,320x712,2418
2024-01-04,1707x960,2351
2024-01-04,432x960,2300
2024-01-04,393x873,2291
2024-01-04,1504x1003,2156
2024-01-04,1707x1067,2151
2024-01-04,1440x960,2089
2024-01-04,360x640,2060
2024-01-04,385x824,2046
2024-01-04,3840x1080,2026
2024-01-04,1360x768,1872
2024-01-04,360x880,1841
2024-01-04,834x1112,1816
2024-01-04,2240x1260,1813
2024-01-04,393x851,1720
2024-01-04,320x694,1607
2024-01-04,345x883,1577
2024-01-04,1536x1024,1481
2024-01-04,2560x1600,1465
2024-01-04,3840x1600,1449
2024-01-04,2752x1152,1375
2024-01-04,5120x1440,1343
2024-01-04,1710x1107,1330
2024-01-04,432x984,1320
2024-01-04,1600x1200,1310
2024-01-04,360x720,1276
2024-01-04,1517x852,1184
2024-01-04,800x1280,1040
2024-01-04,1536x865,1021
2024-01-04,448x998,1016
2024-01-04,1280x854,1005
