date,os,visits
2024-01-04,Windows,880941
2024-01-04,iOS,407522
2024-01-04,Android,181511
2024-01-04,Macintosh,110121
2024-01-04,Linux,39245
2024-01-04,Chrome OS,14843
2024-01-04,(not set),1497
2024-01-03,Windows,849125
2024-01-03,iOS,398408
2024-01-03,Android,158937
2024-01-03,Macintosh,113258
2024-01-03,Linux,36839
2024-01-03,Chrome OS,12656
2024-01-03,(not set),1342
2024-01-02,Windows,578825
2024-01-02,iOS,358103
2024-01-02,Android,148731
2024-01-02,Macintosh,105119
2024-01-02,Linux,37942
2024-01-02,Chrome OS,9672
2024-01-02,(not set),1178
2024-01-01,iOS,273364
2024-01-01,Windows,169541
2024-01-01,Android,123821
2024-01-01,Macintosh,63452
2024-01-01,Linux,35168
2024-01-01,Chrome OS,4936
2024-01-01,(not set),1316
2023-12-31,iOS,248103
2023-12-31,Windows,123213
2023-12-31,Android,122309
2023-12-31,Macintosh,52346
2023-12-31,Linux,36083
2023-12-31,Chrome OS,3691
2023-12-31,(not set),3214
2023-12-30,iOS,278644
2023-12-30,Windows,141526
2023-12-30,Android,131769
2023-12-30,Macintosh,57063
2023-12-30,Linux,35326
2023-12-30,Chrome OS,3981
2023-12-30,(not set),2489
2023-12-29,iOS,329740
2023-12-29,Windows,329029
2023-12-29,Android,148744
2023-12-29,Macintosh,74451
2023-12-29,Linux,35943
2023-12-29,Chrome OS,5058
2023-12-29,(not set),2461
2023-12-28,Windows,467228
2023-12-28,iOS,408339
2023-12-28,Android,173045
2023-12-28,Macintosh,99617
2023-12-28,Linux,37262
2023-12-28,Chrome OS,6284
2023-12-28,(not set),2304
2023-12-27,Windows,452969
2023-12-27,iOS,364513
2023-12-27,Android,163007
2023-12-27,Macintosh,83816
2023-12-27,Linux,36710
2023-12-27,Chrome OS,5487
2023-12-27,(not set),2099
2023-12-26,Windows,316843
2023-12-26,iOS,298831
2023-12-26,Android,136505
2023-12-26,Macintosh,69024
2023-12-26,Linux,35249
2023-12-26,Chrome OS,4823
2023-12-26,(not set),1521
2023-12-25,iOS,234725
2023-12-25,Android,124196
2023-12-25,Windows,106882
2023-12-25,Macintosh,42697
2023-12-25,Linux,32737
2023-12-25,Chrome OS,2902
2023-12-25,(not set),2046
2023-12-24,iOS,296238
2023-12-24,Android,142648
2023-12-24,Windows,105364
2023-12-24,Macintosh,49101
2023-12-24,Linux,35431
2023-12-24,Chrome OS,3786
2023-12-24,(not set),2172
2023-12-24,Tizen,483
2023-12-24,Fuchsia,136
2023-12-23,iOS,257534
2023-12-23,Android,137053
2023-12-23,Windows,122238
2023-12-23,Macintosh,47507
2023-12-23,Linux,34762
2023-12-23,Chrome OS,3533
2023-12-23,(not set),2425
2023-12-22,Windows,343890
2023-12-22,iOS,329333
2023-12-22,Android,161472
2023-12-22,Macintosh,70698
2023-12-22,Linux,36312
2023-12-22,Chrome OS,5954
2023-12-22,(not set),2201
2023-12-21,Windows,506401
2023-12-21,iOS,342572
2023-12-21,Android,152552
2023-12-21,Macintosh,80885
2023-12-21,Linux,39875
2023-12-21,Chrome OS,9470
2023-12-21,(not set),1832
2023-12-20,Windows,571805
2023-12-20,iOS,371981
2023-12-20,Android,152185
2023-12-20,Macintosh,94607
2023-12-20,Linux,37263
2023-12-20,Chrome OS,12207
2023-12-20,(not set),1509
2023-12-19,Windows,598368
2023-12-19,iOS,377465
2023-12-19,Android,161090
2023-12-19,Macintosh,99377
2023-12-19,Linux,37384
2023-12-19,Chrome OS,14657
2023-12-19,(not set),1596
2023-12-18,Windows,621214
2023-12-18,iOS,377340
2023-12-18,Android,171110
2023-12-18,Macintosh,103929
2023-12-18,Linux,41253
2023-12-18,Chrome OS,16019
2023-12-18,(not set),1103
2023-12-17,iOS,285937
2023-12-17,Windows,199004
2023-12-17,Android,138019
2023-12-17,Macintosh,68740
2023-12-17,Linux,54791
2023-12-17,Chrome OS,5824
2023-12-17,(not set),2684
2023-12-16,iOS,305641
2023-12-16,Windows,155561
2023-12-16,Android,141950
2023-12-16,Macintosh,62062
2023-12-16,Linux,48878
2023-12-16,Chrome OS,4589
2023-12-16,(not set),2889
2023-12-15,Windows,518810
2023-12-15,iOS,487777
2023-12-15,Android,196711
2023-12-15,Macintosh,100088
2023-12-15,Linux,40353
2023-12-15,Chrome OS,15713
2023-12-15,(not set),3142
2023-12-14,Windows,650806
2023-12-14,iOS,582541
2023-12-14,Android,215450
2023-12-14,Macintosh,123990
2023-12-14,Linux,39083
2023-12-14,Chrome OS,20225
2023-12-14,(not set),2623
2023-12-13,Windows,666737
2023-12-13,iOS,397227
2023-12-13,Android,168178
2023-12-13,Macintosh,110520
2023-12-13,Linux,38248
2023-12-13,Chrome OS,20910
2023-12-13,(not set),2170
2023-12-12,Windows,705151
2023-12-12,iOS,392963
2023-12-12,Android,176354
2023-12-12,Macintosh,121571
2023-12-12,Linux,38929
2023-12-12,Chrome OS,20784
2023-12-12,(not set),2272
2023-12-11,Windows,734637
2023-12-11,iOS,404830
2023-12-11,Android,179601
2023-12-11,Macintosh,117052
2023-12-11,Linux,39645
2023-12-11,Chrome OS,21489
2023-12-11,(not set),2661
2023-12-10,iOS,289333
2023-12-10,Windows,233776
2023-12-10,Android,138446
2023-12-10,Macintosh,80543
2023-12-10,Linux,36416
2023-12-10,Chrome OS,7366
2023-12-10,(not set),3972
2023-12-09,iOS,350637
2023-12-09,Windows,191641
2023-12-09,Android,155232
2023-12-09,Macintosh,68871
2023-12-09,Linux,37217
2023-12-09,Chrome OS,5545
2023-12-09,(not set),3803
2023-12-08,Windows,526679
2023-12-08,iOS,366794
2023-12-08,Android,154983
2023-12-08,Macintosh,98043
