date,language,visits
2024-01-04,English,1547373
2024-01-04,Spanish,13134
2024-01-04,Japanese,7572
2024-01-04,Chinese,7102
2024-01-04,German,4709
2024-01-04,Korean,3038
2024-01-04,French,2812
2024-01-04,Russian,2290
2024-01-04,Italian,2278
2024-01-04,Portuguese,1874
2024-01-04,Dutch,1247
2024-01-04,Polish,1003
2024-01-04,Turkish,898
2024-01-04,Arabic,835
2024-01-04,Swedish,693
2024-01-04,Vietnamese,591
2024-01-04,Norwegian Bokmål,496
2024-01-04,Persian,491
2024-01-04,Indonesian,488
2024-01-04,Czech,450
2024-01-04,Finnish,401
2024-01-04,Danish,376
2024-01-04,Thai,350
2024-01-04,Ukrainian,347
2024-01-04,Greek,320
2024-01-04,Hungarian,290
2024-01-04,Hebrew,244
2024-01-04,Romanian,225
2024-01-04,(other),176
2024-01-04,Slovak,146
2024-01-04,Croatian,138
2024-01-04,Bulgarian,103
2024-01-04,Hindi,99
2024-01-04,Serbian,70
2024-01-04,Slovenian,68
2024-01-04,Lithuanian,53
2024-01-04,Catalan,30
2024-01-04,Uzbek,28
2024-01-04,Latvian,27
2024-01-04,Malay,22
2024-01-04,Azerbaijani,21
2024-01-04,Estonian,21
2024-01-04,Bengali,20
2024-01-04,Bosnian,18
2024-01-04,Albanian,15
2024-01-04,Gujarati,15
2024-01-04,Georgian,13
2024-01-03,English,1474175
2024-01-03,Spanish,13735
2024-01-03,Chinese,7473
2024-01-03,Japanese,6488
2024-01-03,German,4944
2024-01-03,Korean,3089
2024-01-03,French,2756
2024-01-03,Italian,2400
2024-01-03,Russian,2054
2024-01-03,Portuguese,1856
2024-01-03,Dutch,1216
2024-01-03,Polish,978
2024-01-03,Turkish,863
2024-01-03,Arabic,682
2024-01-03,Swedish,615
2024-01-03,Vietnamese,505
2024-01-03,Norwegian Bokmål,481
2024-01-03,Indonesian,437
2024-01-03,Czech,436
2024-01-03,Danish,416
2024-01-03,Thai,374
2024-01-03,Greek,349
