date,browser,os,visits
2024-01-04,Chrome,Windows,525435
2024-01-04,Safari,iOS,337984
2024-01-04,Edge,Windows,319927
2024-01-04,Chrome,Android,148813
2024-01-04,Safari,Macintosh,55987
2024-01-04,Chrome,Macintosh,50035
2024-01-04,Chrome,iOS,46544
2024-01-04,Chrome,Linux,35936
2024-01-04,Safari (in-app),iOS,25206
2024-01-04,Firefox,Windows,18193
2024-01-04,Chrome,Chrome OS,14843
2024-01-04,Samsung Internet,Android,14495
2024-01-04,Android Webview,Android,10947
2024-01-04,Internet Explorer,Windows,10055
2024-01-04,Opera,Windows,3511
2024-01-04,Firefox,Macintosh,2936
2024-01-04,Edge,Macintosh,1668
2024-01-04,Amazon Silk,Android,1565
2024-01-04,Firefox,Android,1548
2024-01-04,(not set),(not set),1363
2024-01-04,Firefox,Linux,1142
2024-01-04,Mozilla Compatible Agent,Linux,1138
2024-01-04,Mozilla Compatible Agent,Macintosh,1100
2024-01-04,Edge,Android,1090
2024-01-04,Opera,Android,691
2024-01-04,Samsung Internet,Linux,305
2024-01-04,Opera,Macintosh,161
2024-01-04,Edge,Linux,153
2024-01-04,Android Runtime,Android,149
2024-01-03,Chrome,Windows,524164
2024-01-03,Safari,iOS,328212
2024-01-03,Edge,Windows,285833
2024-01-03,Chrome,Android,134647
2024-01-03,Safari,Macintosh,55099
2024-01-03,Chrome,Macintosh,51871
2024-01-03,Chrome,iOS,43349
2024-01-03,Chrome,Linux,34526
2024-01-03,Safari (in-app),iOS,23893
2024-01-03,Firefox,Windows,18241
2024-01-03,Samsung Internet,Android,13053
2024-01-03,Chrome,Chrome OS,12656
2024-01-03,Internet Explorer,Windows,8221
2024-01-03,Android Webview,Android,8187
2024-01-03,Opera,Windows,3576
2024-01-03,Firefox,Macintosh,3086
2024-01-03,Edge,Macintosh,1711
2024-01-03,Firefox,Android,1616
2024-01-03,(not set),(not set),1252
2024-01-03,Mozilla Compatible Agent,Macintosh,1144
2024-01-03,Mozilla Compatible Agent,Linux,1128
2024-01-03,Amazon Silk,Android,1093
2024-01-03,Firefox,Linux,1082
2024-01-03,Edge,Android,919
2024-01-03,Opera,Android,558
2024-01-03,Samsung Internet,Linux,235
2024-01-03,Opera,Macintosh,144
2024-01-03,Edge,Linux,121
2024-01-02,Chrome,Windows,343964
2024-01-02,Safari,iOS,294102
2024-01-02,Edge,Windows,208914
2024-01-02,Chrome,Android,126390
2024-01-02,Safari,Macintosh,53823
2024-01-02,Chrome,Macintosh,45881
2024-01-02,Chrome,iOS,41139
2024-01-02,Chrome,Linux,35102
2024-01-02,Safari (in-app),iOS,21861
2024-01-02,Firefox,Windows,14357
2024-01-02,Samsung Internet,Android,12100
2024-01-02,Chrome,Chrome OS,9672
2024-01-02,Android Webview,Android,6933
2024-01-02,Opera,Windows,3187
2024-01-02,Firefox,Macintosh,2984
2024-01-02,Edge,Macintosh,1545
2024-01-02,Firefox,Android,1537
2024-01-02,Firefox,Linux,1167
2024-01-02,Mozilla Compatible Agent,Linux,1126
2024-01-02,(not set),(not set),1057
2024-01-02,Mozilla Compatible Agent,Macintosh,995
2024-01-02,Internet Explorer,Windows,988
2024-01-02,Amazon Silk,Android,978
2024-01-02,Edge,Android,924
2024-01-02,Opera,Android,573
2024-01-02,Samsung Internet,Linux,346
2024-01-02,Opera,Macintosh,137
2024-01-02,Edge,Linux,124
2024-01-01,Safari,iOS,228687
2024-01-01,Chrome,Android,104957
2024-01-01,Chrome,Windows,104153
2024-01-01,Edge,Windows,55378
2024-01-01,Safari,Macintosh,38101
2024-01-01,Chrome,Linux,33159
2024-01-01,Chrome,iOS,31729
2024-01-01,Chrome,Macintosh,23027
2024-01-01,Safari (in-app),iOS,15727
2024-01-01,Samsung Internet,Android,9443
2024-01-01,Firefox,Windows,6797
2024-01-01,Android Webview,Android,5630
2024-01-01,Chrome,Chrome OS,4936
2024-01-01,Opera,Windows,2466
2024-01-01,Firefox,Macintosh,1580
2024-01-01,Firefox,Android,1293
2024-01-01,(not set),(not set),1232
2024-01-01,Mozilla Compatible Agent,Linux,1072
2024-01-01,Amazon Silk,Android,1004
2024-01-01,Mozilla Compatible Agent,Macintosh,699
2024-01-01,Edge,Android,657
2024-01-01,Edge,Macintosh,641
2024-01-01,Firefox,Linux,634
2024-01-01,Opera,Android,507
2024-01-01,Samsung Internet,Linux,264
2024-01-01,Internet Explorer,Windows,205
2024-01-01,Opera,Macintosh,111
2023-12-31,Safari,iOS,205421
2023-12-31,Chrome,Android,100128
2023-12-31,Chrome,Windows,73955
2023-12-31,Edge,Windows,39870
2023-12-31,Chrome,Linux,34027
2023-12-31,Safari,Macintosh,32317
2023-12-31,Chrome,iOS,27954
2023-12-31,Chrome,Macintosh,16461
2023-12-31,Safari (in-app),iOS,16259
2023-12-31,Samsung Internet,Android,9745
2023-12-31,Android Webview,Android,8309
2023-12-31,Firefox,Windows,5803
2023-12-31,Chrome,Chrome OS,3691
2023-12-31,(not set),(not set),3128
2023-12-31,Opera,Windows,2038
2023-12-31,Amazon Silk,Android,1436
2023-12-31,Firefox,Android,1331
2023-12-31,Firefox,Macintosh,1269
2023-12-31,Mozilla Compatible Agent,Linux,1081
2023-12-31,Edge,Android,708
2023-12-31,Mozilla Compatible Agent,Macintosh,641
2023-12-31,Firefox,Linux,546
2023-12-31,Opera,Android,477
2023-12-31,Edge,Macintosh,468
2023-12-31,Samsung Internet,Linux,287
2023-12-31,Internet Explorer,Windows,152
2023-12-30,Safari,iOS,227290
2023-12-30,Chrome,Android,111467
2023-12-30,Chrome,Windows,83449
2023-12-30,Edge,Windows,48892
2023-12-30,Safari,Macintosh,35309
2023-12-30,Chrome,Linux,33401
2023-12-30,Chrome,iOS,32751
2023-12-30,Chrome,Macintosh,19479
2023-12-30,Safari (in-app),iOS,18653
2023-12-30,Samsung Internet,Android,9827
2023-12-30,Android Webview,Android,8399
2023-12-30,Firefox,Windows,6526
2023-12-30,Chrome,Chrome OS,3981
2023-12-30,(not set),(not set),2400
2023-12-30,Opera,Windows,2272
2023-12-30,Firefox,Android,1477
2023-12-30,Firefox,Macintosh,1328
2023-12-30,Amazon Silk,Android,1192
2023-12-30,Mozilla Compatible Agent,Linux,1061
2023-12-30,Edge,Android,806
2023-12-30,Edge,Macintosh,593
2023-12-30,Mozilla Compatible Agent,Macintosh,572
2023-12-30,Firefox,Linux,537
2023-12-30,Opera,Android,530
2023-12-30,Samsung Internet,Linux,271
2023-12-30,Internet Explorer,Windows,230
2023-12-29,Safari,iOS,268725
2023-12-29,Chrome,Windows,202140
2023-12-29,Chrome,Android,122922
2023-12-29,Edge,Windows,114043
2023-12-29,Safari,Macintosh,43344
2023-12-29,Chrome,iOS,38244
2023-12-29,Chrome,Linux,33368
2023-12-29,Chrome,Macintosh,27680
2023-12-29,Safari (in-app),iOS,22859
2023-12-29,Samsung Internet,Android,11871
2023-12-29,Firefox,Windows,9655
2023-12-29,Android Webview,Android,9483
2023-12-29,Chrome,Chrome OS,5058
2023-12-29,Opera,Windows,2671
2023-12-29,(not set),(not set),2344
2023-12-29,Firefox,Macintosh,1998
2023-12-29,Amazon Silk,Android,1504
2023-12-29,Firefox,Android,1446
2023-12-29,Mozilla Compatible Agent,Linux,1070
2023-12-29,Edge,Android,1031
2023-12-29,Edge,Macintosh,917
2023-12-29,Mozilla Compatible Agent,Macintosh,799
2023-12-29,Internet Explorer,Windows,780
2023-12-29,Firefox,Linux,666
2023-12-29,Opera,Android,538
2023-12-29,Samsung Internet,Linux,341
2023-12-28,Safari,iOS,338054
2023-12-28,Chrome,Windows,301161
2023-12-28,Edge,Windows,162011
2023-12-28,Chrome,Android,140046
2023-12-28,Safari,Macintosh,59557
2023-12-28,Chrome,iOS,47438
2023-12-28,Chrome,Linux,34594
2023-12-28,Chrome,Macintosh,33781
2023-12-28,Safari (in-app),iOS,25712
2023-12-28,Samsung Internet,Android,15496
2023-12-28,Firefox,Windows,13853
2023-12-28,Android Webview,Android,11014
2023-12-28,Chrome,Chrome OS,6284
2023-12-28,Opera,Windows,3032
2023-12-28,Firefox,Macintosh,2630
2023-12-28,(not set),(not set),2172
2023-12-28,Amazon Silk,Android,2029
2023-12-28,Firefox,Android,1961
2023-12-28,Edge,Android,1809
2023-12-28,Edge,Macintosh,1150
2023-12-28,Mozilla Compatible Agent,Linux,1096
2023-12-28,Internet Explorer,Windows,1046
2023-12-28,Mozilla Compatible Agent,Macintosh,982
2023-12-28,Firefox,Linux,826
2023-12-28,Opera,Android,619
2023-12-28,Samsung Internet,Linux,462
2023-12-28,Edge,Linux,142
2023-12-28,Opera,Macintosh,117
2023-12-27,Safari,iOS,302951
2023-12-27,Chrome,Windows,285214
