date,os,visits
2024-01-04,Windows,230046
2024-01-04,Android,195102
2024-01-04,iOS,181297
2024-01-04,Macintosh,96409
2024-01-04,Chrome OS,64293
2024-01-04,Linux,19962
2024-01-04,(not set),717
2024-01-03,Windows,221950
2024-01-03,Android,178527
2024-01-03,iOS,161111
2024-01-03,Macintosh,89616
2024-01-03,Chrome OS,46837
2024-01-03,Linux,23730
2024-01-03,(not set),701
2024-01-02,Windows,228407
2024-01-02,Android,187664
2024-01-02,iOS,178083
2024-01-02,Macintosh,87339
2024-01-02,Chrome OS,28498
2024-01-02,Linux,23872
2024-01-02,(not set),644
2024-01-01,Android,260668
2024-01-01,iOS,204462
2024-01-01,Windows,132665
2024-01-01,Macintosh,61801
2024-01-01,Linux,19254
2024-01-01,Chrome OS,6175
2024-01-01,(not set),704
2023-12-31,Android,228373
2023-12-31,iOS,204785
2023-12-31,Windows,120717
2023-12-31,Macintosh,58658
2023-12-31,Linux,16884
2023-12-31,Chrome OS,4699
2023-12-31,(not set),804
2023-12-30,Android,193733
2023-12-30,iOS,182640
2023-12-30,Windows,118854
2023-12-30,Macintosh,58250
2023-12-30,Linux,24158
2023-12-30,Chrome OS,4690
2023-12-30,(not set),634
2023-12-29,Android,201768
2023-12-29,iOS,188834
2023-12-29,Windows,143028
2023-12-29,Macintosh,60147
2023-12-29,Linux,21047
2023-12-29,Chrome OS,4804
2023-12-29,(not set),921
2023-12-28,Android,199164
2023-12-28,Windows,192929
2023-12-28,iOS,189909
2023-12-28,Macintosh,61918
2023-12-28,Linux,23992
2023-12-28,Chrome OS,5161
2023-12-28,(not set),1191
2023-12-27,Windows,277968
2023-12-27,Android,191704
2023-12-27,iOS,185663
2023-12-27,Macintosh,64099
2023-12-27,Linux,25460
2023-12-27,Chrome OS,5232
2023-12-27,(not set),667
2023-12-26,Windows,202977
2023-12-26,Android,196888
2023-12-26,iOS,191758
2023-12-26,Macintosh,58911
2023-12-26,Linux,24171
2023-12-26,Chrome OS,4595
2023-12-26,(not set),613
2023-12-25,iOS,196441
2023-12-25,Android,186881
2023-12-25,Windows,163832
2023-12-25,Macintosh,46723
2023-12-25,Linux,28131
2023-12-25,Chrome OS,3859
2023-12-25,(not set),593
2023-12-24,iOS,197688
2023-12-24,Android,187476
2023-12-24,Windows,139435
2023-12-24,Macintosh,48964
2023-12-24,Linux,15345
2023-12-24,Chrome OS,4117
2023-12-24,(not set),601
2023-12-23,Android,170531
2023-12-23,iOS,167614
2023-12-23,Windows,130225
2023-12-23,Macintosh,54328
2023-12-23,Linux,23803
2023-12-23,Chrome OS,5358
2023-12-23,(not set),1071
2023-12-22,Windows,203478
2023-12-22,Android,192909
2023-12-22,iOS,180684
2023-12-22,Macintosh,71123
2023-12-22,Linux,18044
2023-12-22,Chrome OS,16597
2023-12-22,(not set),771
2023-12-21,Windows,243517
2023-12-21,Android,212283
2023-12-21,iOS,180041
2023-12-21,Macintosh,80870
2023-12-21,Chrome OS,43897
2023-12-21,Linux,27324
2023-12-21,(not set),685
2023-12-20,Windows,300790
2023-12-20,Android,217654
2023-12-20,iOS,192114
2023-12-20,Macintosh,90495
2023-12-20,Chrome OS,61661
2023-12-20,Linux,25216
2023-12-20,(not set),737
2023-12-19,Windows,230782
2023-12-19,Android,195086
2023-12-19,iOS,179845
2023-12-19,Macintosh,96238
2023-12-19,Chrome OS,75930
2023-12-19,Linux,20931
2023-12-19,(not set),670
2023-12-18,Windows,242212
2023-12-18,Android,169014
2023-12-18,iOS,153040
2023-12-18,Macintosh,96997
2023-12-18,Chrome OS,86103
2023-12-18,Linux,19513
2023-12-18,(not set),615
2023-12-17,Android,177820
2023-12-17,iOS,172902
2023-12-17,Windows,156928
2023-12-17,Macintosh,66267
2023-12-17,Linux,23926
2023-12-17,Chrome OS,14930
2023-12-17,(not set),650
2023-12-16,Android,186251
2023-12-16,iOS,164862
2023-12-16,Windows,133422
2023-12-16,Macintosh,58848
2023-12-16,Linux,21731
2023-12-16,Chrome OS,11395
2023-12-16,(not set),853
2023-12-15,Windows,210514
2023-12-15,Android,177705
2023-12-15,iOS,154926
2023-12-15,Chrome OS,98698
2023-12-15,Macintosh,88035
2023-12-15,Linux,24943
2023-12-15,(not set),645
2023-12-14,Windows,284402
2023-12-14,Android,199790
2023-12-14,iOS,169793
2023-12-14,Chrome OS,115034
2023-12-14,Macintosh,109457
2023-12-14,Linux,27349
2023-12-14,(not set),1027
2023-12-13,Windows,303322
2023-12-13,Android,238998
2023-12-13,iOS,191663
2023-12-13,Chrome OS,122489
2023-12-13,Macintosh,116938
2023-12-13,Linux,22978
2023-12-13,(not set),1532
2023-12-12,Windows,307242
2023-12-12,Android,208138
2023-12-12,iOS,172887
2023-12-12,Chrome OS,131277
2023-12-12,Macintosh,116653
2023-12-12,Linux,23469
2023-12-12,(not set),13713
2023-12-11,Windows,284109
2023-12-11,Android,173396
2023-12-11,iOS,157944
2023-12-11,Chrome OS,129270
2023-12-11,Macintosh,119671
2023-12-11,Linux,21020
2023-12-11,(not set),5627
2023-12-10,Android,178568
2023-12-10,iOS,158233
2023-12-10,Windows,152538
2023-12-10,Macintosh,77708
2023-12-10,Linux,20661
2023-12-10,Chrome OS,18692
2023-12-10,(not set),626
2023-12-09,Android,166157
2023-12-09,iOS,142167
2023-12-09,Windows,130337
2023-12-09,Macintosh,63204
2023-12-09,Linux,24278
2023-12-09,Chrome OS,13181
2023-12-09,(not set),596
2023-12-08,Windows,235812
2023-12-08,Android,161683
2023-12-08,iOS,139218
2023-12-08,Chrome OS,119819
2023-12-08,Macintosh,101315
2023-12-08,Linux,25488
2023-12-08,(not set),1234
2023-12-07,Windows,293009
2023-12-07,Android,176856
2023-12-07,iOS,150539
2023-12-07,Chrome OS,140916
2023-12-07,Macintosh,123943
2023-12-07,Linux,27414
2023-12-07,(not set),970
2023-12-06,Windows,289236
2023-12-06,Android,186039
2023-12-06,iOS,165795
2023-12-06,Chrome OS,132742
2023-12-06,Macintosh,123201
2023-12-06,Linux,23573
2023-12-06,(not set),1102
2023-12-05,Windows,310596
2023-12-05,Android,192164
2023-12-05,iOS,168850
2023-12-05,Chrome OS,144192
2023-12-05,Macintosh,128662
2023-12-05,Linux,22445
2023-12-05,(not set),695
2023-12-04,Windows,297235
2023-12-04,Android,193283
2023-12-04,iOS,174214
2023-12-04,Macintosh,137259
2023-12-04,Chrome OS,131927
2023-12-04,Linux,22173
2023-12-04,(not set),1085
2023-12-03,Android,232652
2023-12-03,iOS,201382
2023-12-03,Windows,176584
2023-12-03,Macintosh,91862
2023-12-03,Chrome OS,19176
2023-12-03,Linux,18551
2023-12-03,(not set),718
2023-12-02,Android,267594
2023-12-02,iOS,224711
2023-12-02,Windows,165971
2023-12-02,Macintosh,72881
2023-12-02,Linux,22039
2023-12-02,Chrome OS,14504
2023-12-02,(not set),734
2023-12-01,Windows,294220
2023-12-01,Android,228327
2023-12-01,iOS,223764
2023-12-01,Chrome OS,133260
2023-12-01,Macintosh,116589
2023-12-01,Linux,29982
2023-12-01,(not set),786
2023-11-30,Windows,306100
2023-11-30,Android,183877
2023-11-30,iOS,177134
2023-11-30,Chrome OS,148869
2023-11-30,Macintosh,129642
2023-11-30,Linux,28270
2023-11-30,(not set),982
2023-11-29,Windows,314831
2023-11-29,Android,192286
2023-11-29,iOS,183639
2023-11-29,Chrome OS,139193
2023-11-29,Macintosh,133853
2023-11-29,Linux,24502
2023-11-29,(not set),1028
2023-11-28,Windows,349522
2023-11-28,iOS,202143
2023-11-28,Android,190976
2023-11-28,Macintosh,137667
2023-11-28,Chrome OS,136340
2023-11-28,Linux,26951
2023-11-28,(not set),1140
2023-11-27,Windows,404335
2023-11-27,iOS,213083
2023-11-27,Android,186347
2023-11-27,Macintosh,127814
2023-11-27,Chrome OS,122574
2023-11-27,Linux,24643
2023-11-27,(not set),1078
2023-11-26,iOS,253291
2023-11-26,Windows,219740
2023-11-26,Android,179532
2023-11-26,Macintosh,80247
2023-11-26,Linux,21118
2023-11-26,Chrome OS,15981
2023-11-26,(not set),708
2023-11-25,iOS,192782
2023-11-25,Windows,177088
2023-11-25,Android,166961
2023-11-25,Macintosh,62759
2023-11-25,Linux,25553
2023-11-25,Chrome OS,9595
2023-11-25,(not set),922
2023-11-24,Windows,212761
2023-11-24,iOS,164310
2023-11-24,Android,162699
2023-11-24,Macintosh,70197
2023-11-24,Linux,28461
2023-11-24,Chrome OS,15374
2023-11-24,(not set),1098
2023-11-23,Windows,191649
2023-11-23,Android,182529
2023-11-23,iOS,165690
2023-11-23,Macintosh,72347
2023-11-23,Linux,22386
2023-11-23,Chrome OS,18094
2023-11-23,(not set),1619
2023-11-22,Windows,272489
2023-11-22,Android,194193
2023-11-22,iOS,167243
2023-11-22,Macintosh,89095
2023-11-22,Chrome OS,26717
2023-11-22,Linux,22256
2023-11-22,(not set),643
2023-11-21,Windows,448824
2023-11-21,Android,215872
2023-11-21,iOS,177153
2023-11-21,Macintosh,110194
2023-11-21,Chrome OS,67035
2023-11-21,Linux,28109
2023-11-21,(not set),903
2023-11-20,Windows,359059
2023-11-20,Android,205056
2023-11-20,iOS,182567
2023-11-20,Macintosh,120174
2023-11-20,Chrome OS,75837
2023-11-20,Linux,25754
2023-11-20,(not set),949
2023-11-19,Android,178893
2023-11-19,iOS,169337
2023-11-19,Windows,167140
2023-11-19,Macintosh,76380
2023-11-19,Linux,25360
2023-11-19,Chrome OS,14013
2023-11-19,(not set),691
2023-11-18,Android,170685
2023-11-18,iOS,154575
2023-11-18,Windows,152893
2023-11-18,Macintosh,70422
2023-11-18,Linux,25131
2023-11-18,Chrome OS,10065
2023-11-18,(not set),681
2023-11-18,Tizen,159
2023-11-17,Windows,265993
2023-11-17,Android,159117
2023-11-17,iOS,136162
2023-11-17,Macintosh,106116
2023-11-17,Chrome OS,102102
2023-11-17,Linux,24070
2023-11-17,(not set),930
2023-11-16,Windows,304261
2023-11-16,Android,174940
2023-11-16,iOS,146361
2023-11-16,Macintosh,126789
2023-11-16,Chrome OS,126730
2023-11-16,Linux,24800
2023-11-16,(not set),998
2023-11-15,Windows,324638
2023-11-15,Android,159655
2023-11-15,iOS,152923
2023-11-15,Macintosh,129894
2023-11-15,Chrome OS,123903
2023-11-15,Linux,22798
2023-11-15,(not set),1707
2023-11-14,Windows,333798
2023-11-14,Android,174396
2023-11-14,iOS,162327
2023-11-14,Chrome OS,134532
2023-11-14,Macintosh,127451
2023-11-14,Linux,29833
2023-11-14,(not set),2011
2023-11-13,Windows,320476
2023-11-13,Android,168575
2023-11-13,iOS,154896
2023-11-13,Macintosh,133001
2023-11-13,Chrome OS,123791
2023-11-13,Linux,36939
2023-11-13,(not set),1418
2023-11-12,Windows,187531
2023-11-12,Android,166195
2023-11-12,iOS,152889
2023-11-12,Macintosh,81792
2023-11-12,Linux,22638
2023-11-12,Chrome OS,19816
2023-11-12,(not set),11496
2023-11-12,Tizen,116
2023-11-11,Android,167733
2023-11-11,iOS,142574
2023-11-11,Windows,141602
2023-11-11,Macintosh,65767
2023-11-11,Linux,26906
2023-11-11,Chrome OS,13871
2023-11-11,(not set),6684
2023-11-11,Tizen,109
2023-11-10,Windows,249782
2023-11-10,Android,169056
2023-11-10,iOS,147687
2023-11-10,Macintosh,97897
2023-11-10,Chrome OS,75044
2023-11-10,Linux,27295
2023-11-10,(not set),856
2023-11-10,Tizen,121
2023-11-09,Windows,299827
2023-11-09,Android,200770
2023-11-09,iOS,173702
2023-11-09,Macintosh,130312
2023-11-09,Chrome OS,124737
2023-11-09,Linux,30274
2023-11-09,(not set),1369
2023-11-09,Tizen,174
2023-11-08,Windows,330718
2023-11-08,Android,192980
2023-11-08,iOS,160034
2023-11-08,Macintosh,130264
2023-11-08,Chrome OS,128983
2023-11-08,Linux,21801
2023-11-08,(not set),1773
2023-11-08,Tizen,114
2023-11-07,Windows,298457
2023-11-07,Android,199721
2023-11-07,iOS,156369
2023-11-07,Macintosh,125857
2023-11-07,Chrome OS,108551
2023-11-07,Linux,21720
2023-11-07,(not set),1068
2023-11-06,Windows,300267
2023-11-06,Android,185062
2023-11-06,iOS,149112
2023-11-06,Macintosh,128948
2023-11-06,Chrome OS,111560
2023-11-06,Linux,21258
2023-11-06,(not set),773
2023-11-05,Android,190862
2023-11-05,Windows,176348
2023-11-05,iOS,158451
2023-11-05,Macintosh,84208
2023-11-05,Chrome OS,18302
2023-11-05,Linux,18017
2023-11-05,(not set),731
2023-11-04,Android,175067
2023-11-04,iOS,150075
2023-11-04,Windows,140798
2023-11-04,Macintosh,67672
2023-11-04,Linux,17690
2023-11-04,Chrome OS,12526
2023-11-04,(not set),1523
2023-11-03,Windows,245435
2023-11-03,Android,192184
2023-11-03,iOS,160052
2023-11-03,Chrome OS,110395
2023-11-03,Macintosh,103416
2023-11-03,Linux,20580
2023-11-03,(not set),947
2023-11-02,Windows,299514
2023-11-02,Android,192552
2023-11-02,iOS,160047
2023-11-02,Chrome OS,132039
2023-11-02,Macintosh,125144
2023-11-02,Linux,20779
2023-11-02,(not set),737
2023-11-01,Windows,312720
2023-11-01,Android,226973
2023-11-01,iOS,189428
2023-11-01,Macintosh,130773
2023-11-01,Chrome OS,119121
2023-11-01,Linux,21191
2023-11-01,(not set),969
2023-10-31,Windows,279460
2023-10-31,Android,190981
2023-10-31,iOS,139757
2023-10-31,Macintosh,118826
2023-10-31,Chrome OS,104432
2023-10-31,Linux,21895
2023-10-31,(not set),1313
2023-10-30,Windows,305344
2023-10-30,Android,155455
2023-10-30,iOS,147003
2023-10-30,Macintosh,121782
2023-10-30,Chrome OS,116807
2023-10-30,Linux,21555
2023-10-30,(not set),656
2023-10-29,Android,164446
2023-10-29,Windows,157793
2023-10-29,iOS,153502
2023-10-29,Macintosh,77423
2023-10-29,Linux,18554
2023-10-29,Chrome OS,16606
2023-10-29,(not set),669
2023-10-28,Windows,244444
2023-10-28,Android,197136
2023-10-28,iOS,164453
2023-10-28,Macintosh,61147
2023-10-28,Linux,17975
2023-10-28,Chrome OS,11054
2023-10-28,(not set),1402
2023-10-27,Windows,351303
2023-10-27,Android,163431
2023-10-27,iOS,143156
2023-10-27,Chrome OS,100011
2023-10-27,Macintosh,98567
2023-10-27,Linux,19630
2023-10-27,(not set),747
2023-10-26,Windows,335480
2023-10-26,Android,164172
2023-10-26,iOS,140556
2023-10-26,Chrome OS,123031
2023-10-26,Macintosh,117052
2023-10-26,Linux,21240
2023-10-26,(not set),1170
2023-10-25,Windows,314885
2023-10-25,Android,190179
2023-10-25,iOS,157652
2023-10-25,Macintosh,118593
2023-10-25,Chrome OS,118251
2023-10-25,Linux,21152
2023-10-25,(not set),2225
2023-10-24,Windows,324907
2023-10-24,Android,185813
2023-10-24,iOS,154912
2023-10-24,Macintosh,121079
2023-10-24,Chrome OS,118568
2023-10-24,Linux,21723
2023-10-24,(not set),1477
2023-10-23,Windows,321501
2023-10-23,Android,185399
2023-10-23,iOS,168770
2023-10-23,Macintosh,120355
2023-10-23,Chrome OS,108096
2023-10-23,Linux,21101
2023-10-23,(not set),1248
2023-10-22,Android,192546
2023-10-22,Windows,168438
2023-10-22,iOS,167221
2023-10-22,Macintosh,75989
2023-10-22,Linux,18291
2023-10-22,Chrome OS,16224
2023-10-22,(not set),578
2023-10-21,Android,182432
2023-10-21,iOS,169823
2023-10-21,Windows,141757
2023-10-21,Macintosh,64877
2023-10-21,(not set),19732
2023-10-21,Linux,18540
2023-10-21,Chrome OS,11073
2023-10-20,Windows,245395
2023-10-20,Android,171656
2023-10-20,iOS,159136
2023-10-20,Macintosh,100341
2023-10-20,Chrome OS,92716
2023-10-20,Linux,20211
2023-10-20,(not set),17568
2023-10-19,Windows,301561
2023-10-19,Android,161907
2023-10-19,iOS,153993
2023-10-19,Macintosh,118077
2023-10-19,Chrome OS,107326
2023-10-19,Linux,21432
2023-10-19,(not set),4903
2023-10-18,Windows,292674
2023-10-18,iOS,153204
2023-10-18,Android,152846
2023-10-18,Macintosh,122597
2023-10-18,Chrome OS,98090
2023-10-18,Linux,20675
2023-10-18,(not set),1439
2023-10-17,Windows,304874
2023-10-17,Android,163840
2023-10-17,iOS,162014
2023-10-17,Macintosh,124469
2023-10-17,Chrome OS,93213
2023-10-17,Linux,21624
2023-10-17,(not set),801
2023-10-16,Windows,319800
2023-10-16,iOS,188785
2023-10-16,Android,181441
2023-10-16,Macintosh,129652
2023-10-16,Chrome OS,85288
2023-10-16,Linux,22585
2023-10-16,(not set),868
2023-10-15,iOS,255970
2023-10-15,Android,230956
2023-10-15,Windows,187095
2023-10-15,Macintosh,88770
2023-10-15,Linux,18161
2023-10-15,Chrome OS,13658
2023-10-15,(not set),687
2023-10-14,iOS,1534205
2023-10-14,Android,997407
2023-10-14,Windows,414471
2023-10-14,Macintosh,201679
2023-10-14,Linux,29416
2023-10-14,Chrome OS,18278
2023-10-14,(not set),1818
2023-10-14,Tizen,1189
2023-10-14,Fuchsia,208
2023-10-13,iOS,714123
2023-10-13,Android,453086
2023-10-13,Windows,405371
2023-10-13,Macintosh,166817
2023-10-13,Chrome OS,85057
2023-10-13,Linux,24911
2023-10-13,(not set),1173
2023-10-13,Tizen,155
2023-10-12,Windows,394637
2023-10-12,iOS,382272
2023-10-12,Android,299929
2023-10-12,Macintosh,153244
2023-10-12,Chrome OS,93335
2023-10-12,Linux,23720
2023-10-12,(not set),16057
2023-10-11,Windows,374545
2023-10-11,iOS,327932
2023-10-11,Android,302152
2023-10-11,Macintosh,145399
2023-10-11,Chrome OS,89518
2023-10-11,Linux,22364
2023-10-11,(not set),3381
2023-10-10,Windows,325765
2023-10-10,iOS,261315
2023-10-10,Android,238726
2023-10-10,Macintosh,137347
2023-10-10,Chrome OS,86600
2023-10-10,Linux,22946
2023-10-10,(not set),4253
2023-10-09,Windows,275879
2023-10-09,iOS,223050
2023-10-09,Android,206795
2023-10-09,Macintosh,118863
2023-10-09,Chrome OS,55583
2023-10-09,Linux,22018
2023-10-09,(not set),489
2023-10-08,iOS,220321
2023-10-08,Android,210584
2023-10-08,Windows,178054
2023-10-08,Macintosh,82955
2023-10-08,Linux,19330
2023-10-08,Chrome OS,11646
2023-10-08,(not set),440
2023-10-07,iOS,209500
2023-10-07,Android,208722
2023-10-07,Windows,164060
2023-10-07,Macintosh,68964
2023-10-07,Linux,18385
2023-10-07,Chrome OS,7970
2023-10-07,(not set),1230
