date,browser,os_version,visits
2024-01-04,Chrome,10,86708
2024-01-04,Chrome,11,45736
2024-01-04,Edge,10,27114
2024-01-04,Edge,11,19337
2024-01-04,Firefox,10,14891
2024-01-04,Chrome,7,4006
2024-01-04,Opera,10,2234
2024-01-04,Firefox,7,932
2024-01-04,Chrome,8.1,871
2024-01-04,YaBrowser,10,531
2024-01-04,Chrome,8,219
2024-01-04,Internet Explorer,10,211
2024-01-04,Edge,7,168
2024-01-04,Firefox,8.1,167
2024-01-03,Chrome,10,86911
2024-01-03,Chrome,11,44891
2024-01-03,Edge,10,26462
2024-01-03,Edge,11,18490
2024-01-03,Firefox,10,15150
2024-01-03,Chrome,7,3698
2024-01-03,Opera,10,2431
2024-01-03,Chrome,8.1,943
2024-01-03,Firefox,7,927
2024-01-03,YaBrowser,10,552
2024-01-03,Internet Explorer,10,215
2024-01-03,Chrome,8,198
2024-01-03,Edge,7,172
2024-01-03,Firefox,8.1,170
2024-01-03,Whale Browser,10,110
2024-01-03,Edge,8.1,106
2024-01-03,Opera,7,105
2024-01-02,Chrome,10,87524
2024-01-02,Chrome,11,43653
2024-01-02,Edge,10,25881
2024-01-02,Edge,11,18004
2024-01-02,Firefox,10,14992
2024-01-02,Chrome,7,3661
2024-01-02,Opera,10,2484
2024-01-02,Chrome,8.1,1315
2024-01-02,Firefox,7,958
2024-01-02,YaBrowser,10,600
2024-01-02,Edge,7,189
2024-01-02,Firefox,8.1,174
2024-01-02,Chrome,8,168
2024-01-02,Internet Explorer,10,167
2024-01-02,Edge,8.1,110
2024-01-02,Whale Browser,10,101
2024-01-01,Chrome,10,48971
2024-01-01,Chrome,11,29057
2024-01-01,Edge,11,12260
2024-01-01,Edge,10,11840
2024-01-01,Firefox,10,10443
2024-01-01,Chrome,7,3334
2024-01-01,Opera,10,1984
2024-01-01,Firefox,7,889
2024-01-01,Chrome,8.1,694
2024-01-01,YaBrowser,10,458
2024-01-01,Edge,7,175
2024-01-01,Firefox,8.1,158
2024-01-01,Chrome,8,156
2023-12-31,Chrome,10,49201
2023-12-31,Chrome,11,23763
2023-12-31,Edge,11,11080
2023-12-31,Edge,10,10390
2023-12-31,Firefox,10,10083
2023-12-31,Chrome,7,3447
2023-12-31,Opera,10,2067
2023-12-31,Firefox,7,875
2023-12-31,Chrome,8.1,661
2023-12-31,YaBrowser,10,417
2023-12-31,Firefox,8.1,166
2023-12-31,Edge,7,147
2023-12-31,Chrome,8,141
2023-12-30,Chrome,10,44766
2023-12-30,Chrome,11,27621
2023-12-30,Edge,11,12161
2023-12-30,Edge,10,11258
2023-12-30,Firefox,10,10317
2023-12-30,Chrome,7,3473
2023-12-30,Opera,10,2261
2023-12-30,Firefox,7,867
2023-12-30,Chrome,8.1,668
2023-12-30,YaBrowser,10,468
2023-12-30,Chrome,8,161
2023-12-30,Firefox,8.1,157
