page_title,event_label,page,total_events
FOIA Requests Library - Bonneville Power Administration,file_download,www.bpa.gov/about/who-we-are/freedom-of-information-act/requests-library,95
"Heat Pump Systems | Department of Energy",file_download,www.energy.gov/energysaver/heat-pump-systems,95
"New and Used Clean Vehicle Tax Credits | Department of Energy",file_download,www.energy.gov/energysaver/new-and-used-clean-vehicle-tax-credits,95
"Weatherization Memorandum 117: WAP Sustainable Energy Resources for Consumers (SERC) Bipartisan Infrastructure Law (BIL) Grant Application Instructions | Department of Energy",file_download,www.energy.gov/scep/wap/articles/weatherization-memorandum-117-wap-sustainable-energy-resources-consumers-serc,95
Implementation Manual - Bonneville Power Administration,file_download,www.bpa.gov/energy-and-services/efficiency/implementation-manual,93
"Energy Auditor Training Grant Program | Department of Energy",file_download,www.energy.gov/scep/energy-auditor-training-grant-program,92
"Office of Intelligence and Counterintelligence | Department of Energy",file_download,www.energy.gov/intelligence/office-intelligence-and-counterintelligence,92
"Quarterly Solar Industry Update | Department of Energy",file_download,www.energy.gov/eere/solar/quarterly-solar-industry-update,92
"Weatherization Memorandum 120: WAP Bipartisan Infrastructure Law Annual Guidance Implementation and WPN Numbering | Department of Energy",file_download,www.energy.gov/scep/wap/articles/weatherization-memorandum-120-wap-bipartisan-infrastructure-law-annual-guidance,91
"Weatherization Program Notice 24-1: Program Year 2024 Weatherization Grant Application | Department of Energy",file_download,www.energy.gov/scep/wap/articles/weatherization-program-notice-24-1-program-year-2024-weatherization-grant-0,89
"Stockpile Stewardship and Management Plan (SSMP) | Department of Energy",file_download,www.energy.gov/nnsa/articles/stockpile-stewardship-and-management-plan-ssmp,88
"DOE Industrial Decarbonization Roadmap | Department of Energy",file_download,www.energy.gov/industrial-technologies/doe-industrial-decarbonization-roadmap,87
"ZERH Multifamily Version 2 | Department of Energy",file_download,www.energy.gov/eere/buildings/zerh-multifamily-version-2,87
"DOE Qualified List of Energy Service Companies | Department of Energy",file_download,www.energy.gov/femp/articles/doe-qualified-list-energy-service-companies,85
"Energy Saver Guide: Tips on Saving Money and Energy at Home | Department of Energy",file_download,www.energy.gov/energysaver/energy-saver-guide-tips-saving-money-and-energy-home,84
"Purchasing and Maintaining A Water Softener | Department of Energy",file_download,www.energy.gov/energysaver/purchasing-and-maintaining-water-softener,84
"DOE Applicant Portal | Department of Energy",file_download,www.energy.gov/applicant-portal,82
Day-Ahead Market - Bonneville Power Administration,file_download,www.bpa.gov/learn-and-participate/projects/day-ahead-market,80
"NNSA's DEMO pay system compared to the General Schedule | Department of Energy",file_download,www.energy.gov/nnsa/nnsas-demo-pay-system-compared-general-schedule,80
"PF 2024-15 Federal Acquisition Circular (FAC) 2024-02 | Department of Energy",file_download,www.energy.gov/management/pf-2024-15-federal-acquisition-circular-fac-2024-02,79
Provider of Choice - Bonneville Power Administration,file_download,www.bpa.gov/energy-and-services/power/provider-of-choice,79
"Federal Solar Tax Credits for Businesses | Department of Energy",file_download,www.energy.gov/eere/solar/federal-solar-tax-credits-businesses,76
"November 20 Grid Resilience and Innovation Partnerships (GRIP) Program Second Round Funding Webinar | Department of Energy",file_download,www.energy.gov/gdo/events/november-20-grid-resilience-and-innovation-partnerships-grip-program-second-round,73
"Homeowner’s Guide to Going Solar | Department of Energy",file_download,www.energy.gov/eere/solar/homeowners-guide-going-solar,72
"Steam Systems | Department of Energy",file_download,www.energy.gov/eere/iedo/steam-systems,71
Executives & Structure - Bonneville Power Administration,file_download,www.bpa.gov/about/who-we-are/executives,70
"About Community Benefits Plans | Department of Energy",file_download,www.energy.gov/infrastructure/about-community-benefits-plans,69
"Energy Efficiency and Conservation Block Grant Program | Department of Energy",file_download,www.energy.gov/scep/energy-efficiency-and-conservation-block-grant-program,69
"Energy Saver History Timeline: Refrigeration and Refrigerators | Department of Energy",file_download,www.energy.gov/energysaver/energy-saver-history-timeline-refrigeration-and-refrigerators,68
"EECBG Program Formula Grant Application Instructions | Department of Energy",file_download,www.energy.gov/scep/articles/eecbg-program-formula-grant-application-instructions,67
"Storage Innovations 2030 | Department of Energy",file_download,www.energy.gov/oe/storage-innovations-2030,67
"The U.S. National Blueprint for Transportation Decarbonization: A Joint Strategy to Transform Transportation | Department of Energy",file_download,www.energy.gov/eere/us-national-blueprint-transportation-decarbonization-joint-strategy-transform-transportation,67
"Turn Down the Temperature, but Don't Let Your Pipes Freeze! | Department of Energy",file_download,www.energy.gov/energysaver/articles/turn-down-temperature-dont-let-your-pipes-freeze,67
"Weatherization Memorandum 121: Announce the Recipients of Program Year (PY) 2023 Sustainable Energy for Consumers (SERC) Awards | Department of Energy",file_download,www.energy.gov/scep/wap/articles/weatherization-memorandum-121-announce-recipients-program-year-py-2023,67
"Securing America’s Clean Energy Supply Chain | Department of Energy",file_download,www.energy.gov/policy/securing-americas-clean-energy-supply-chain,66
"Manufacturing Energy and Carbon Footprints (2018 MECS) | Department of Energy",file_download,www.energy.gov/eere/iedo/manufacturing-energy-and-carbon-footprints-2018-mecs,65
"Land-Based Wind Market Report: 2023 Edition | Department of Energy",file_download,www.energy.gov/eere/wind/articles/land-based-wind-market-report-2023-edition,64
"Sustainable Aviation Fuel Grand Challenge Roadmap: Flight Plan for Sustainable Aviation Fuel Report | Department of Energy",file_download,www.energy.gov/eere/bioenergy/articles/sustainable-aviation-fuel-grand-challenge-roadmap-flight-plan-sustainable,64
"Hydrogen Fuel Cell Engines and Related Technologies Course Manual | Department of Energy",file_download,www.energy.gov/eere/fuelcells/articles/hydrogen-fuel-cell-engines-and-related-technologies-course-manual,63
Maps - Bonneville Power Administration,file_download,www.bpa.gov/about/newsroom/maps,61
Rate Adjustments - Bonneville Power Administration,file_download,www.bpa.gov/energy-and-services/rate-and-tariff-proceedings/rate-adjustments,61
"Consumer Guide to Recycling Codes Fact Sheet | Department of Energy",file_download,www.energy.gov/energysaver/consumer-guide-recycling-codes-fact-sheet,59
"Energy Department Releases Guidance to Identify High-Priority Areas for Transmission Development | Department of Energy",file_download,www.energy.gov/gdo/articles/energy-department-releases-guidance-identify-high-priority-areas-transmission,59
"Financial Management Handbook | Department of Energy",file_download,www.energy.gov/cfo/financial-management-handbook,59
"ALRD – Assistance for Latest and Zero Building Energy Code Adoption (Sec. 50131) for States and Territories | Department of Energy",file_download,www.energy.gov/scep/articles/alrd-assistance-latest-and-zero-building-energy-code-adoption-sec-50131-states-and,58
"What Are Critical Materials and Critical Minerals? | Department of Energy",file_download,www.energy.gov/cmm/what-are-critical-materials-and-critical-minerals,58
Agricultural Marketing Toolkit - Bonneville Power Administration,file_download,www.bpa.gov/energy-and-services/efficiency/marketing-resources/agricultural-toolkit,56
"Home Efficiency Rebates Retroactivity Fact Sheet and Eligibility Checklists | Department of Energy",file_download,www.energy.gov/scep/articles/home-efficiency-rebates-retroactivity-fact-sheet-and-eligibility-checklists,56
"Justice40 Initiative | Department of Energy",file_download,www.energy.gov/justice/justice40-initiative,56
"LNG Monthly 2023 | Department of Energy",file_download,www.energy.gov/fecm/articles/lng-monthly-2023,56
"Solar Water Heaters | Department of Energy",file_download,www.energy.gov/energysaver/solar-water-heaters,56
"State Energy Program Guidance | Department of Energy",file_download,www.energy.gov/scep/state-energy-program-guidance,54
"2023 Document Center | Department of Energy",file_download,cms.doe.gov/fecm/articles/2023-document-center,53
"Acquisition Forecast | Department of Energy",file_download,www.energy.gov/osdbu/acquisition-forecast,53
"Home Energy Rebates Frequently Asked Questions | Department of Energy",file_download,www.energy.gov/scep/home-energy-rebates-frequently-asked-questions,53
"Year in Review | Department of Energy",file_download,www.energy.gov/em/year-review,53
"PF 2024-12 CAAC Letter 2020-04 Supplement 1, Class Deviation from the Federal Acquisition Regulation (FAR) to Eliminate Hard Copy Original Documents, Signatures, Notarization, Seals on Bonds and Other Seals for Certain Contract Requirements | Department of Energy",file_download,www.energy.gov/management/pf-2024-12-caac-letter-2020-04-supplement-1-class-deviation-federal-acquisition,52
"20220809 | Department of Energy",file_download,www.energy.gov/nnsa/20220809,51
"COVID-19 Workplace Safety Framework | Department of Energy",file_download,www.energy.gov/covid/articles/covid-19-workplace-safety-framework,51
"Our Organization and Employees | Department of Energy",file_download,www.energy.gov/fecm/our-organization-and-employees,51
"Venture Global CP2 LNG, LLC - FE Dkt. No. - 21-131-LNG | Department of Energy",file_download,www.energy.gov/fecm/articles/venture-global-cp2-lng-llc-fe-dkt-no-21-131-lng,51
"Organization Chart | Department of Energy",file_download,www.energy.gov/organization-chart,50
"PF 2024-11 Acquisition Guide, Chapter 7.1, Acquisition Planning and Acquisition Letter 2010-05 Contract Periods of Performance Exceeding 5 Years | Department of Energy",file_download,www.energy.gov/management/pf-2024-11-acquisition-guide-chapter-71-acquisition-planning-and-acquisition-letter-2010,50
"Build America, Buy America | Department of Energy",file_download,www.energy.gov/management/build-america-buy-america,48
