domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
www.energy.gov,2770145,2071070,4030142,1.4548487534046051,180.78495607475091,0.51025884926601317
www.osti.gov,667814,555820,918289,1.3750670096763471,85.431333875332058,0.70235874060741466
www.bpa.gov,25327,13504,63033,2.4887669285742486,268.2274258561614,0.36751293086429504
search.usa.gov,25241,19407,45320,1.7954914623033953,185.41826661273333,0.39645814349669189
daac.ornl.gov,17942,10736,32469,1.8096644744175676,259.62894680804811,0.46421803589343441
energy.gov,5443,5505,5505,1.0113907771449568,0.55110435384898027,0.99559066691162956
cms.doe.gov,3505,587,32639,9.3121255349500718,1270.222325221969,0.19828815977175462
epa-prgs.ornl.gov,2801,1402,6725,2.4009282399143164,442.824506884327,0.34630489111031776
epa-visl.ornl.gov,2283,978,6275,2.7485764345159875,504.00175777266753,0.35173017958826108
daymet.ornl.gov,1237,820,2279,1.8423605497170574,222.10893234599843,0.37105901374292644
stage.energy.gov,734,721,768,1.0463215258855585,8.8510762029972749,0.9659400544959128
webmap.ornl.gov,616,360,785,1.2743506493506493,217.38014507954543,0.36525974025974028
science.energy.gov,198,198,198,1,0,1
airmoss.ornl.gov,155,143,221,1.4258064516129032,95.135853619354833,0.32258064516129031
dev.cms.doe.gov,151,49,851,5.6357615894039732,784.85698200000024,0.11258278145695365
www.nsf.gov,130,93,153,1.176923076923077,111.68958656153846,0.5461538461538461
epa-bprg.ornl.gov,120,80,285,2.375,252.46971382499999,0.35833333333333334
epa-sprg.ornl.gov,113,106,180,1.5929203539823009,81.840068761061929,0.19469026548672566
stage.cms.doe.gov,99,52,445,4.4949494949494948,537.26566595959594,0.15151515151515152
train.cms.doe.gov,90,24,510,5.666666666666667,834.18917331111118,0.13333333333333333
