domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
www.energy.gov,/,322505,187429,175283,1.720678230156486,82.5284119514803,0.79797149854078075
www.energy.gov,/newsroom,81628,36550,34118,2.2333242134062927,63.395788719616959,0.74388508891928862
www.osti.gov,/,59688,11537,8785,5.1736153246077841,327.80557844994365,0.40504463898760512
www.energy.gov,/applicant-portal,49151,12490,10091,3.9352281825460369,441.49939609927941,0.25668534827862288
www.energy.gov,/scep/home-energy-rebates-programs,37142,13640,11966,2.7230205278592376,275.23027967052786,0.2347507331378299
www.energy.gov,/eere/solar/how-does-solar-work,35695,23320,19792,1.5306603773584906,295.25497376093483,0.39425385934819895
www.energy.gov,/eere/solar/homeowners-guide-federal-tax-credit-solar-photovoltaics,35537,29266,25336,1.2142759516162098,217.78397024349076,0.42134217180345795
www.energy.gov,/energysaver/update-or-replace-windows,31146,19025,18007,1.6371090670170827,149.59237367726675,0.2682785808147175
www.energy.gov,/eere/wind/how-do-wind-turbines-work,28580,19175,16797,1.4904823989569753,270.03875955238595,0.39269882659713168
www.energy.gov,/eere/solar/homeowners-guide-going-solar,27982,23165,22075,1.2079430174832722,86.937290464796021,0.72648391970645365
www.energy.gov,/eere/office-energy-efficiency-renewable-energy,26665,11884,10973,2.2437731403567822,211.20227441181422,0.52541231908448338
www.energy.gov,/policy/articles/making-our-homes-more-efficient-clean-energy-tax-credits-consumers,26643,19435,16802,1.3708772832518652,209.43277589889374,0.33187548237715464
www.energy.gov,/scep/wap/how-apply-weatherization-assistance,26581,18172,15599,1.4627448822364078,173.53639845663659,0.39131631080783624
www.energy.gov,/energysaver/heat-pump-systems,26502,19760,17518,1.3411943319838058,192.35793190941297,0.39797570850202429
www.energy.gov,/scep/wap/weatherization-assistance-program,26299,10844,9801,2.4252120988565107,216.1977056452416,0.27748063445223164
www.energy.gov,/eere/wind/advantages-and-challenges-wind-energy,24940,17691,15174,1.4097563732971568,322.595136748064,0.3554349669323385
www.energy.gov,/eere/renewable-energy,23926,13672,11818,1.75,287.37859594521649,0.37119660620245759
www.bpa.gov,/,22433,6050,4434,3.7079338842975207,306.52913580661158,0.20743801652892563
www.energy.gov,/careers/jobs,21799,7142,6722,3.0522262671520584,218.74571480705686,0.24894987398487819
www.energy.gov,/energysaver/heat-pump-water-heaters,20898,15500,13992,1.3482580645161291,179.27466057077419,0.34929032258064519
