domain,visits
www.energy.gov,574175
www.osti.gov,137316
www.bpa.gov,5502
search.usa.gov,4772
daac.ornl.gov,3391
cms.doe.gov,710
epa-prgs.ornl.gov,514
epa-visl.ornl.gov,489
daymet.ornl.gov,239
webmap.ornl.gov,104
dev.cms.doe.gov,43
stage.energy.gov,36
www.epa.gov,30
epa-bprg.ornl.gov,24
www.test.bpa.gov,21
airmoss.ornl.gov,18
epa-sprg.ornl.gov,18
www.cdc.gov,13
carve.ornl.gov,12
epa-bdcc.ornl.gov,12
