source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
google,Organic Search,1720337,2463379,1219436,1.4319165372831022,206.55369244406589,0.41124849375442135
(direct),Direct,1516603,2142263,1309487,1.4125403945528263,100.83822252800766,0.70661010165481675
bing,Organic Search,155314,290237,82756,1.8687111271359955,292.46280853656464,0.38460795549660687
govdelivery,Email,71966,138762,48659,1.9281605202456715,186.32292362575382,0.46571992329711254
duckduckgo,Organic Search,22740,35409,17595,1.5571240105540898,184.85683736939313,0.36319261213720316
yahoo,Organic Search,19209,31316,14058,1.630277474100682,229.66842158243529,0.34530688739653287
(not set),Unassigned,10784,18817,10478,1.7448998516320475,259.65358561489245,0.98766691394658757
linkedin,Organic Social,6123,7363,4672,1.2025151069737057,110.29920128793076,0.68544830965213133
baidu,Organic Search,1516,5208,1073,3.4353562005277043,290.67340274868076,0.51451187335092352
ecosia.org,Organic Search,3243,5038,2016,1.55349984582177,232.05912876564909,0.42275670675300647
newsletter,Email,1090,1239,1032,1.1366972477064221,44.384697980733947,0.67431192660550454
(not set),Email,722,965,355,1.3365650969529086,196.50226541412741,0.47922437673130192
hs_email,Email,570,725,425,1.2719298245614035,175.23391393333333,0.59473684210526312
aol,Organic Search,317,692,275,2.1829652996845428,225.31869348264985,0.21451104100946372
NREL,Unassigned,458,690,275,1.5065502183406114,348.53518908951963,0.52838427947598254
substack,Email,634,682,538,1.0757097791798107,67.96686446056782,0.7697160883280757
twitter,Organic Social,426,655,221,1.5375586854460095,275.78386676525821,0.55164319248826288
Energy Communities,Email,451,553,259,1.2261640798226163,291.03115296008866,0.59866962305986693
2113,Email,275,501,273,1.8218181818181818,82.17133544,0.25090909090909091
naver,Organic Search,109,457,84,4.192660550458716,329.42356934862386,0.34862385321100919
