date,page_title,event_label,file_name,page,total_events
2024-01-04,"National Definition for a Zero Emissions Building | Department of Energy",file_download,/sites/default/files/2024-01/bto-national-definition-zero-emissions-building-122023.pdf,www.energy.gov/eere/buildings/national-definition-zero-emissions-building,162
2024-01-04,"GREET | Department of Energy",file_download,/sites/default/files/2023-12/45vh2-greet2023.zip,www.energy.gov/eere/greet,160
2024-01-04,"Clean Hydrogen Production Tax Credit (45V) Resources | Department of Energy",file_download,/sites/default/files/2023-12/assessing_lifecycle_greenhouse_gas_emissions_associated_with_electricity_use_for_the_section_45v_clean_hydrogen_production_tax_credit.pdf,www.energy.gov/articles/clean-hydrogen-production-tax-credit-45v-resources,116
2024-01-04,"GREET | Department of Energy",file_download,/sites/default/files/2023-12/greet-manual_2023-12-20.pdf,www.energy.gov/eere/greet,109
2024-01-04,"Home Energy Rebates Programs Guidance | Department of Energy",file_download,/sites/default/files/2023-10/home-energy-rebate-programs-requirements-and-application-instructions_10-13-2023.pdf,www.energy.gov/scep/home-energy-rebates-programs-guidance,87
2024-01-04,"Making Our Homes More Efficient: Clean Energy Tax Credits for Consumers | Department of Energy",file_download,/sites/default/files/2023-02/tax%20credit%20table.pdf,www.energy.gov/policy/articles/making-our-homes-more-efficient-clean-energy-tax-credits-consumers,83
2024-01-04,"National Transmission Needs Study | Department of Energy",file_download,/sites/default/files/2023-12/national%20transmission%20needs%20study%20-%20final_2023.12.1.pdf,www.energy.gov/gdo/national-transmission-needs-study,76
2024-01-04,"Energy Auditor Training Grant Program | Department of Energy",file_download,/sites/default/files/2023-08/eat-fact-sheet_082023.pdf,www.energy.gov/scep/energy-auditor-training-grant-program,45
2024-01-04,"Document Center for LNG Contracts | Department of Energy",file_download,/sites/default/files/2024-01/delfin%20gunvor%20doe%20filing%20spa%201.pdf,www.energy.gov/fecm/articles/document-center-lng-contracts,42
2024-01-04,"PF 2024-15 Federal Acquisition Circular (FAC) 2024-02 | Department of Energy",file_download,/sites/default/files/2024-01/federal%20register%2012-22-2023.pdf,www.energy.gov/management/pf-2024-15-federal-acquisition-circular-fac-2024-02,42
2024-01-04,Implementation Manual - Bonneville Power Administration,file_download,/-/media/aep/energy-efficiency/document-library/24-25-rp-im.pdf,www.bpa.gov/energy-and-services/efficiency/implementation-manual,39
2024-01-04,"DOE Qualified List of Energy Service Companies | Department of Energy",file_download,/sites/default/files/2023-12/doe-ql_1223.pdf,www.energy.gov/femp/articles/doe-qualified-list-energy-service-companies,37
2024-01-04,"PF 2024-15 Federal Acquisition Circular (FAC) 2024-02 | Department of Energy",file_download,/sites/default/files/2024-01/attachment%20flash%20fac2024-02%20.pdf,www.energy.gov/management/pf-2024-15-federal-acquisition-circular-fac-2024-02,37
2024-01-04,"Offshore Wind Market Report: 2023 Edition | Department of Energy",file_download,/sites/default/files/2023-09/doe-offshore-wind-market-report-2023-edition.pdf,www.energy.gov/eere/wind/articles/offshore-wind-market-report-2023-edition,36
