date,browser,os,visits
2024-01-04,Chrome,Windows,59580
2024-01-04,Edge,Windows,22975
2024-01-04,Safari,iOS,15262
2024-01-04,Chrome,Android,13775
2024-01-04,Chrome,Macintosh,8500
2024-01-04,Chrome,Linux,6520
2024-01-04,Safari,Macintosh,6441
2024-01-04,Chrome,Chrome OS,5259
2024-01-04,Firefox,Windows,2910
2024-01-04,Chrome,iOS,2756
2024-01-04,Safari (in-app),iOS,1092
2024-01-04,Samsung Internet,Android,813
2024-01-04,Firefox,Macintosh,700
2024-01-04,Android Webview,Android,536
2024-01-04,(not set),(not set),381
2024-01-04,Opera,Windows,296
2024-01-04,Firefox,Linux,277
2024-01-04,Firefox,Android,175
2024-01-04,Edge,Android,146
2024-01-04,Edge,Macintosh,115
2024-01-04,Internet Explorer,Windows,104
2024-01-03,Chrome,Windows,54142
2024-01-03,Edge,Windows,20620
2024-01-03,Safari,iOS,15309
2024-01-03,Chrome,Android,13677
2024-01-03,Chrome,Macintosh,7899
2024-01-03,Safari,Macintosh,6347
2024-01-03,Chrome,Linux,5874
2024-01-03,Chrome,Chrome OS,4191
2024-01-03,Firefox,Windows,2920
2024-01-03,Chrome,iOS,2719
2024-01-03,Safari (in-app),iOS,884
2024-01-03,Samsung Internet,Android,825
2024-01-03,Firefox,Macintosh,719
2024-01-03,Android Webview,Android,403
2024-01-03,(not set),(not set),347
2024-01-03,Opera,Windows,307
2024-01-03,Firefox,Linux,264
2024-01-03,Firefox,Android,196
2024-01-03,Edge,Android,138
2024-01-02,Chrome,Windows,49896
2024-01-02,Edge,Windows,18836
2024-01-02,Safari,iOS,14250
2024-01-02,Chrome,Android,13230
2024-01-02,Chrome,Macintosh,7131
2024-01-02,Chrome,Linux,6109
2024-01-02,Safari,Macintosh,5794
2024-01-02,Chrome,Chrome OS,2734
2024-01-02,Firefox,Windows,2562
2024-01-02,Chrome,iOS,2558
2024-01-02,(not set),(not set),1489
2024-01-02,Safari (in-app),iOS,923
2024-01-02,Samsung Internet,Android,800
2024-01-02,Firefox,Macintosh,673
2024-01-02,Android Webview,Android,441
2024-01-02,Opera,Windows,267
2024-01-02,Firefox,Linux,247
