date,browser,os_version,visits
2024-01-04,Chrome,10,44148
2024-01-04,Edge,10,16060
2024-01-04,Chrome,11,14225
2024-01-04,Edge,11,6720
2024-01-04,Firefox,10,2773
2024-01-04,Chrome,7,824
2024-01-04,Opera,10,285
2024-01-04,Chrome,8.1,163
2024-01-04,Firefox,7,110
2024-01-03,Chrome,10,39645
2024-01-03,Edge,10,14718
2024-01-03,Chrome,11,14310
2024-01-03,Edge,11,6329
2024-01-03,Firefox,10,2677
2024-01-03,Chrome,7,896
2024-01-03,Opera,10,300
2024-01-03,Chrome,8.1,201
2024-01-03,Firefox,7,139
2024-01-02,Chrome,10,36124
2024-01-02,Edge,10,12824
2024-01-02,Chrome,11,12627
2024-01-02,Edge,11,5964
2024-01-02,Firefox,10,2399
2024-01-02,Chrome,7,820
2024-01-02,Opera,10,259
2024-01-02,Chrome,8.1,215
2024-01-02,Firefox,7,137
2024-01-01,Chrome,10,17799
2024-01-01,Chrome,11,5247
2024-01-01,Edge,10,2270
2024-01-01,Edge,11,2027
2024-01-01,Firefox,10,891
2024-01-01,Chrome,7,418
2024-01-01,Opera,10,184
2024-01-01,Firefox,7,127
2024-01-01,Chrome,8.1,109
2023-12-31,Chrome,10,16823
2023-12-31,Chrome,11,3841
2023-12-31,Edge,11,1523
2023-12-31,Edge,10,1463
2023-12-31,Firefox,10,723
2023-12-31,Chrome,7,317
2023-12-31,Opera,10,129
2023-12-31,Chrome,8.1,114
2023-12-31,Firefox,7,102
2023-12-30,Chrome,10,30328
2023-12-30,Chrome,11,4779
2023-12-30,Edge,10,1840
2023-12-30,Edge,11,1697
2023-12-30,Firefox,10,892
2023-12-30,Chrome,7,545
2023-12-30,Opera,10,162
2023-12-30,Firefox,7,115
2023-12-30,Chrome,8.1,113
2023-12-29,Chrome,10,22923
2023-12-29,Chrome,11,6983
2023-12-29,Edge,10,4780
2023-12-29,Edge,11,2951
2023-12-29,Firefox,10,1271
2023-12-29,Chrome,7,639
2023-12-29,Opera,10,173
2023-12-29,Chrome,8.1,152
2023-12-29,Firefox,7,105
2023-12-28,Chrome,10,25111
2023-12-28,Chrome,11,8166
2023-12-28,Edge,10,7004
2023-12-28,Edge,11,3586
2023-12-28,Firefox,10,1547
2023-12-28,Chrome,7,644
2023-12-28,Opera,10,216
2023-12-28,Chrome,8.1,166
2023-12-28,Firefox,7,118
2023-12-27,Chrome,10,24905
2023-12-27,Chrome,11,8723
2023-12-27,Edge,10,7144
2023-12-27,Edge,11,3781
2023-12-27,Firefox,10,1556
2023-12-27,Chrome,7,756
2023-12-27,Opera,10,225
2023-12-27,Chrome,8.1,159
2023-12-27,Firefox,7,117
2023-12-26,Chrome,10,21499
2023-12-26,Chrome,11,7106
2023-12-26,Edge,10,5660
2023-12-26,Edge,11,3234
2023-12-26,Firefox,10,1362
2023-12-26,Chrome,7,683
2023-12-26,Opera,10,213
2023-12-26,Chrome,8.1,169
2023-12-26,Firefox,7,122
2023-12-25,Chrome,10,12798
2023-12-25,Chrome,11,4217
2023-12-25,Edge,10,2288
2023-12-25,Edge,11,1861
2023-12-25,Firefox,10,762
2023-12-25,Chrome,7,493
2023-12-25,Opera,10,152
2023-12-25,Chrome,8.1,148
2023-12-24,Chrome,10,14239
2023-12-24,Chrome,11,3677
2023-12-24,Edge,10,1792
2023-12-24,Edge,11,1583
2023-12-24,Firefox,10,677
2023-12-24,Chrome,7,440
2023-12-24,Opera,10,157
2023-12-24,Chrome,8.1,126
2023-12-24,Firefox,7,107
2023-12-23,Chrome,10,27943
2023-12-23,Chrome,11,4102
2023-12-23,Edge,10,1681
2023-12-23,Edge,11,1560
2023-12-23,Chrome,7,1361
2023-12-23,Firefox,10,742
2023-12-23,Opera,10,134
2023-12-23,Chrome,8.1,112
2023-12-23,Firefox,7,106
2023-12-22,Chrome,10,30138
2023-12-22,Chrome,11,8107
2023-12-22,Edge,10,6689
2023-12-22,Edge,11,3479
2023-12-22,Firefox,10,1514
2023-12-22,Chrome,7,1111
2023-12-22,Opera,10,194
2023-12-22,Chrome,8.1,152
2023-12-22,Firefox,7,122
2023-12-21,Chrome,10,32961
2023-12-21,Chrome,11,11566
