date,browser,os_version,visits
2024-01-04,Chrome,10,56421
2024-01-04,Chrome,11,9718
2024-01-04,Edge,10,4028
2024-01-04,Firefox,10,3640
2024-01-04,Edge,11,2327
2024-01-04,Chrome,7,592
2024-01-04,Chrome,8.1,202
2024-01-04,Opera,10,117
2024-01-04,Firefox,7,41
2024-01-04,Chrome,8,27
2024-01-04,Edge,7,17
2024-01-04,Firefox,8.1,11
2024-01-04,Internet Explorer,10,10
2024-01-04,Whale Browser,10,7
2024-01-04,Edge,8.1,4
2024-01-04,(not set),10,3
2024-01-04,Firefox,XP,3
2024-01-04,Mozilla,8,3
2024-01-04,Chrome,NT,2
2024-01-04,Chrome,XP,2
2024-01-04,Firefox,8,2
2024-01-04,Safari,8,2
2024-01-04,YaBrowser,10,2
2024-01-04,Chrome,Server 2003,1
2024-01-04,Safari,7,1
2024-01-04,YaBrowser,8.1,1
2024-01-03,Chrome,10,17449
2024-01-03,Chrome,11,8985
2024-01-03,Edge,10,3479
2024-01-03,Firefox,10,3463
2024-01-03,Edge,11,2276
2024-01-03,Chrome,7,532
2024-01-03,Chrome,8.1,179
2024-01-03,Chrome,NT,67
2024-01-03,Opera,10,62
2024-01-03,Firefox,7,36
2024-01-03,Edge,7,15
2024-01-03,Chrome,8,12
2024-01-03,Firefox,8.1,8
2024-01-03,Whale Browser,10,7
2024-01-03,Mozilla,8,4
2024-01-03,YaBrowser,10,4
2024-01-03,Firefox,XP,3
2024-01-03,Internet Explorer,7,2
2024-01-03,Safari,8,2
2024-01-03,Chrome,XP,1
2024-01-03,Edge,8,1
2024-01-03,Firefox,8,1
2024-01-03,Firefox,NT,1
2024-01-03,Internet Explorer,10,1
2024-01-03,Opera,7,1
2024-01-03,Opera,XP,1
2024-01-03,Safari,7,1
2024-01-02,Chrome,10,15777
2024-01-02,Chrome,11,8277
2024-01-02,Edge,10,3087
2024-01-02,Firefox,10,2793
2024-01-02,Edge,11,2162
2024-01-02,Chrome,7,785
2024-01-02,Chrome,8.1,189
2024-01-02,Opera,10,70
2024-01-02,Firefox,7,36
2024-01-02,Chrome,8,22
2024-01-02,Whale Browser,10,13
2024-01-02,Edge,7,10
2024-01-02,Firefox,8.1,7
2024-01-02,Mozilla,8,6
2024-01-02,Firefox,NT,4
2024-01-02,YaBrowser,10,4
2024-01-02,Chrome,NT,3
2024-01-02,(not set),10,2
2024-01-02,Firefox,XP,2
2024-01-02,Opera,7,2
2024-01-02,Chrome,2000,1
2024-01-02,Chrome,XP,1
2024-01-02,Coc Coc,10,1
2024-01-02,Edge,8,1
2024-01-02,Firefox,8,1
2024-01-02,Mozilla Compatible Agent,XP,1
2024-01-02,Opera,8.1,1
2024-01-02,Safari,8,1
2024-01-02,SeaMonkey,Server 2003,1
2024-01-02,Waterfox,10,1
2024-01-02,YaBrowser,8.1,1
2024-01-01,Chrome,10,4505
2024-01-01,Chrome,11,3286
2024-01-01,Edge,11,831
2024-01-01,Edge,10,718
2024-01-01,Firefox,10,634
2024-01-01,Chrome,7,301
2024-01-01,Chrome,8.1,157
2024-01-01,Opera,10,62
2024-01-01,Firefox,7,28
2024-01-01,Chrome,8,19
2024-01-01,Edge,7,10
2024-01-01,Firefox,8.1,8
2024-01-01,Chrome,NT,6
2024-01-01,Firefox,NT,6
2024-01-01,Mozilla,8,4
2024-01-01,Whale Browser,10,4
2024-01-01,Firefox,XP,2
2024-01-01,YaBrowser,8.1,2
2024-01-01,(not set),10,1
2024-01-01,Chrome,Server 2003,1
2024-01-01,Chrome,XP,1
2024-01-01,Edge,8.1,1
2024-01-01,Firefox,8,1
2024-01-01,Firefox,Vista,1
2024-01-01,Internet Explorer,7,1
2024-01-01,Internet Explorer,Vista,1
2024-01-01,Opera,7,1
2024-01-01,YaBrowser,10,1
2023-12-31,Chrome,10,3741
2023-12-31,Chrome,11,2326
2023-12-31,Firefox,10,646
2023-12-31,Edge,11,627
2023-12-31,Edge,10,496
2023-12-31,Chrome,7,396
2023-12-31,Chrome,8.1,124
2023-12-31,Opera,10,31
2023-12-31,Firefox,7,27
2023-12-31,Chrome,8,15
2023-12-31,Chrome,NT,6
2023-12-31,Chrome,XP,6
2023-12-31,Firefox,8.1,6
2023-12-31,Whale Browser,10,6
2023-12-31,Mozilla,8,4
2023-12-31,Coc Coc,10,2
2023-12-31,Edge,7,2
2023-12-31,Firefox,8,2
2023-12-31,Firefox,NT,1
2023-12-31,Firefox,Vista,1
2023-12-31,Firefox,XP,1
2023-12-31,Internet Explorer,3.1,1
2023-12-31,YaBrowser,10,1
2023-12-30,Chrome,10,9664
2023-12-30,Chrome,11,3086
2023-12-30,Edge,11,779
2023-12-30,Firefox,10,617
2023-12-30,Edge,10,535
2023-12-30,Chrome,7,348
2023-12-30,Chrome,8.1,112
2023-12-30,Opera,10,49
2023-12-30,Firefox,7,20
2023-12-30,Chrome,8,13
2023-12-30,Mozilla,8,11
2023-12-30,Chrome,XP,4
2023-12-30,Chrome,NT,2
2023-12-30,Edge,7,2
2023-12-30,Firefox,NT,2
2023-12-30,Firefox,XP,2
2023-12-30,Whale Browser,10,2
2023-12-30,Chrome,Vista,1
