date,visits
2024-01-04,115184
2024-01-03,75772
2024-01-02,66290
2024-01-01,32225
2023-12-31,26918
2023-12-30,36583
2023-12-29,53224
2023-12-28,56083
2023-12-27,50301
2023-12-26,38612
2023-12-25,23967
2023-12-24,23574
2023-12-23,27185
2023-12-22,78952
2023-12-21,66308
2023-12-20,79854
2023-12-19,77364
2023-12-18,92327
2023-12-17,36988
2023-12-16,39674
2023-12-15,143030
2023-12-14,86440
2023-12-13,81588
2023-12-12,95197
2023-12-11,96251
2023-12-10,36443
2023-12-09,37789
2023-12-08,104148
2023-12-07,102511
2023-12-06,106754
2023-12-05,94828
2023-12-04,87840
2023-12-03,42704
2023-12-02,33139
2023-12-01,80710
2023-11-30,89036
2023-11-29,93542
2023-11-28,89745
2023-11-27,80009
2023-11-26,37741
2023-11-25,31849
2023-11-24,35309
2023-11-23,33686
2023-11-22,53470
2023-11-21,69808
2023-11-20,72018
2023-11-19,34600
2023-11-18,33120
2023-11-17,81718
2023-11-16,82952
2023-11-15,92712
2023-11-14,93897
2023-11-13,91352
2023-11-12,42786
2023-11-11,34727
2023-11-10,64502
2023-11-09,91411
2023-11-08,95753
2023-11-07,96177
2023-11-06,88701
2023-11-05,40207
2023-11-04,34238
2023-11-03,75300
2023-11-02,86409
2023-11-01,86483
2023-10-31,83678
2023-10-30,86338
2023-10-29,39440
2023-10-28,33238
2023-10-27,87902
2023-10-26,96060
2023-10-25,94752
2023-10-24,91452
2023-10-23,88917
2023-10-22,39699
2023-10-21,35072
2023-10-20,77591
2023-10-19,85194
2023-10-18,91424
2023-10-17,92810
2023-10-16,95976
2023-10-15,46561
2023-10-14,39859
2023-10-13,81825
2023-10-12,83696
2023-10-11,82552
2023-10-10,80043
2023-10-09,71491
2023-10-08,39337
2023-10-07,37474
