exit_page,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
research.gov/research-web/,271722,532993,68270,1.9615378953489229,154.77393438882387,271722
nsf.gov/,165047,202006,148163,1.2239301532290803,33.83544081382879,165047
nsf.gov/awardsearch/showaward,148358,364443,104743,2.4565106027312313,134.17213092654256,148358
seedfund.nsf.gov/next/,72886,80801,66561,1.1085942430645117,14.818401339077463,72886
new.nsf.gov/,65894,67132,65307,1.0187877500227638,3.120587610404589,65894
nsf.gov/crssprgm/reu/list_result.jsp,59886,250597,38447,4.184567344621447,284.9647329926861,59886
nsf.gov/publications/pub_summ.jsp,59625,99841,38085,1.674482180293501,103.63085953878407,59625
nsf.gov/news/news_summ.jsp,51166,61457,47990,1.2011296564124614,33.29111128483759,51166
research.gov/gapps-web/gapps/searchresults,39243,126749,11489,3.229849909538007,205.40063195983998,39243
new.nsf.gov/policies/pappg/23-1/ch-2-proposal-preparation,36917,77410,20709,2.0968659425197065,219.58311888831705,36917
meetings.nsf.gov/servlet/panelist.login,32459,104589,6443,3.222187991004036,304.4068209125358,32459
search.nsf.gov/search,28625,42836,17233,1.4964541484716156,47.55063755458515,28625
nsf.gov/awardsearch/advancedsearchresult,25268,74078,17370,2.931692258983695,126.54729301883806,25268
(not set),23838,0,15460,0.0,21.428853091702322,0
new.nsf.gov/funding/senior-personnel-documents,22390,37685,15475,1.6831174631531933,199.23363108530594,22390
new.nsf.gov/funding/opportunities,20511,57426,16142,2.799765979230657,128.05099702598605,20511
nsf.gov/news/mmg/mmg_disp.jsp,18301,33497,15515,1.8303371400469919,91.57483197639473,18301
research.gov/rppr-web/rppr,17513,275478,8120,15.729914920344887,957.7746245646091,17513
nsf.gov/staff/staff_bio.jsp,17283,30778,14033,1.7808250882369958,87.4212231672742,17283
usap.gov/jobsandopportunities/,15738,24944,13701,1.5849536154530437,117.40068623713306,15738
