page_title,event_label,page,total_events
"Report Table of Contents - S&E Indicators 2018 | NSF - National Science Foundation",https://www.nsf.gov/statistics/2018/nsb20181/assets/nsb20181.pdf,nsf.gov/statistics/2018/nsb20181/report,3
Research.gov - About Project Reports,https://www.research.gov/common/attachment/Desktop/RPPR_FAQ.pdf,research.gov/research-web/content/aboutprojectreports,3
Support Documents - All Documents,https://extsharepoint.nsf.gov/grfp/Support%20Documents/Application%20Flagging%20Guide.pdf,extsharepoint.nsf.gov/grfp/support documents/forms/allitems.aspx,3
"The Pacific Islands: The front line in the battle against climate change | NSF - National Science Foundation",https://pacinst.org/wp-content/uploads/2013/02/worlds_water_2002_chapter53.pdf,new.nsf.gov/science-matters/pacific-islands-front-line-battle-against-climate,3
The USAP Portal: Science and Support in Antarctica - Jobs and Opportunities,https://www.usap.gov/usapgov/jobsAndOpportunities/images/jobsopps2.jpg,usap.gov/jobsandopportunities/,3
The USAP Portal: Science and Support in Antarctica - Peninsula Extreme Cold Weather Gear,https://www.usap.gov/travelAndDeployment/images/ecwGear/snowBoots.jpg,usap.gov/travelanddeployment/1860/,3
"nsf20590 Louis Stokes Alliances for Minority Participation (LSAMP) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2020/nsf20590/nsf20590.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf20590,3
"nsf21551 Cyber-Physical Systems (CPS) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2021/nsf21551/nsf21551.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf21551,3
"nsf21623 Human-Environment and Geographical Sciences Program (HEGS) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2021/nsf21623/nsf21623.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf21623,3
"nsf22604 Launching Early-Career Academic Pathways in the Mathematical and Physical Sciences (LEAPS-MPS) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2022/nsf22604/nsf22604.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf22604,3
"nsf23502 Cultural Anthropology Program - Doctoral Dissertation Research Improvement Grants (CA-DDRIG) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2023/nsf23502/nsf23502.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf23502,3
"nsf23614 Smart Health and Biomedical Research in the Era of Artificial Intelligence and Advanced Data Science (SCH) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2023/nsf23614/nsf23614.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf23614,3
"nsf23615 Division of Physics: Investigator-Initiated Research Projects (PHY) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2023/nsf23615/nsf23615.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf23615,3
"nsf23618 Decision, Risk and Management Sciences - Doctoral Dissertation Research Improvement Grants (DRMS-DDRIG) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2023/nsf23618/nsf23618.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf23618,3
"nsf23619 Accelerating Research through International Network-to-Network Collaborations (AccelNet) | NSF - National Science Foundation",https://www.nsf.gov/pubs/2023/nsf23619/nsf23619.pdf,nsf.gov/publications/pub_summ.jsp?ods_key=nsf23619,3
puzzle - National Science Foundation Search Results,https://www.nsf.gov/news/classroom/images/PlateTect.pdf,search.nsf.gov/search,3
2024 Panels - Reviewer Support - All Documents,https://extsharepoint.nsf.gov/grfp/Support%20Documents/2024%20Panels%20-%20Reviewer%20Support/Travel_And_Reimbursement_2024.docx,extsharepoint.nsf.gov/grfp/support documents/forms/allitems.aspx,2
