domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
www.research.gov,/research-web/,855465,205691,58032,4.15898119023195,341.18804718300748,0.27402268451220518
www.nsf.gov,/,275428,176217,165593,1.5630047044269282,60.265650589296158,0.71641782574893453
www.nsf.gov,/awardsearch/showAward,179024,95770,74103,1.8693118930771639,206.95758062378616,0.40184817792628169
www.nsf.gov,/news/mmg/mmg_disp.jsp,162842,149647,145562,1.0881741698797838,18.62983015252561,0.75747592668078878
new.nsf.gov,/,124339,84063,77724,1.479116852836563,61.2852034363632,0.79490382213339994
www.research.gov,/rppr-web/rppr,120436,6572,3373,18.325623858794888,1515.3905750488436,0.10894704808277542
www.nsf.gov,/crssprgm/reu/,113396,23857,20245,4.7531542105042544,402.02060041270903,0.24994760447667352
seedfund.nsf.gov,/next/,97017,69093,63305,1.4041509270114194,71.578942439885367,0.58707828578871957
www.nsf.gov,/crssprgm/reu/list_result.jsp,93653,30329,18584,3.087902667414026,405.62819431042891,0.43483134953344982
www.nsf.gov,/awardsearch/,75558,11601,8094,6.5130592190328418,467.32318452245494,0.080337901905008183
www.nsf.gov,/news/special_reports/apps/,72926,49471,49155,1.4741161488548846,8.9020428142952444,0.44015685957429607
www.nsf.gov,/crssprgm/reu/reu_search.jsp,68376,16018,13199,4.2686977150705454,403.08525869665374,0.28386814833312524
extsharepoint.nsf.gov,/grfp/SitePages/Home.aspx,60531,6154,2676,9.8360415989600263,1128.8605459120897,0.035099122521936948
www.nsf.gov,/publications/pub_summ.jsp,46675,23457,18820,1.9898111437950292,192.38799249435138,0.42652513109093232
www.nsf.gov,/news/news_summ.jsp,40165,34199,30544,1.1744495453083423,113.79492304941665,0.55355419749115475
new.nsf.gov,/funding/opportunities,37947,8852,7227,4.2868278355173972,290.88162453490736,0.328626299141437
meetings.nsf.gov,/jsp/homepage/panelreview.jsp,35687,11564,5751,3.0860428917329643,348.78348296376686,0.15574195780006919
web.acpt.research.gov,/research-web/,35439,6157,4945,5.7558876076011041,182.42942767873961,0.21877537761897028
www.nsf.gov,/vpv404/geo/outreach/lightning-talks/AGU22LightningTalks Schedule.pdf,33226,32433,32583,1.024450405451238,6.3407698462676905,0.82338975734591313
www.research.gov,/gapps-web/gapps/searchResults,32589,11913,3110,2.7355829765802064,372.23014910266096,0.33157055317720135
