date,os,visits
2024-01-04,iOS,988942
2024-01-04,Windows,975558
2024-01-04,Android,426196
2024-01-04,Macintosh,306841
2024-01-04,Linux,54665
2024-01-04,Chrome OS,22916
2024-01-04,(not set),14642
2024-01-03,iOS,1032531
2024-01-03,Windows,994119
2024-01-03,Android,438566
2024-01-03,Macintosh,321113
2024-01-03,Linux,56800
2024-01-03,Chrome OS,20815
2024-01-03,(not set),14344
2024-01-02,iOS,1003123
2024-01-02,Windows,942734
2024-01-02,Android,443532
2024-01-02,Macintosh,341941
2024-01-02,Linux,55604
2024-01-02,Chrome OS,18345
2024-01-02,(not set),14315
2024-01-01,iOS,694790
2024-01-01,Android,302551
2024-01-01,Windows,281182
2024-01-01,Macintosh,170804
2024-01-01,Linux,49543
2024-01-01,(not set),13512
2024-01-01,Chrome OS,8575
2023-12-31,iOS,555536
2023-12-31,Android,234983
2023-12-31,Windows,202340
2023-12-31,Macintosh,119947
2023-12-31,Linux,47309
2023-12-31,(not set),13677
2023-12-31,Chrome OS,6329
2023-12-30,iOS,705803
2023-12-30,Android,307103
2023-12-30,Windows,254939
2023-12-30,Macintosh,155868
2023-12-30,Linux,50621
2023-12-30,(not set),13533
2023-12-30,Chrome OS,8074
2023-12-29,iOS,861793
2023-12-29,Windows,534329
2023-12-29,Android,362827
2023-12-29,Macintosh,205372
2023-12-29,Linux,51461
2023-12-29,(not set),14019
2023-12-29,Chrome OS,10721
2023-12-28,iOS,949981
2023-12-28,Windows,646485
2023-12-28,Android,425078
2023-12-28,Macintosh,231738
2023-12-28,Linux,52778
2023-12-28,(not set),14781
2023-12-28,Chrome OS,12502
2023-12-27,iOS,1067854
2023-12-27,Windows,670510
2023-12-27,Android,424509
2023-12-27,Macintosh,244033
2023-12-27,Linux,53270
2023-12-27,(not set),13874
2023-12-27,Chrome OS,12033
2023-12-26,iOS,881499
2023-12-26,Windows,551266
2023-12-26,Android,378260
2023-12-26,Macintosh,212742
2023-12-26,Linux,51281
2023-12-26,(not set),14249
2023-12-26,Chrome OS,10987
2023-12-25,iOS,614421
2023-12-25,Android,267504
2023-12-25,Windows,215386
2023-12-25,Macintosh,118133
2023-12-25,Linux,47545
2023-12-25,(not set),13246
2023-12-25,Chrome OS,5882
2023-12-24,iOS,526245
2023-12-24,Android,235321
2023-12-24,Windows,173848
2023-12-24,Macintosh,99874
2023-12-24,Linux,46678
2023-12-24,(not set),13671
2023-12-24,Chrome OS,4931
2023-12-23,iOS,669148
2023-12-23,Android,287802
2023-12-23,Windows,230022
2023-12-23,Macintosh,124490
2023-12-23,Linux,47921
2023-12-23,(not set),13651
2023-12-23,Chrome OS,6538
2023-12-22,iOS,790208
2023-12-22,Windows,555736
2023-12-22,Android,353816
2023-12-22,Macintosh,198478
