domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
esta.cbp.dhs.gov,/,13713871,2371494,1596264,5.7827985227877452,731.68110671035038,0.33136031548045242
egov.uscis.gov,/,11986068,6835474,2395206,1.7535094128073634,179.94973460401093,0.40924740552008537
www.uscis.gov,/,11507765,5308399,2476380,2.167840812267503,214.51738480274778,0.32870946588604211
i94.cbp.dhs.gov,/I94/#/home,9191715,1626085,1134841,5.6526657585550568,558.46198138698742,0.032859290873478324
my.uscis.gov,/,6212321,4846032,1630410,1.2819397395642456,298.37385595104314,0.50987158153309764
esta.cbp.dhs.gov,/esta,5382784,1036981,848259,5.1908222040712415,563.77359748977494,0.23402839589153515
www.tsa.gov,/precheck,2963112,1201431,1083978,2.4663189146942273,207.69772731080218,0.34960809234987278
tsaenrollmentbyidemia.tsa.dhs.gov,/,2681283,981380,683059,2.7321557398765006,294.49942446703557,0.33289449550632783
esta.cbp.dhs.gov,/individualStatusLookup,2448670,612245,317436,3.9994920334179946,466.51158200166816,0.27586832068861322
tsaenrollmentbyidemia.tsa.dhs.gov,/workflows,2248247,1255321,812745,1.7909737828013712,272.35896357095584,0.5412551849287951
tsaenrollmentbyidemia.tsa.dhs.gov,/programs/precheck,2037379,568629,537557,3.5829671015723785,541.10455355735746,0.10606915932884182
www.tsa.gov,/travel/security-screening/whatcanibring/all,1751672,322888,263002,5.425011149376874,304.62176369121011,0.31972077005029609
www.cbp.gov,/travel/trusted-traveler-programs/global-entry,1396880,705858,583213,1.9789801914832728,153.33846199685632,0.34024407175380883
www.uscis.gov,/i-9-central/form-i-9-acceptable-documents,1370595,972804,766724,1.4089107363867748,159.01725838293794,0.44526955070086061
www.tsa.gov,/,1360588,512251,455054,2.6560963277768126,157.54297584609679,0.49646755203991794
esta.cbp.dhs.gov,/applicantInfo,1321068,131419,115277,10.052336420152336,1614.7429193210412,0.044643468600430683
www.evus.gov,/,1165959,157109,109883,7.4213444169334668,1064.2308986317951,0.22567134919068926
esta.cbp.dhs.gov,/faq,929293,180037,155812,5.1616778773252161,701.13929120758417,0.28435266084193805
www.cisa.gov,/,897218,768908,750146,1.1668730199191581,21.066861481259107,0.95000702294682848
egov.uscis.gov,/processing-times/,791617,463273,282836,1.7087484053678932,220.43791046575726,0.409186376067675
