domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
www.uscis.gov,16184411,8467811,33685843,2.081335428271069,232.03822308941307,0.39016526458701523
egov.uscis.gov,9361788,3304284,16560372,1.7689257650354826,195.49038312527131,0.38937999877801122
my.uscis.gov,5898801,2010173,7871247,1.3343733751994684,324.25644974316037,0.49389223335386295
www.tsa.gov,5704006,4419789,12169401,2.1334264024266454,176.26414873230993,0.46160400252033396
esta.cbp.dhs.gov,5036654,2829746,26893025,5.3394590932789905,661.59606216212853,0.32569638494127251
www.cbp.gov,4782679,3518883,8433677,1.7630510013320986,169.10556328479313,0.43953315704440965
tsaenrollmentbyidemia.tsa.dhs.gov,3059511,1786730,7380850,2.4124227695210116,326.65525672214756,0.39518406699632719
i94.cbp.dhs.gov,2830539,1405805,12486013,4.4111715118569288,459.98316983418613,0.25538563503276229
www.dhs.gov,2309171,1977757,3384866,1.4652492171432951,115.18919338224552,0.57053288820966486
www.cisa.gov,1883755,1467095,2866898,1.5212923124291642,129.87188447275577,0.7139649264368243
www.fema.gov,1565996,1058435,2908144,1.8560009093254388,168.47660600100573,0.44722144884150405
www.ice.gov,1136450,779147,2045557,1.7984196401073518,213.64466878613621,0.49053895903911304
help.cbp.gov,1129840,936338,1542092,1.3647091623592722,177.24686091288774,0.40661244069956809
bwt.cbp.gov,964745,463867,2116012,2.193337099440785,243.03884977148073,0.38648451145121249
careers.cbp.gov,901368,768422,1468053,1.6286788525885099,108.27128387101104,0.54560512465496891
www.ready.gov,639105,549623,872935,1.3657192480108902,111.43201158685002,0.663721923627573
msc.fema.gov,596487,276750,1153896,1.9344696531525414,278.14931843913627,0.32136492496902697
www.e-verify.gov,541587,337950,1016032,1.8759035944363509,161.27830048668804,0.53116119847780685
www.mycg.uscg.mil,424588,123278,493764,1.1623809434086692,160.18847587538517,0.51102951567166288
www.disasterassistance.gov,325255,154902,491334,1.5101781678990331,176.89439576388929,0.55581928025702909
