domain,visits
www.uscis.gov,3668001
egov.uscis.gov,2164831
www.tsa.gov,1393710
my.uscis.gov,1342574
esta.cbp.dhs.gov,1218421
www.cbp.gov,1209251
tsaenrollmentbyidemia.tsa.dhs.gov,799365
i94.cbp.dhs.gov,646884
www.dhs.gov,598894
www.fema.gov,424318
www.cisa.gov,358610
help.cbp.gov,275626
bwt.cbp.gov,274698
www.ice.gov,250360
www.ready.gov,156445
msc.fema.gov,132107
careers.cbp.gov,124040
www.e-verify.gov,122112
www.mycg.uscg.mil,87711
www.disasterassistance.gov,64599
