date,browser,os,visits
2024-01-04,Chrome,Windows,832622
2024-01-04,Safari,iOS,498236
2024-01-04,Edge,Windows,364745
2024-01-04,Chrome,Macintosh,240224
2024-01-04,Chrome,Android,231712
2024-01-04,Safari,Macintosh,83743
2024-01-04,Chrome,Linux,70795
2024-01-04,Chrome,iOS,64308
2024-01-04,Firefox,Windows,50506
2024-01-04,Chrome,Chrome OS,26700
2024-01-04,Android Webview,Android,19894
2024-01-04,Samsung Internet,Android,19365
2024-01-04,Safari (in-app),iOS,15227
2024-01-04,Firefox,Macintosh,9341
2024-01-04,Internet Explorer,Windows,5477
2024-01-04,(not set),(not set),3163
2024-01-04,Amazon Silk,Android,2617
2024-01-04,Firefox,Linux,2353
2024-01-04,Firefox,Android,2011
2024-01-04,Opera,Windows,1919
2024-01-04,Edge,Android,1661
2024-01-04,Edge,Macintosh,1243
2024-01-04,Mozilla Compatible Agent,Macintosh,996
2024-01-04,(not set),Android,549
2024-01-04,Samsung Internet,Linux,497
2024-01-04,Mozilla Compatible Agent,(not set),388
2024-01-04,Opera,Android,372
2024-01-04,Opera,Macintosh,189
2024-01-04,Edge,Linux,123
2024-01-04,YaBrowser,Windows,119
2024-01-03,Chrome,Windows,870192
2024-01-03,Safari,iOS,518485
2024-01-03,Edge,Windows,355340
2024-01-03,Chrome,Macintosh,249850
2024-01-03,Chrome,Android,219231
2024-01-03,Safari,Macintosh,85451
2024-01-03,Chrome,Linux,79642
2024-01-03,Chrome,iOS,65802
2024-01-03,Firefox,Windows,51399
2024-01-03,Chrome,Chrome OS,26123
2024-01-03,Android Webview,Android,19031
2024-01-03,Safari (in-app),iOS,18151
2024-01-03,Samsung Internet,Android,17620
2024-01-03,Firefox,Macintosh,9623
2024-01-03,(not set),(not set),3273
2024-01-03,Amazon Silk,Android,2372
2024-01-03,Firefox,Linux,2002
2024-01-03,Opera,Windows,1965
2024-01-03,Firefox,Android,1750
2024-01-03,Edge,Android,1516
2024-01-03,Edge,Macintosh,1320
2024-01-03,Mozilla Compatible Agent,Macintosh,938
2024-01-03,Internet Explorer,Windows,888
2024-01-03,(not set),Android,637
2024-01-03,Samsung Internet,Linux,434
2024-01-03,Opera,Android,355
2024-01-03,Opera,Macintosh,214
2024-01-03,Edge,Linux,156
2024-01-03,YaBrowser,Windows,151
2024-01-02,Chrome,Windows,790160
2024-01-02,Safari,iOS,522063
2024-01-02,Edge,Windows,371083
2024-01-02,Chrome,Macintosh,259809
2024-01-02,Chrome,Android,216518
2024-01-02,Safari,Macintosh,89610
2024-01-02,Chrome,Linux,84037
2024-01-02,Chrome,iOS,67351
2024-01-02,Firefox,Windows,54880
2024-01-02,Chrome,Chrome OS,25682
2024-01-02,Safari (in-app),iOS,21494
2024-01-02,Samsung Internet,Android,18466
2024-01-02,Android Webview,Android,18123
2024-01-02,Firefox,Macintosh,10393
2024-01-02,(not set),(not set),3275
2024-01-02,Amazon Silk,Android,2508
2024-01-02,Opera,Windows,1963
2024-01-02,Firefox,Android,1961
2024-01-02,Firefox,Linux,1588
2024-01-02,Edge,Android,1531
2024-01-02,Edge,Macintosh,1427
2024-01-02,Mozilla Compatible Agent,Macintosh,985
2024-01-02,Internet Explorer,Windows,948
2024-01-02,(not set),Android,541
2024-01-02,Samsung Internet,Linux,514
2024-01-02,Opera,Android,384
2024-01-02,Opera,Macintosh,191
2024-01-02,Edge,Linux,148
2024-01-02,YaBrowser,Windows,121
2024-01-01,Safari,iOS,328233
2024-01-01,Chrome,Windows,251471
2024-01-01,Chrome,Android,141141
2024-01-01,Chrome,Macintosh,135070
2024-01-01,Edge,Windows,108208
2024-01-01,Chrome,Linux,70541
2024-01-01,Safari,Macintosh,56286
2024-01-01,Chrome,iOS,45871
2024-01-01,Firefox,Windows,23004
2024-01-01,Chrome,Chrome OS,15042
2024-01-01,Safari (in-app),iOS,14096
2024-01-01,Android Webview,Android,12822
2024-01-01,Samsung Internet,Android,11701
2024-01-01,Firefox,Macintosh,5788
2024-01-01,(not set),(not set),3011
2024-01-01,Amazon Silk,Android,1868
2024-01-01,Firefox,Android,1395
2024-01-01,Firefox,Linux,1245
2024-01-01,Edge,Android,1159
2024-01-01,Opera,Windows,1087
2024-01-01,Mozilla Compatible Agent,Macintosh,831
2024-01-01,Edge,Macintosh,614
2024-01-01,Internet Explorer,Windows,605
2024-01-01,Samsung Internet,Linux,389
2024-01-01,(not set),Android,339
2024-01-01,Opera,Android,281
2024-01-01,Opera,Macintosh,134
2024-01-01,Edge,Linux,130
2023-12-31,Safari,iOS,229352
2023-12-31,Chrome,Windows,180207
2023-12-31,Chrome,Android,107431
2023-12-31,Chrome,Macintosh,99261
2023-12-31,Edge,Windows,75848
2023-12-31,Chrome,Linux,69864
2023-12-31,Safari,Macintosh,36157
2023-12-31,Chrome,iOS,34264
2023-12-31,Firefox,Windows,14386
2023-12-31,Android Webview,Android,11722
2023-12-31,Chrome,Chrome OS,10690
2023-12-31,Samsung Internet,Android,8677
2023-12-31,Safari (in-app),iOS,7092
2023-12-31,Firefox,Macintosh,3707
2023-12-31,(not set),(not set),2692
2023-12-31,Amazon Silk,Android,1389
2023-12-31,Firefox,Android,1130
2023-12-31,Edge,Android,849
2023-12-31,Firefox,Linux,750
2023-12-31,Mozilla Compatible Agent,Macintosh,698
2023-12-31,Opera,Windows,692
2023-12-31,Internet Explorer,Windows,531
2023-12-31,Edge,Macintosh,429
2023-12-31,Samsung Internet,Linux,294
2023-12-31,(not set),Android,240
2023-12-31,Opera,Android,228
2023-12-30,Safari,iOS,280271
2023-12-30,Chrome,Windows,219174
2023-12-30,Chrome,Android,122409
