date,os,visits
2024-01-04,Windows,1252525
2024-01-04,iOS,578683
2024-01-04,Macintosh,299599
2024-01-04,Android,277644
2024-01-04,Linux,73572
2024-01-04,Chrome OS,26700
2024-01-04,(not set),3597
2024-01-03,Windows,1305158
2024-01-03,iOS,605952
2024-01-03,Macintosh,312619
2024-01-03,Android,263050
2024-01-03,Linux,82215
2024-01-03,Chrome OS,26123
2024-01-03,(not set),3287
2024-01-02,Windows,1202469
2024-01-02,iOS,607298
2024-01-02,Macintosh,320420
2024-01-02,Android,260969
2024-01-02,Linux,86613
2024-01-02,Chrome OS,25682
2024-01-02,(not set),3306
2024-01-01,iOS,384508
2024-01-01,Windows,382453
2024-01-01,Macintosh,184055
2024-01-01,Android,171216
2024-01-01,Linux,72263
2024-01-01,Chrome OS,15042
2024-01-01,(not set),3023
2023-12-31,Windows,271367
2023-12-31,iOS,270727
2023-12-31,Android,131762
2023-12-31,Macintosh,126137
2023-12-31,Linux,70881
2023-12-31,Chrome OS,10690
2023-12-31,(not set),2708
2023-12-30,iOS,333049
2023-12-30,Windows,323812
2023-12-30,Android,151384
2023-12-30,Macintosh,151035
2023-12-30,Linux,73306
2023-12-30,Chrome OS,12311
2023-12-30,(not set),2765
2023-12-29,Windows,737207
2023-12-29,iOS,430031
2023-12-29,Macintosh,208186
2023-12-29,Android,202044
2023-12-29,Linux,71423
2023-12-29,Chrome OS,15737
2023-12-29,(not set),2835
2023-12-28,Windows,856075
2023-12-28,iOS,470325
2023-12-28,Android,226852
2023-12-28,Macintosh,222355
2023-12-28,Linux,75565
2023-12-28,Chrome OS,17026
2023-12-28,(not set),2805
2023-12-27,Windows,806481
2023-12-27,iOS,445771
2023-12-27,Macintosh,217054
2023-12-27,Android,209472
2023-12-27,Linux,82271
2023-12-27,Chrome OS,16569
2023-12-27,(not set),2735
2023-12-26,Windows,667159
2023-12-26,iOS,373843
2023-12-26,Android,179149
2023-12-26,Macintosh,179105
2023-12-26,Linux,85995
2023-12-26,Chrome OS,14323
2023-12-26,(not set),2696
2023-12-25,iOS,200117
2023-12-25,Windows,166718
2023-12-25,Android,107517
2023-12-25,Macintosh,73316
2023-12-25,Linux,71430
2023-12-25,Chrome OS,7115
2023-12-25,(not set),2652
2023-12-24,iOS,189611
2023-12-24,Windows,164427
2023-12-24,Android,100633
2023-12-24,Macintosh,75511
2023-12-24,Linux,71422
2023-12-24,Chrome OS,6764
2023-12-24,(not set),2647
2023-12-23,iOS,250945
2023-12-23,Windows,220114
2023-12-23,Android,125628
2023-12-23,Macintosh,95949
2023-12-23,Linux,74184
2023-12-23,Chrome OS,8312
2023-12-23,(not set),2731
2023-12-22,Windows,638395
2023-12-22,iOS,334488
2023-12-22,Android,164306
2023-12-22,Macintosh,164134
2023-12-22,Linux,73724
2023-12-22,Chrome OS,13527
2023-12-22,(not set),2690
2023-12-21,Windows,818294
2023-12-21,iOS,374544
2023-12-21,Android,182153
2023-12-21,Macintosh,178816
2023-12-21,Linux,75499
2023-12-21,Chrome OS,16776
2023-12-21,(not set),2813
2023-12-20,Windows,877279
2023-12-20,iOS,390549
2023-12-20,Macintosh,208226
2023-12-20,Android,187577
2023-12-20,Linux,82190
2023-12-20,Chrome OS,18283
2023-12-20,(not set),2693
2023-12-19,Windows,908366
2023-12-19,iOS,381173
2023-12-19,Macintosh,209747
2023-12-19,Android,179540
2023-12-19,Linux,74563
2023-12-19,Chrome OS,20179
2023-12-19,(not set),2783
2023-12-18,Windows,889344
2023-12-18,iOS,392484
2023-12-18,Macintosh,218673
2023-12-18,Android,190138
2023-12-18,Linux,81917
2023-12-18,Chrome OS,21225
2023-12-18,(not set),2746
2023-12-17,iOS,253985
2023-12-17,Windows,245287
2023-12-17,Android,130651
2023-12-17,Macintosh,116330
2023-12-17,Linux,71174
2023-12-17,Chrome OS,10693
2023-12-17,(not set),2647
2023-12-16,iOS,279688
2023-12-16,Windows,265435
2023-12-16,Android,138263
2023-12-16,Macintosh,117898
2023-12-16,Linux,73905
2023-12-16,Chrome OS,10234
2023-12-16,(not set),2710
2023-12-15,Windows,790065
2023-12-15,iOS,384696
2023-12-15,Macintosh,190468
2023-12-15,Android,184659
2023-12-15,Linux,75373
2023-12-15,Chrome OS,20403
2023-12-15,(not set),2728
2023-12-14,Windows,898173
2023-12-14,iOS,401341
2023-12-14,Macintosh,211483
2023-12-14,Android,194260
2023-12-14,Linux,73253
2023-12-14,Chrome OS,22947
2023-12-14,(not set),2740
2023-12-13,Windows,940241
2023-12-13,iOS,415991
2023-12-13,Macintosh,215107
2023-12-13,Android,198498
2023-12-13,Linux,82503
2023-12-13,Chrome OS,23465
2023-12-13,(not set),2710
2023-12-12,Windows,923442
2023-12-12,iOS,438484
2023-12-12,Macintosh,218267
2023-12-12,Android,198722
2023-12-12,Linux,74871
2023-12-12,Chrome OS,24423
2023-12-12,(not set),2837
2023-12-11,Windows,961994
2023-12-11,iOS,416232
2023-12-11,Macintosh,238780
2023-12-11,Android,199034
2023-12-11,Linux,85648
2023-12-11,Chrome OS,24851
2023-12-11,(not set),2795
2023-12-10,iOS,274363
2023-12-10,Windows,266911
2023-12-10,Android,145944
2023-12-10,Macintosh,124099
2023-12-10,Linux,69446
2023-12-10,Chrome OS,11222
2023-12-10,(not set),2701
2023-12-09,iOS,276134
2023-12-09,Windows,257239
2023-12-09,Android,152194
2023-12-09,Macintosh,115719
2023-12-09,Linux,73081
2023-12-09,Chrome OS,10436
2023-12-09,(not set),2615
2023-12-08,Windows,721134
2023-12-08,iOS,385130
2023-12-08,Android,189646
2023-12-08,Macintosh,180271
2023-12-08,Linux,74182
2023-12-08,Chrome OS,21129
2023-12-08,(not set),2760
2023-12-07,Windows,858008
2023-12-07,iOS,374680
2023-12-07,Macintosh,202797
2023-12-07,Android,191910
2023-12-07,Linux,77114
2023-12-07,Chrome OS,23174
2023-12-07,(not set),2780
2023-12-06,Windows,895185
2023-12-06,iOS,398644
