page_title,event_label,page,total_events
"Letter Regarding Critical National Security Funding Needs for FY 2024 | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Letter-regarding-critical-national-security-funding-needs-for-FY-2024.pdf,whitehouse.gov/omb/briefing-room/2023/10/20/letter-regarding-critical-national-security-funding-needs-for-fy-2024/,91
"Open Funding Opportunities | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/11/Open-and-Upcoming-Infrastructure-Funding-Opportunities-Nov-2023_FINAL.pdf,whitehouse.gov/build/resources/nofos-to-know/,91
"FACT SHEET: The Biden-Harris Administration’s National Security Strategy | The White House",https://www.whitehouse.gov/wp-content/uploads/2022/11/8-November-Combined-PDF-for-Upload.pdf,whitehouse.gov/briefing-room/statements-releases/2022/10/12/fact-sheet-the-biden-harris-administrations-national-security-strategy/,85
"Internship Program | CEQ | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/First-Name-Last-Name-CEQ-Application-Session-Year_.pdf,whitehouse.gov/ceq/internship-program/,84
"Financial Disclosures | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Biden-Joseph-R.-2023-Annual-278.pdf,whitehouse.gov/disclosures/financial-disclosures/,82
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/2023-Compliance-Supplement-%E2%80%93-2-CFR-Part-200-Appendix-XI.pdf,whitehouse.gov/omb/office-federal-financial-management/,81
"FACT SHEET: Biden-Harris Administration Secures Voluntary Commitments from Leading Artificial Intelligence Companies to Manage the Risks Posed by AI | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/07/Ensuring-Safe-Secure-and-Trustworthy-AI.pdf,whitehouse.gov/briefing-room/statements-releases/2023/07/21/fact-sheet-biden-harris-administration-secures-voluntary-commitments-from-leading-artificial-intelligence-companies-to-manage-the-risks-posed-by-ai/,78
"FACT SHEET: Release of the 2023 Women, Peace and Security Strategy and National Action Plan | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/U.S.-Strategy-and-National-Action-Plan-on-Women-Peace-and-Security.pdf,whitehouse.gov/briefing-room/statements-releases/2023/10/31/fact-sheet-release-of-the-2023-women-peace-and-security-strategy-and-national-action-plan/,78
"Historical Tables | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/03/hist03z1_fy2024.xlsx,whitehouse.gov/omb/budget/historical-tables/,76
Government Use of AI - AI.gov,https://www.commerce.gov/sites/default/files/2022-09/DOC_AI_Use_Case_Inventory.pdf,ai.gov/ai-use-cases/,75
"National Space Council | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/12/United-States-Space-Priorities-Framework-_-December-1-2021.pdf,whitehouse.gov/spacecouncil/,73
"FACT SHEET: Biden-Harris Administration Announces National Cybersecurity Strategy | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/03/National-Cybersecurity-Strategy-2023.pdf,whitehouse.gov/briefing-room/statements-releases/2023/03/02/fact-sheet-biden-harris-administration-announces-national-cybersecurity-strategy/,72
"Justice40 Initiative | Environmental Justice | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/04/Justice40-Covered-Programs-List_v1.4_04-20-2023.pdf,whitehouse.gov/environmentaljustice/justice40/,72
"Clean Energy Tax Provisions in the Inflation Reduction Act | Clean Energy | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/02/IRA-Tax-Programs-Data-Dictionary.csv,whitehouse.gov/cleanenergy/clean-energy-tax-provisions/,70
"Direct Pay | Clean Energy | The White House",https://www.irs.gov/pub/irs-pdf/p5817g.pdf,whitehouse.gov/cleanenergy/directpay/,70
"Historical Tables | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/03/hist06z1_fy2024.xlsx,whitehouse.gov/omb/budget/historical-tables/,70
"Justice40 Initiative | Environmental Justice | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/07/M-21-28.pdf,whitehouse.gov/environmentaljustice/justice40/,70
Government Use of AI - AI.gov,https://www.energy.gov/sites/default/files/2023-07/DOE_2023_AI_Use_Case_Inventory_0.pdf,ai.gov/ai-use-cases/,69
"Circulars | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2018/06/a11_web_toc.pdf,whitehouse.gov/omb/information-for-agencies/circulars/,64
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Part-3-Compliance-Requirements.pdf,whitehouse.gov/omb/office-federal-financial-management/,64
"Get Internet | The White House",https://acpbenefit.org/wp-content/uploads/lifeline/images/ACP-Household-Worksheet-Spanish.pdf,whitehouse.gov/getinternet/,63
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Alabama-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,63
"Circulars | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/legacy_drupal_files/omb/circulars/A130/a130revised.pdf,whitehouse.gov/omb/information-for-agencies/circulars/,60
"Congressionally-Mandated Report on Solar Radiation Modification | OSTP | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/06/Congressionally-Mandated-Report-on-Solar-Radiation-Modification.pdf,whitehouse.gov/ostp/news-updates/2023/06/30/congressionally-mandated-report-on-solar-radiation-modification/,60
"Technical Assistance Guide | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/09/IIA-Technical-Assistance-Guide-September-2023-v091223.pdf,whitehouse.gov/build/technical-assistance-guide/,60
"The Impact of Artificial Intelligence on the Future of Workforces in the European Union and the United States of America | CEA | The White House",https://www.whitehouse.gov/wp-content/uploads/2022/12/TTC-EC-CEA-AI-Report-12052022-1.pdf,whitehouse.gov/cea/written-materials/2022/12/05/the-impact-of-artificial-intelligence/,60
"FACT SHEET: Biden-Harris Administration Takes Action to Create More Affordable Housing by Converting Commercial Properties to Residential Use | The White House",https://www.hud.gov/sites/dfiles/OCHCO/documents/2023-10cpdn.pdf,whitehouse.gov/briefing-room/statements-releases/2023/10/27/fact-sheet-biden-harris-administration-takes-action-to-create-more-affordable-housing-by-converting-commercial-properties-to-residential-use/,58
"Get Internet | The White House",https://acpbenefit.org/wp-content/uploads/ACP-Application-Form-Spanish.pdf,whitehouse.gov/getinternet/,58
"Historical Tables | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/03/hist01z2_fy2024.xlsx,whitehouse.gov/omb/budget/historical-tables/,58
"National Artificial Intelligence Research Resource Task Force Releases Final Report | OSTP | The White House",https://www.ai.gov/wp-content/uploads/2023/01/NAIRR-TF-Final-Report-2023.pdf,whitehouse.gov/ostp/news-updates/2023/01/24/national-artificial-intelligence-research-resource-task-force-releases-final-report/,58
"Circulars | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/legacy_drupal_files/omb/memoranda/2016/m-16-17.pdf,whitehouse.gov/omb/information-for-agencies/circulars/,57
"National Drug Control Strategy | ONDCP | The White House",https://www.whitehouse.gov/wp-content/uploads/2022/04/National-Drug-Control-2022Strategy.pdf,whitehouse.gov/ondcp/the-administrations-strategy/national-drug-control-strategy/,57
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/California-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,57
Annual Improper Payments Datasets,https://www.cfo.gov/wp-content-2/uploads/2022/FY2022%20Payment%20Accuracy%20Dataset_Data_As_Of_11_16_2022_Updated.xlsx,paymentaccuracy.gov/payment-accuracy-the-numbers/,55
Kamala Harris: The Vice President,https://www.whitehouse.gov/wp-content/uploads/2021/04/V20210305LJ-0043.jpg,whitehouse.gov/administration/vice-president-harris/,55
Kamala Harris: The Vice President,https://www.whitehouse.gov/wp-content/uploads/2022/03/VP-Bio.pdf,whitehouse.gov/administration/vice-president-harris/,55
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Part-2-Matrix-of-Compliance-Requirements.pdf,whitehouse.gov/omb/office-federal-financial-management/,55
"FACT SHEET: Indo-Pacific Strategy of the United States | The White House",https://www.whitehouse.gov/wp-content/uploads/2022/02/U.S.-Indo-Pacific-Strategy.pdf,whitehouse.gov/briefing-room/speeches-remarks/2022/02/11/fact-sheet-indo-pacific-strategy-of-the-united-states/,51
"Maps of Progress | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/11/Invest.gov_PublicInvestments_Map_Data_Updated11152023-1.xlsx,whitehouse.gov/build/maps-of-progress/,51
"Dollars Delivering Results: Biden-Harris Administration Publishes Proposed Updates to the Uniform Grants Guidance to Improve Impact of Federal Grants and Other Financial Assistance | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/09/Draft-FRN-Grants-Guidance-20230921.pdf,whitehouse.gov/omb/briefing-room/2023/09/22/dollars-delivering-results-biden-harris-administration-publishes-proposed-updates-to-the-uniform-grants-guidance-to-improve-impact-of-federal-grants-and-other-financial-assistance/,49
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/09/Draft-FRN-Grants-Guidance-20230921.pdf,whitehouse.gov/omb/office-federal-financial-management/,49
"Build America, Buy America Act – Federal Financial Assistance | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/M-24-02-Buy-America-Implementation-Guidance-Update.pdf,whitehouse.gov/omb/management/made-in-america/build-america-buy-america-act-federal-financial-assistance/,48
"Final Report | PCSCOTUS | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/12/SCOTUS-Report-Final-12.8.21-1.pdf,whitehouse.gov/pcscotus/final-report/,48
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Florida-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,48
"2023 Annual Report to Congress on White House Staff | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/06/July-1-2023-Report-Final-Version.pdf,whitehouse.gov/briefing-room/statements-releases/2023/06/30/2023-annual-report-to-congress-on-white-house-staff/,46
"Historical Tables | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/03/hist01z3_fy2024.xlsx,whitehouse.gov/omb/budget/historical-tables/,46
"Memoranda | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/11/AI-in-Government-Memo-draft-for-public-review.pdf,whitehouse.gov/omb/information-for-agencies/memoranda/,46
"Tax Returns | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/05/2021.05.17-POTUS-Redacted-2020-Federal-and-State-Returns.pdf,whitehouse.gov/disclosures/tax-returns/,46
Government Use of AI - AI.gov,https://www.ssa.gov/data/SSA-AI-Inv.csv,ai.gov/ai-use-cases/,45
"Historical Tables | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/03/hist10z1_fy2024.xlsx,whitehouse.gov/omb/budget/historical-tables/,45
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Part-4-Health-and-Human-Services.pdf,whitehouse.gov/omb/office-federal-financial-management/,45
"Tax Returns | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/04/POTUS-2022-Tax-Returns-Final-Signed-Redacted.pdf,whitehouse.gov/disclosures/tax-returns/,45
"Biden-Harris Administration Releases Final Guidance to Improve Regulatory Analysis | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/11/CircularA-4.pdf,whitehouse.gov/omb/briefing-room/2023/11/09/biden-harris-administration-releases-final-guidance-to-improve-regulatory-analysis/,43
"FACT SHEET: Biden-Harris Administration Publishes the National Cybersecurity Strategy Implementation Plan | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/07/National-Cybersecurity-Strategy-Implementation-Plan-WH.gov_.pdf,whitehouse.gov/briefing-room/statements-releases/2023/07/13/fact-sheet-biden-harrisadministration-publishes-thenational-cybersecurity-strategyimplementation-plan/,43
"FACT SHEET: Implementation Plan for the United States’ National Strategy for the Arctic Region | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/NSAR-Implementation-Plan.pdf,whitehouse.gov/briefing-room/statements-releases/2023/10/23/fact-sheet-implementation-plan-for-the-united-states-national-strategy-for-the-arctic-region/,43
National Quantum Initiative,https://www.quantum.gov/wp-content/uploads/2023/01/NQI-Annual-Report-FY2023.pdf,quantum.gov/,43
"White House Releases First-of-a-Kind Indigenous Knowledge Guidance for Federal Agencies | CEQ | The White House",https://www.whitehouse.gov/wp-content/uploads/2022/12/OSTP-CEQ-IK-Guidance.pdf,whitehouse.gov/ceq/news-updates/2022/12/01/white-house-releases-first-of-a-kind-indigenous-knowledge-guidance-for-federal-agencies/,43
"FACT SHEET: Biden-Harris Administration Announces National Standards Strategy for Critical and Emerging Technology | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/US-Gov-National-Standards-Strategy-2023.pdf,whitehouse.gov/briefing-room/statements-releases/2023/05/04/fact-sheet-biden-harris-administration-announces-national-standards-strategy-for-critical-and-emerging-technology/,42
"FACT SHEET: One Year In, President Biden’s Inflation Reduction Act is Driving Historic Climate Action and Investing in America to Create Good Paying Jobs and Reduce Costs | The White House",https://climatepower.us/wp-content/uploads/sites/23/2023/07/Clean-Energy-Boom-Anniversary-Report-1.pdf,whitehouse.gov/briefing-room/statements-releases/2023/08/16/fact-sheet-one-year-in-president-bidens-inflation-reduction-act-is-driving-historic-climate-action-and-investing-in-america-to-create-good-paying-jobs-and-reduce-costs/,42
"Gender Policy Council | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/10/National-Strategy-on-Gender-Equity-and-Equality.pdf,whitehouse.gov/gpc/,42
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Part-4-Department-of-Education.pdf,whitehouse.gov/omb/office-federal-financial-management/,42
"Office of Federal Financial Management | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Title-page-and-Table-of-Contents.pdf,whitehouse.gov/omb/office-federal-financial-management/,42
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/New-York-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,42
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Texas-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,42
"Justice40 Initiative | Environmental Justice | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/01/M-23-09_Signed_CEQ_CPO.pdf,whitehouse.gov/environmentaljustice/justice40/,40
"Circulars | OMB | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/11/CircularA-4.pdf,whitehouse.gov/omb/information-for-agencies/circulars/,39
"FACT SHEET: National Strategy for Countering Domestic Terrorism | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/06/National-Strategy-for-Countering-Domestic-Terrorism.pdf,whitehouse.gov/briefing-room/statements-releases/2021/06/15/fact-sheet-national-strategy-for-countering-domestic-terrorism/,39
"FACT SHEET: World Leaders Launch a Landmark India-Middle East-Europe Economic Corridor | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/09/Project-Gateway-Multilateral-MOU.pdf,whitehouse.gov/briefing-room/statements-releases/2023/09/09/fact-sheet-world-leaders-launch-a-landmark-india-middle-east-europe-economic-corridor/,39
"Guidebook to the Bipartisan Infrastructure Law | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/11/20231114-build-gov-guidebook.csv,whitehouse.gov/build/guidebook/,39
"Office of Management and Budget Releases Draft Memorandum for Modernizing the Federal Risk and Authorization Management Program (FedRAMP) | OMB | The White House",https://www.cio.gov/assets/files/resources/FedRAMP-updated-draft-guidance-2023.pdf,whitehouse.gov/omb/briefing-room/2023/10/27/office-of-management-and-budget-releases-draft-memorandum-for-modernizing-the-federal-risk-and-authorization-management-program-fedramp/,39
"Financial Disclosures | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/05/Biden-Joseph-R.-2021-Annual-278.pdf,whitehouse.gov/disclosures/financial-disclosures/,37
"FACT SHEET: Biden-Harris Administration Takes New Steps to Advance Responsible Artificial Intelligence Research, Development, and Deployment | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/National-Artificial-Intelligence-Research-and-Development-Strategic-Plan-2023-Update.pdf,whitehouse.gov/briefing-room/statements-releases/2023/05/23/fact-sheet-biden-harris-administration-takes-new-steps-to-advance-responsible-artificial-intelligence-research-development-and-deployment/,36
"FACT SHEET: White House Calls on Congress to Support Critical Domestic Needs | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Summary-of-Funding-Request-to-Meet-Critical-Needs.pdf,whitehouse.gov/briefing-room/statements-releases/2023/10/25/fact-sheet-white-house-calls-on-congress-to-support-critical-domestic-needs/,36
"Fact Sheet: National Strategy on Gender Equity and Equality | The White House",https://www.whitehouse.gov/wp-content/uploads/2021/10/National-Strategy-on-Gender-Equity-and-Equality.pdf,whitehouse.gov/briefing-room/statements-releases/2021/10/22/fact-sheet-national-strategy-on-gender-equity-and-equality/,36
"Financial Disclosures | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/Harris-Kamala-D.-2023-Annual-278.pdf,whitehouse.gov/disclosures/financial-disclosures/,36
"National COVID-19 Preparedness Plan | The White House",https://www.whitehouse.gov/wp-content/uploads/2022/03/NAT-COVID-19-PREPAREDNESS-PLAN.pdf,whitehouse.gov/covidplan/,36
"Release of the National Plan to End Gender-Based Violence: Strategies for Action | GPC | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/05/National-Plan-to-End-GBV.pdf,whitehouse.gov/gpc/briefing-room/2023/05/25/release-of-the-national-plan-to-end-gender-based-violence-strategies-for-action/,36
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Pennsylvania-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,36
"FACT SHEET: Vice President Harris Announces New U.S. Initiatives to Advance the Safe and Responsible Use of Artificial Intelligence | The White House",https://www.fordfoundation.org/wp-content/uploads/2023/10/Philanthropies-Launch-New-Initiative-to-Ensure-AI-Advances-the-Public-Interest-1.pdf,whitehouse.gov/briefing-room/statements-releases/2023/11/01/fact-sheet-vice-president-harris-announces-new-u-s-initiatives-to-advance-the-safe-and-responsible-use-of-artificial-intelligence/,34
"State Fact Sheets | Build.gov | The White House",https://www.whitehouse.gov/wp-content/uploads/2023/10/Arizona-Fact-Sheet.pdf,whitehouse.gov/build/resources/state-fact-sheets/,34
