domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
whitehouse.gov,8423574,13868962,6500257,1.6464462709059124,75.97679310468455,8409130
ai.gov,157524,271067,127147,1.7207981006068918,83.38584596632894,156953
screeningtool.geoplatform.gov,35270,41496,21588,1.1765239580379927,69.10527360362914,35201
usds.gov,14669,26740,10729,1.8228918126661668,93.70856909128094,14652
quantum.gov,10998,17587,8114,1.5991089288961629,99.53100563738862,10937
paymentaccuracy.gov,4148,7923,3464,1.9100771456123433,105.85703953712633,4122
geoplatform.gov,3724,5975,2736,1.6044575725026853,52.82169709989259,3732
nitrd.gov,3221,6339,2520,1.9680223533064265,102.02359515678361,3213
techfarhub.usds.gov,2503,3940,1922,1.574111066719936,152.94326807830603,2511
code.gov,1810,13795,1602,7.621546961325967,66.09889502762431,1801
zerotrust.cyber.gov,979,1680,797,1.7160367722165475,77.13891726251276,970
smeqa.usds.gov,320,719,95,2.246875,113.953125,312
staging.code.gov,242,3013,242,12.450413223140496,102.19421487603306,242
stg-marketplace.geoplatform.gov,104,130,104,1.25,68.60576923076923,95
stg.geoplatform.gov,104,312,35,3.0,572.7692307692307,95
data.geoplatform.gov,95,165,104,1.736842105263158,2.463157894736842,104
marketplace.geoplatform.gov,43,69,43,1.6046511627906976,0.0,43
