date,screen_resolution,visits
2024-01-04,1920x1080,199727
2024-01-04,390x844,131478
2024-01-04,1536x864,77149
2024-01-04,428x926,71248
2024-01-04,414x896,64278
2024-01-04,1366x768,61082
2024-01-04,430x932,55533
2024-01-04,1440x900,54929
2024-01-04,375x812,51073
2024-01-04,1280x720,39605
2024-01-04,412x915,37197
2024-01-04,393x852,35873
2024-01-04,375x667,29070
2024-01-04,1600x900,24988
2024-01-04,360x800,23476
2024-01-04,810x1080,19800
2024-01-04,360x780,18635
2024-01-04,768x1024,16573
2024-01-04,2560x1440,15979
2024-01-04,320x693,15707
2024-01-04,1280x800,15068
2024-01-04,385x854,13900
2024-01-04,384x857,12740
2024-01-04,1680x1050,11831
2024-01-04,412x892,10663
2024-01-04,384x824,10282
2024-01-04,1024x1366,9543
2024-01-04,414x736,9294
2024-01-04,384x854,9220
2024-01-04,820x1180,9184
2024-01-04,320x712,8285
2024-01-04,384x832,7965
2024-01-04,1280x1024,7892
2024-01-04,1920x1200,7296
2024-01-04,320x568,6765
2024-01-04,412x883,6677
2024-01-04,412x869,6637
2024-01-04,432x960,6067
2024-01-04,2048x1152,5802
2024-01-04,834x1194,5539
2024-01-04,1536x960,5147
2024-01-04,1470x956,4340
2024-01-04,360x760,4315
2024-01-04,834x1112,4105
2024-01-04,412x846,4075
2024-01-04,360x740,4017
2024-01-04,3440x1440,3907
2024-01-04,320x694,3879
2024-01-04,360x720,3717
2024-01-04,2240x1260,3681
2024-01-04,1512x982,3452
2024-01-04,360x772,3324
2024-01-04,432x984,3185
2024-01-04,339x753,3177
2024-01-04,1728x1117,2938
2024-01-04,1368x912,2832
2024-01-04,800x1280,2742
2024-01-04,320x640,2700
2024-01-04,360x640,2640
2024-01-04,360x880,2583
2024-01-04,347x772,2477
2024-01-04,1360x768,2394
2024-01-04,1792x1120,2340
2024-01-04,1024x768,2256
2024-01-04,534x854,2236
2024-01-04,412x938,2184
2024-01-04,377x837,2147
2024-01-04,2560x1080,2139
2024-01-04,601x962,2121
2024-01-04,800x600,1997
2024-01-04,1707x1067,1826
2024-01-04,1280x960,1813
2024-01-04,360x820,1766
2024-01-04,339x735,1646
2024-01-04,1504x1003,1582
2024-01-04,412x823,1446
2024-01-04,320x687,1435
2024-01-04,360x803,1426
2024-01-04,962x601,1409
2024-01-04,345x883,1345
2024-01-04,1093x615,1338
2024-01-04,385x824,1336
2024-01-04,1707x960,1318
2024-01-04,388x861,1314
2024-01-04,320x676,1305
2024-01-04,320x658,1276
2024-01-04,1080x1920,1235
2024-01-04,1710x1107,1213
2024-01-04,1440x960,1198
2024-01-04,1344x840,1158
2024-01-04,352x781,1090
2024-01-04,744x1133,1031
2024-01-04,1098x618,994
2024-01-04,320x714,986
2024-01-04,320x729,970
2024-01-04,376x835,916
2024-01-04,361x722,871
2024-01-04,339x727,862
2024-01-04,360x806,859
2024-01-04,393x873,854
2024-01-04,691x829,815
2024-01-04,352x800,804
2024-01-04,412x1006,799
2024-01-04,388x883,798
2024-01-04,412x877,784
2024-01-04,393x851,773
2024-01-04,412x918,704
2024-01-04,1024x640,694
2024-01-04,1300x730,694
2024-01-04,339x756,685
2024-01-04,412x732,661
2024-01-04,1152x720,648
2024-01-04,1536x865,645
2024-01-04,601x1007,636
2024-01-04,600x1024,630
2024-01-04,1500x1000,614
2024-01-04,485x1076,606
2024-01-04,1536x1024,603
2024-01-04,1024x600,602
2024-01-04,320x569,591
2024-01-04,1187x667,579
2024-01-04,800x1334,554
2024-01-04,448x998,553
2024-01-04,346x768,537
2024-01-04,1746x982,514
2024-01-04,915x412,502
2024-01-04,1664x1110,500
2024-01-04,320x872,489
2024-01-04,1280x768,476
2024-01-04,2752x1152,470
2024-01-04,2195x1235,456
2024-01-04,582x931,449
2024-01-04,1241x697,441
2024-01-04,339x716,440
2024-01-04,385x769,431
2024-01-04,674x842,431
2024-01-04,320x783,430
2024-01-04,1334x800,419
2024-01-04,1229x692,411
2024-01-04,1280x832,411
2024-01-04,1517x852,403
2024-01-04,1600x1200,395
2024-01-04,384x811,386
2024-01-04,3840x2160,384
2024-01-04,3840x1080,373
2024-01-04,3840x1600,364
2024-01-04,350x699,348
2024-01-04,1280x854,347
2024-01-04,1024x820,345
2024-01-04,640x1024,344
2024-01-04,1494x934,337
2024-01-04,1205x753,325
2024-01-04,1477x831,325
2024-01-04,1397x786,322
2024-01-04,1200x800,319
2024-01-04,1372x772,317
2024-01-04,350x738,316
2024-01-04,753x1205,311
2024-01-04,1067x600,310
2024-01-04,360x804,309
2024-01-04,712x1138,304
2024-01-04,1463x823,297
