date,browser,os_version,visits
2024-01-04,Chrome,10,184345
2024-01-04,Edge,10,103876
2024-01-04,Chrome,11,100870
2024-01-04,Edge,11,69115
2024-01-04,Firefox,10,22810
2024-01-04,Chrome,7,6419
2024-01-04,Internet Explorer,10,2809
2024-01-04,Chrome,8.1,2460
2024-01-04,Firefox,7,1165
2024-01-04,Opera,10,1012
2024-01-04,Edge,7,611
2024-01-04,Firefox,8.1,451
2024-01-04,Edge,8.1,444
2024-01-04,Chrome,8,320
2024-01-04,Firefox,8,95
2024-01-04,Internet Explorer,8,87
2024-01-04,Firefox,Vista,58
2024-01-04,Chrome,Vista,51
2024-01-04,Firefox,XP,51
2024-01-04,Opera,8.1,44
2024-01-04,Whale Browser,10,29
2024-01-04,YaBrowser,10,29
2024-01-04,Chrome,XP,22
2024-01-04,Chrome,NT,15
2024-01-04,SeaMonkey,Server 2003,15
2024-01-04,YaBrowser,7,15
2024-01-04,(not set),10,7
2024-01-04,Coc Coc,10,7
2024-01-04,Firefox,NT,7
2024-01-03,Chrome,10,190481
2024-01-03,Edge,10,112363
2024-01-03,Chrome,11,104859
2024-01-03,Edge,11,74261
2024-01-03,Firefox,10,24550
2024-01-03,Chrome,7,6303
2024-01-03,Internet Explorer,10,3130
2024-01-03,Chrome,8.1,2984
2024-01-03,Firefox,7,946
2024-01-03,Opera,10,888
2024-01-03,Edge,7,648
2024-01-03,Edge,8.1,502
2024-01-03,Firefox,8.1,437
2024-01-03,Chrome,8,233
2024-01-03,Firefox,8,167
2024-01-03,Internet Explorer,8,66
2024-01-03,Firefox,XP,44
2024-01-03,YaBrowser,10,29
2024-01-03,Opera,7,22
2024-01-03,Chrome,NT,15
2024-01-03,Chrome,Vista,15
2024-01-03,Chrome,XP,15
2024-01-03,Coc Coc,10,15
2024-01-03,Firefox,Vista,15
2024-01-03,Internet Explorer,7,7
2024-01-03,Internet Explorer,8.1,7
2024-01-03,Mozilla,10,7
2024-01-03,Opera,8.1,7
2024-01-03,PaleMoon,10,7
2024-01-03,SeaMonkey,7,7
2024-01-03,YaBrowser,8.1,7
2024-01-02,Chrome,10,181863
2024-01-02,Edge,10,105208
2024-01-02,Chrome,11,104640
2024-01-02,Edge,11,74064
2024-01-02,Firefox,10,23807
2024-01-02,Chrome,7,6048
