date,os_version,visits
2023-10-18,10,197408
2023-11-29,10,190750
2023-11-01,10,188767
2023-10-23,10,188729
2023-11-14,10,187084
2023-10-30,10,184921
2023-12-12,10,184327
2023-11-15,10,184065
2023-10-31,10,183738
2023-11-13,10,183446
2023-11-28,10,183160
2023-10-17,10,181885
2023-10-11,10,181786
2023-10-24,10,181377
2023-11-16,10,181066
2023-11-06,10,180353
2023-11-27,10,180078
2023-11-07,10,179977
2023-10-25,10,179811
2023-12-04,10,178968
2023-11-08,10,178333
2023-11-30,10,178086
2023-10-10,10,176889
2023-11-09,10,176668
2023-10-16,10,176305
2023-10-26,10,176285
2023-12-05,10,175999
2023-11-02,10,174551
2023-10-12,10,173674
2023-12-07,10,172812
2024-01-03,10,172730
2023-12-18,10,172727
2023-12-11,10,172036
2023-12-14,10,170649
2023-10-19,10,169850
2023-12-13,10,169771
2023-12-20,10,169128
2023-12-19,10,168712
2023-11-20,10,168069
2023-12-06,10,167094
2024-01-02,10,165697
2023-11-21,10,165322
2024-01-04,10,164279
2023-10-09,10,160715
2023-11-03,10,157946
2023-10-13,10,155659
2023-12-01,10,153943
2023-11-17,10,153568
2023-10-20,10,153011
2023-12-08,10,149317
2023-12-21,10,149207
2023-10-27,10,147770
2023-12-15,10,145986
2023-11-22,10,143598
2023-11-10,10,133244
2023-12-27,10,125692
2023-12-28,10,124425
2023-12-22,10,118972
2023-12-29,10,109478
2023-12-26,10,107599
2024-01-01,10,96572
2023-11-24,10,94997
2023-12-03,10,94723
2023-12-10,10,92096
2023-11-05,10,91979
2023-10-29,10,90484
2023-11-12,10,89313
2023-12-02,10,88101
2023-10-15,10,88048
2023-10-08,10,87100
2023-11-27,11,86994
2023-11-19,10,86305
2023-11-28,11,85958
2023-10-22,10,85925
2023-10-07,10,85497
2023-11-26,10,85425
2023-11-14,11,84907
2023-11-29,11,84452
2023-11-13,11,83571
2023-11-15,11,83543
2023-11-04,10,83438
2023-11-23,10,83414
2023-11-06,11,82827
2023-10-30,11,82614
2023-11-30,11,82596
2023-11-16,11,81589
2023-11-07,11,81465
2023-10-31,11,81217
2023-12-06,11,81157
2023-12-04,11,80907
2023-10-14,10,80757
2023-12-07,11,80698
2023-11-08,11,80636
2023-10-23,11,80293
2023-11-09,11,80234
2023-10-21,10,80125
2023-10-17,11,79959
2023-11-01,11,79916
2023-10-25,11,79841
2023-12-17,10,79804
2023-10-24,11,79766
2023-12-11,11,79662
2023-11-02,11,79402
2023-10-26,11,79323
2023-12-12,11,79164
2023-11-11,10,79027
2023-12-13,11,78886
2023-12-05,11,78819
2023-12-09,10,78782
2023-11-20,11,78769
2023-11-18,10,78677
2023-10-16,11,78567
2023-10-28,10,77727
2023-11-21,11,77305
2023-10-11,11,76631
2024-01-03,11,76518
2023-10-10,11,76197
2023-10-12,11,76144
2023-11-25,10,75880
2023-10-19,11,75459
2024-01-04,11,75441
2024-01-02,11,74654
2023-10-18,11,74648
2023-10-09,11,74363
2023-12-01,11,73399
2023-12-18,11,72633
2023-12-14,11,72531
2023-12-19,11,71650
2023-12-16,10,71627
2023-11-03,11,71571
2023-11-17,11,71426
2023-12-08,11,71404
2023-12-30,10,70467
2023-11-10,11,68183
2023-11-22,11,67950
2023-10-13,11,67586
2023-12-20,11,66999
2023-12-31,10,66550
2023-10-20,11,66464
2023-12-03,11,65541
2023-10-27,11,64940
2023-12-25,10,64662
2023-12-23,10,64066
