date,browser,os,visits
2024-01-04,Safari,iOS,263558
2024-01-04,Chrome,Windows,219288
2024-01-04,Chrome,Android,136599
2024-01-04,Edge,Windows,90042
2024-01-04,Safari,Macintosh,67070
2024-01-04,Chrome,Chrome OS,57907
2024-01-04,Chrome,Macintosh,48633
2024-01-04,Chrome,iOS,37430
2024-01-04,Chrome,Linux,21786
2024-01-04,Firefox,Windows,18182
2024-01-04,Samsung Internet,Android,12257
2024-01-04,Safari (in-app),iOS,11269
2024-01-04,Android Webview,Android,6354
2024-01-04,Firefox,Macintosh,4203
2024-01-04,Amazon Silk,Android,2382
2024-01-04,Firefox,Android,2047
2024-01-04,Opera,Windows,2045
2024-01-04,Firefox,Linux,1192
2024-01-04,Edge,Android,786
2024-01-04,Opera,Android,596
2024-01-04,Mozilla Compatible Agent,Macintosh,425
2024-01-04,Edge,Macintosh,416
2024-01-04,(not set),(not set),366
2024-01-04,Samsung Internet,Linux,325
2024-01-04,Safari,Windows,276
2024-01-04,YaBrowser,Windows,253
2024-01-04,Opera,Macintosh,150
2024-01-03,Safari,iOS,284703
2024-01-03,Chrome,Windows,227761
2024-01-03,Chrome,Android,150579
2024-01-03,Edge,Windows,90629
2024-01-03,Safari,Macintosh,66573
2024-01-03,Chrome,Macintosh,49785
2024-01-03,Chrome,Chrome OS,46792
2024-01-03,Chrome,iOS,39957
2024-01-03,Chrome,Linux,22998
2024-01-03,Firefox,Windows,19774
2024-01-03,Samsung Internet,Android,13371
2024-01-03,Safari (in-app),iOS,11141
2024-01-03,Android Webview,Android,6646
2024-01-03,Firefox,Macintosh,4516
2024-01-03,Amazon Silk,Android,2588
2024-01-03,Firefox,Android,2177
2024-01-03,Opera,Windows,2125
2024-01-03,Firefox,Linux,1316
2024-01-03,Edge,Android,908
2024-01-03,Opera,Android,634
2024-01-03,Mozilla Compatible Agent,Macintosh,469
2024-01-03,Edge,Macintosh,424
2024-01-03,(not set),(not set),338
2024-01-03,Samsung Internet,Linux,335
2024-01-03,Safari,Windows,295
2024-01-03,YaBrowser,Windows,281
2024-01-03,Internet Explorer,Windows,211
2024-01-03,Opera,Macintosh,182
2024-01-03,Whale Browser,Android,119
2024-01-02,Safari,iOS,346991
2024-01-02,Chrome,Windows,236359
2024-01-02,Chrome,Android,184348
2024-01-02,Edge,Windows,94363
2024-01-02,Safari,Macintosh,74241
2024-01-02,Chrome,iOS,52597
2024-01-02,Chrome,Macintosh,51871
2024-01-02,Chrome,Chrome OS,29781
2024-01-02,Chrome,Linux,22662
2024-01-02,Safari (in-app),iOS,22065
2024-01-02,Firefox,Windows,21365
2024-01-02,Samsung Internet,Android,16771
2024-01-02,Android Webview,Android,11670
2024-01-02,Firefox,Macintosh,5049
2024-01-02,Amazon Silk,Android,3095
2024-01-02,Firefox,Android,2813
2024-01-02,Opera,Windows,2576
2024-01-02,Firefox,Linux,1362
2024-01-02,Edge,Android,1115
