domain,visits
www.nps.gov,3746382
earthquake.usgs.gov,1540137
www.usgs.gov,673485
waterdata.usgs.gov,310997
www.blm.gov,220296
www.fws.gov,202203
www.doi.gov,119346
store.usgs.gov,69835
earthexplorer.usgs.gov,53537
www.bia.gov,53316
www.usbr.gov,43054
apps.nationalmap.gov,25960
home.nps.gov,24359
nps.gov,21967
ers.cr.usgs.gov,21605
everykidoutdoors.gov,19521
www.sciencebase.gov,17825
mrdata.usgs.gov,16205
www.volunteer.gov,10932
www.pwrc.usgs.gov,9457
