exit_page,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
earthquake.usgs.gov/earthquakes/map/,2751760,4103291,978951,1.4911514812338285,100.64155667645434,2751760
(other),764891,2715831,663816,3.5506117865159874,210.9048701056752,764891
earthexplorer.usgs.gov/,490809,866303,206767,1.7650511706183056,137.85550183472594,490809
usgs.gov/,295784,377411,270443,1.2759682741459983,32.17483704324778,295784
nps.gov/index.htm,242312,428489,214438,1.768335864505266,82.8534327643699,242312
nps.gov/media/webcam/view.htm,234410,672517,130808,2.868977432703383,137.81504628642122,234410
doi.gov/,214934,230920,205821,1.0743763201727041,11.687308662193976,214934
waterdata.usgs.gov/nwis/uv,196268,510668,53284,2.6018912914993786,150.63396478284795,196268
usgs.gov/programs/earthquake-hazards,177055,261402,128430,1.47638869277908,59.78999181045438,177055
blm.gov/,148376,166559,146356,1.122546773063029,13.991548498409447,148376
ers.cr.usgs.gov/login,129063,523469,91055,4.055918427434664,178.7285279282211,129063
nps.gov/planyourvisit/pickup-pass-locations.htm,129011,256538,107099,1.988497104898032,148.31798063731,129011
nps.gov/yell/learn/photosmultimedia/webcams.htm,114104,206282,36508,1.8078419687302811,118.93583047044801,114104
nps.gov/planyourvisit/passes.htm,103526,229460,89884,2.216448042037749,157.35240422695747,103526
nps.gov/features/ard/currentdatawidget/recent-dataw.html,85622,286305,59895,3.343825185115975,132.85816729345262,85622
(not set),69355,0,67358,0.0,56.62560738230842,0
nps.gov/yell/index.htm,67129,106547,60567,1.587197783372313,69.4227085164385,67129
nps.gov/yose/index.htm,66987,106943,58993,1.596473942705301,65.81459089076985,66987
nps.gov/media/video/view.htm,65649,238507,53369,3.633063717649926,333.79027860287283,65649
nps.gov/bibe/learn/news/search-underway-for-missing-hiker.htm,63446,69699,60479,1.0985562525612331,12.028748857295968,63446
