date,browser,visits
2024-01-04,Chrome,510626
2024-01-04,Safari,325161
2024-01-04,Edge,90999
2024-01-04,Firefox,25690
2024-01-04,Samsung Internet,12576
2024-01-04,Safari (in-app),11269
2024-01-04,Android Webview,6354
2024-01-04,Opera,2801
2024-01-04,Amazon Silk,2382
2024-01-04,Mozilla Compatible Agent,451
2024-01-04,(not set),370
2024-01-04,YaBrowser,363
2024-01-04,Whale Browser,151
2024-01-03,Chrome,522699
2024-01-03,Safari,351674
2024-01-03,Edge,92091
2024-01-03,Firefox,28023
2024-01-03,Samsung Internet,13670
2024-01-03,Safari (in-app),11141
2024-01-03,Android Webview,6646
2024-01-03,Opera,3002
2024-01-03,Amazon Silk,2588
2024-01-03,Mozilla Compatible Agent,473
2024-01-03,YaBrowser,404
2024-01-03,(not set),341
2024-01-03,Internet Explorer,212
2024-01-03,Whale Browser,187
2024-01-02,Chrome,575220
2024-01-02,Safari,427603
2024-01-02,Edge,95790
2024-01-02,Firefox,30174
2024-01-02,Safari (in-app),22065
2024-01-02,Samsung Internet,17078
2024-01-02,Android Webview,11670
2024-01-02,Opera,3603
2024-01-02,Amazon Silk,3095
2024-01-02,Mozilla Compatible Agent,482
2024-01-02,YaBrowser,482
2024-01-02,(not set),440
2024-01-02,Whale Browser,188
2024-01-01,Chrome,568630
2024-01-01,Safari,565865
2024-01-01,Edge,60251
2024-01-01,Firefox,33581
2024-01-01,Samsung Internet,25570
2024-01-01,Safari (in-app),17547
2024-01-01,Android Webview,10857
2024-01-01,Opera,4465
2024-01-01,Amazon Silk,4087
2024-01-01,(not set),665
2024-01-01,YaBrowser,627
2024-01-01,Mozilla Compatible Agent,525
2024-01-01,Whale Browser,332
2024-01-01,Internet Explorer,130
2024-01-01,UC Browser,101
2023-12-31,Safari,333519
2023-12-31,Chrome,318667
2023-12-31,Edge,33224
2023-12-31,Firefox,15959
2023-12-31,Samsung Internet,12132
2023-12-31,Safari (in-app),7715
2023-12-31,Android Webview,5538
2023-12-31,Amazon Silk,2329
2023-12-31,Opera,1960
2023-12-31,Mozilla Compatible Agent,373
2023-12-31,(not set),281
2023-12-31,YaBrowser,245
2023-12-30,Safari,410611
2023-12-30,Chrome,367715
2023-12-30,Edge,36748
2023-12-30,Firefox,18498
2023-12-30,Samsung Internet,14530
2023-12-30,Safari (in-app),11149
2023-12-30,Android Webview,7141
2023-12-30,Amazon Silk,2393
2023-12-30,Opera,2281
2023-12-30,Mozilla Compatible Agent,372
2023-12-30,YaBrowser,269
2023-12-30,(not set),266
2023-12-30,Whale Browser,116
2023-12-29,Chrome,397618
2023-12-29,Safari,381319
2023-12-29,Edge,55983
2023-12-29,Firefox,19872
2023-12-29,Samsung Internet,12736
2023-12-29,Safari (in-app),10680
2023-12-29,Android Webview,6013
2023-12-29,Amazon Silk,2274
2023-12-29,Opera,2111
2023-12-29,YaBrowser,353
2023-12-29,Mozilla Compatible Agent,330
2023-12-29,(not set),319
2023-12-28,Chrome,445575
2023-12-28,Safari,405425
2023-12-28,Edge,66195
2023-12-28,Firefox,22294
2023-12-28,Samsung Internet,13076
2023-12-28,Safari (in-app),11097
2023-12-28,Android Webview,6432
2023-12-28,Amazon Silk,2521
2023-12-28,Opera,2337
2023-12-28,(not set),551
2023-12-28,YaBrowser,485
2023-12-28,Mozilla Compatible Agent,353
2023-12-28,Whale Browser,111
2023-12-27,Chrome,422412
2023-12-27,Safari,387605
2023-12-27,Edge,66111
2023-12-27,Firefox,20991
2023-12-27,Samsung Internet,13051
2023-12-27,Safari (in-app),11557
2023-12-27,Android Webview,6224
2023-12-27,Amazon Silk,2359
2023-12-27,Opera,2235
2023-12-27,YaBrowser,463
2023-12-27,Mozilla Compatible Agent,381
2023-12-27,(not set),373
2023-12-27,Whale Browser,111
2023-12-26,Chrome,381441
2023-12-26,Safari,380845
2023-12-26,Edge,52728
2023-12-26,Firefox,19337
2023-12-26,Samsung Internet,12319
2023-12-26,Safari (in-app),9267
2023-12-26,Android Webview,5037
2023-12-26,Amazon Silk,2290
2023-12-26,Opera,2215
2023-12-26,YaBrowser,491
2023-12-26,Mozilla Compatible Agent,374
2023-12-26,(not set),338
2023-12-25,Safari,316208
2023-12-25,Chrome,287626
2023-12-25,Edge,28195
2023-12-25,Firefox,14677
2023-12-25,Samsung Internet,11143
2023-12-25,Safari (in-app),6125
2023-12-25,Android Webview,4387
2023-12-25,Amazon Silk,2066
2023-12-25,Opera,1904
2023-12-25,(not set),761
2023-12-25,YaBrowser,480
2023-12-25,Mozilla Compatible Agent,407
2023-12-25,Whale Browser,103
2023-12-24,Safari,296516
2023-12-24,Chrome,282517
2023-12-24,Edge,29371
2023-12-24,Firefox,14516
2023-12-24,Samsung Internet,10904
2023-12-24,Safari (in-app),7196
2023-12-24,Android Webview,4935
2023-12-24,Amazon Silk,2130
2023-12-24,Opera,1942
2023-12-24,YaBrowser,457
2023-12-24,(not set),290
2023-12-24,Mozilla Compatible Agent,286
2023-12-23,Safari,337809
2023-12-23,Chrome,312603
2023-12-23,Edge,31111
2023-12-23,Firefox,16080
2023-12-23,Samsung Internet,12021
2023-12-23,Safari (in-app),10421
2023-12-23,Android Webview,6116
2023-12-23,Amazon Silk,2199
2023-12-23,Opera,2042
2023-12-23,(not set),506
2023-12-23,YaBrowser,431
2023-12-23,Mozilla Compatible Agent,343
2023-12-22,Chrome,344899
2023-12-22,Safari,274137
2023-12-22,Edge,51627
2023-12-22,Firefox,18702
2023-12-22,Samsung Internet,10526
2023-12-22,Safari (in-app),7708
2023-12-22,Android Webview,5001
2023-12-22,Opera,2254
2023-12-22,Amazon Silk,1956
2023-12-22,YaBrowser,477
2023-12-22,(not set),328
2023-12-22,Mozilla Compatible Agent,322
2023-12-21,Chrome,396348
2023-12-21,Safari,264106
2023-12-21,Edge,72132
2023-12-21,Firefox,21210
2023-12-21,Samsung Internet,10209
2023-12-21,Safari (in-app),9533
2023-12-21,Android Webview,5938
2023-12-21,Opera,2389
2023-12-21,Amazon Silk,1938
2023-12-21,YaBrowser,531
2023-12-21,Mozilla Compatible Agent,397
2023-12-21,(not set),352
2023-12-21,Whale Browser,123
2023-12-20,Chrome,446597
2023-12-20,Safari,273372
2023-12-20,Edge,78757
2023-12-20,Firefox,22646
2023-12-20,Samsung Internet,10074
2023-12-20,Safari (in-app),9400
2023-12-20,Android Webview,5282
2023-12-20,Opera,2578
2023-12-20,Amazon Silk,2081
2023-12-20,YaBrowser,533
2023-12-20,Mozilla Compatible Agent,385
2023-12-20,(not set),374
2023-12-20,Whale Browser,135
2023-12-19,Chrome,497474
2023-12-19,Safari,301203
2023-12-19,Edge,86353
2023-12-19,Firefox,25283
2023-12-19,Samsung Internet,11612
2023-12-19,Safari (in-app),9392
2023-12-19,Android Webview,6158
2023-12-19,Opera,2902
2023-12-19,Amazon Silk,2348
2023-12-19,YaBrowser,587
2023-12-19,(not set),422
2023-12-19,Mozilla Compatible Agent,389
2023-12-19,Internet Explorer,131
2023-12-19,Whale Browser,129
2023-12-18,Chrome,538593
2023-12-18,Safari,335546
2023-12-18,Edge,94516
2023-12-18,Firefox,25972
2023-12-18,Safari (in-app),12654
2023-12-18,Samsung Internet,12210
2023-12-18,Android Webview,7815
2023-12-18,Opera,3074
2023-12-18,Amazon Silk,2657
2023-12-18,YaBrowser,626
2023-12-18,(not set),561
2023-12-18,Mozilla Compatible Agent,451
2023-12-18,Whale Browser,119
2023-12-17,Chrome,323286
2023-12-17,Safari,283683
2023-12-17,Edge,36580
2023-12-17,Firefox,16837
2023-12-17,Samsung Internet,10619
2023-12-17,Safari (in-app),8430
2023-12-17,Android Webview,5634
2023-12-17,Opera,2697
2023-12-17,Amazon Silk,2106
2023-12-17,YaBrowser,514
2023-12-17,Mozilla Compatible Agent,358
2023-12-17,(not set),264
2023-12-17,Whale Browser,123
2023-12-17,Internet Explorer,101
2023-12-16,Chrome,278365
2023-12-16,Safari,259552
2023-12-16,Edge,33133
2023-12-16,Firefox,15678
2023-12-16,Samsung Internet,9080
2023-12-16,Safari (in-app),6978
2023-12-16,Android Webview,4320
2023-12-16,Opera,2166
2023-12-16,Amazon Silk,1894
2023-12-16,YaBrowser,413
2023-12-16,(not set),313
2023-12-16,Mozilla Compatible Agent,307
2023-12-16,Internet Explorer,107
2023-12-15,Chrome,418835
2023-12-15,Safari,244669
2023-12-15,Edge,68241
2023-12-15,Firefox,19826
2023-12-15,Samsung Internet,8577
2023-12-15,Safari (in-app),6246
2023-12-15,Android Webview,4060
2023-12-15,Opera,2652
2023-12-15,Amazon Silk,1825
2023-12-15,YaBrowser,424
2023-12-15,Mozilla Compatible Agent,399
2023-12-15,(not set),343
2023-12-15,Internet Explorer,182
2023-12-14,Chrome,492328
2023-12-14,Safari,248276
2023-12-14,Edge,83215
2023-12-14,Firefox,21366
2023-12-14,Samsung Internet,8882
2023-12-14,Safari (in-app),8707
2023-12-14,Android Webview,5152
2023-12-14,Opera,2922
2023-12-14,Amazon Silk,1859
2023-12-14,(not set),643
2023-12-14,YaBrowser,543
2023-12-14,Mozilla Compatible Agent,462
2023-12-13,Chrome,500719
2023-12-13,Safari,247604
2023-12-13,Edge,83126
2023-12-13,Firefox,22829
2023-12-13,Samsung Internet,8905
2023-12-13,Safari (in-app),7878
2023-12-13,Android Webview,4750
2023-12-13,Opera,3136
2023-12-13,Amazon Silk,1930
2023-12-13,(not set),976
2023-12-13,YaBrowser,602
2023-12-13,Mozilla Compatible Agent,438
2023-12-12,Chrome,526940
2023-12-12,Safari,255668
2023-12-12,Edge,85687
2023-12-12,Firefox,22761
2023-12-12,Safari (in-app),9102
2023-12-12,Samsung Internet,8933
2023-12-12,Android Webview,5307
2023-12-12,Opera,3250
2023-12-12,Amazon Silk,2013
2023-12-12,YaBrowser,640
2023-12-12,Mozilla Compatible Agent,411
2023-12-12,(not set),392
2023-12-12,Whale Browser,107
2023-12-11,Chrome,525423
2023-12-11,Safari,259502
2023-12-11,Edge,82109
2023-12-11,Firefox,25181
2023-12-11,Samsung Internet,9512
2023-12-11,Safari (in-app),8093
2023-12-11,Android Webview,5027
2023-12-11,Opera,3314
2023-12-11,Amazon Silk,2128
2023-12-11,(not set),701
2023-12-11,YaBrowser,627
2023-12-11,Mozilla Compatible Agent,443
2023-12-11,Whale Browser,113
2023-12-10,Chrome,349584
2023-12-10,Safari,290264
2023-12-10,Edge,42015
2023-12-10,Firefox,18619
2023-12-10,Samsung Internet,10766
2023-12-10,Safari (in-app),7101
2023-12-10,Android Webview,4883
2023-12-10,Opera,3151
2023-12-10,Amazon Silk,2327
2023-12-10,YaBrowser,627
2023-12-10,Mozilla Compatible Agent,370
2023-12-10,(not set),237
2023-12-10,Whale Browser,116
2023-12-09,Chrome,319549
2023-12-09,Safari,283244
2023-12-09,Edge,37061
2023-12-09,Firefox,17126
2023-12-09,Safari (in-app),10850
2023-12-09,Samsung Internet,10600
2023-12-09,Android Webview,6732
2023-12-09,Opera,2708
2023-12-09,Amazon Silk,2332
2023-12-09,YaBrowser,480
2023-12-09,Mozilla Compatible Agent,322
2023-12-09,(not set),209
2023-12-08,Chrome,469179
