date,os,visits
2024-01-04,Windows,330193
2024-01-04,iOS,308898
2024-01-04,Android,164700
2024-01-04,Macintosh,121423
2024-01-04,Chrome OS,57907
2024-01-04,Linux,23259
2024-01-04,(not set),440
2024-01-03,Windows,344612
2024-01-03,iOS,336978
2024-01-03,Android,175801
2024-01-03,Macintosh,125131
2024-01-03,Chrome OS,46792
2024-01-03,Linux,24969
2024-01-03,(not set),408
2024-01-02,iOS,426493
2024-01-02,Windows,356655
2024-01-02,Android,217262
2024-01-02,Macintosh,131238
2024-01-02,Chrome OS,29781
2024-01-02,Linux,24677
2024-01-02,(not set),495
2024-01-01,iOS,557495
2024-01-01,Android,327434
2024-01-01,Windows,231250
2024-01-01,Macintosh,139012
2024-01-01,Linux,24398
2024-01-01,Chrome OS,14130
2024-01-01,(not set),717
2023-12-31,iOS,336406
2023-12-31,Android,164766
2023-12-31,Windows,125544
2023-12-31,Macintosh,78777
2023-12-31,Linux,21521
2023-12-31,Chrome OS,8801
2023-12-31,(not set),326
2023-12-30,iOS,414193
2023-12-30,Android,189378
2023-12-30,Windows,143822
2023-12-30,Macintosh,87616
2023-12-30,Linux,22049
2023-12-30,Chrome OS,9165
2023-12-30,(not set),327
2023-12-29,iOS,385315
2023-12-29,Windows,204985
2023-12-29,Android,174614
2023-12-29,Macintosh,94352
2023-12-29,Linux,22736
2023-12-29,Chrome OS,9072
2023-12-29,(not set),367
2023-12-28,iOS,404091
2023-12-28,Windows,238547
2023-12-28,Android,188973
2023-12-28,Macintosh,99163
2023-12-28,Linux,22408
2023-12-28,Chrome OS,9312
2023-12-28,(not set),611
2023-12-27,iOS,395022
2023-12-27,Windows,231682
2023-12-27,Android,183231
2023-12-27,Macintosh,96074
2023-12-27,Linux,22758
2023-12-27,Chrome OS,8974
2023-12-27,(not set),417
2023-12-26,iOS,376867
2023-12-26,Windows,196951
2023-12-26,Android,162999
2023-12-26,Macintosh,90315
2023-12-26,Linux,21815
2023-12-26,Chrome OS,8191
2023-12-26,(not set),410
2023-12-25,iOS,321332
2023-12-25,Android,149310
2023-12-25,Windows,111997
2023-12-25,Macintosh,65338
2023-12-25,Linux,21739
2023-12-25,Chrome OS,6408
2023-12-25,(not set),816
2023-12-24,iOS,298263
2023-12-24,Android,146210
2023-12-24,Windows,110318
2023-12-24,Macintosh,66661
2023-12-24,Linux,21846
2023-12-24,Chrome OS,6428
2023-12-24,(not set),352
2023-12-23,iOS,354931
2023-12-23,Android,159310
2023-12-23,Windows,120482
2023-12-23,Macintosh,71285
2023-12-23,Linux,20838
2023-12-23,Chrome OS,7487
2023-12-23,(not set),565
2023-12-22,iOS,280149
2023-12-22,Windows,196171
2023-12-22,Android,134740
2023-12-22,Macintosh,74585
2023-12-22,Linux,25250
2023-12-22,Chrome OS,14625
2023-12-22,(not set),385
2023-12-21,iOS,259622
2023-12-21,Windows,251022
2023-12-21,Android,134970
2023-12-21,Macintosh,88315
2023-12-21,Chrome OS,31429
2023-12-21,Linux,22791
2023-12-21,(not set),413
2023-12-20,Windows,276259
2023-12-20,iOS,263251
2023-12-20,Android,136499
2023-12-20,Macintosh,96015
2023-12-20,Chrome OS,44848
2023-12-20,Linux,21874
2023-12-20,(not set),440
2023-12-19,Windows,313427
2023-12-19,iOS,283526
2023-12-19,Android,152919
2023-12-19,Macintosh,106627
2023-12-19,Chrome OS,58383
2023-12-19,Linux,23747
2023-12-19,(not set),493
2023-12-18,Windows,330771
2023-12-18,iOS,311905
2023-12-18,Android,165646
2023-12-18,Macintosh,126536
2023-12-18,Chrome OS,65650
2023-12-18,Linux,22853
2023-12-18,(not set),620
2023-12-17,iOS,280045
2023-12-17,Windows,148123
2023-12-17,Android,143229
2023-12-17,Macintosh,89188
2023-12-17,Linux,20969
2023-12-17,Chrome OS,16997
2023-12-17,(not set),327
2023-12-16,iOS,253458
2023-12-16,Windows,124731
2023-12-16,Android,124457
2023-12-16,Macintosh,72415
2023-12-16,Linux,21271
2023-12-16,Chrome OS,11421
2023-12-16,(not set),376
2023-12-15,Windows,248340
2023-12-15,iOS,224678
2023-12-15,Android,114201
2023-12-15,Macintosh,97725
2023-12-15,Chrome OS,67908
2023-12-15,Linux,22294
2023-12-15,(not set),392
2023-12-14,Windows,298316
2023-12-14,iOS,223351
2023-12-14,Android,118718
2023-12-14,Macintosh,114290
2023-12-14,Chrome OS,87933
2023-12-14,Linux,21705
2023-12-14,(not set),731
2023-12-13,Windows,310320
2023-12-13,iOS,224080
2023-12-13,Android,121013
2023-12-13,Macintosh,120411
2023-12-13,Chrome OS,90221
2023-12-13,Linux,22273
2023-12-13,(not set),1056
2023-12-12,Windows,333324
2023-12-12,iOS,224684
2023-12-12,Macintosh,125512
2023-12-12,Android,121406
2023-12-12,Chrome OS,94267
2023-12-12,Linux,22470
2023-12-12,(not set),459
2023-12-11,Windows,328330
2023-12-11,iOS,231119
2023-12-11,Macintosh,131379
2023-12-11,Android,128819
2023-12-11,Chrome OS,87843
2023-12-11,Linux,17756
2023-12-11,(not set),760
2023-12-10,iOS,273076
2023-12-10,Windows,176055
2023-12-10,Android,142678
2023-12-10,Macintosh,105115
2023-12-10,Chrome OS,21227
2023-12-10,Linux,16510
2023-12-10,(not set),289
2023-12-09,iOS,277791
2023-12-09,Windows,148367
2023-12-09,Android,142232
2023-12-09,Macintosh,85396
2023-12-09,Linux,16655
2023-12-09,Chrome OS,13211
2023-12-09,(not set),256
2023-12-08,Windows,269218
2023-12-08,iOS,233701
2023-12-08,Android,132313
2023-12-08,Macintosh,111982
2023-12-08,Chrome OS,83875
2023-12-08,Linux,20657
2023-12-08,(not set),573
2023-12-07,Windows,334745
2023-12-07,iOS,253672
2023-12-07,Android,173240
2023-12-07,Macintosh,135879
2023-12-07,Chrome OS,100883
2023-12-07,Linux,18510
2023-12-07,(not set),484
2023-12-06,Windows,329596
2023-12-06,iOS,244367
2023-12-06,Android,157459
2023-12-06,Macintosh,133970
2023-12-06,Chrome OS,94779
2023-12-06,Linux,17697
2023-12-06,(not set),820
2023-12-05,Windows,362384
2023-12-05,iOS,291664
2023-12-05,Android,180773
2023-12-05,Macintosh,141922
2023-12-05,Chrome OS,101370
2023-12-05,Linux,18483
2023-12-05,(not set),683
2023-12-04,Windows,384330
2023-12-04,iOS,331381
2023-12-04,Android,205519
2023-12-04,Macintosh,157484
2023-12-04,Chrome OS,96078
2023-12-04,Linux,22619
2023-12-04,(not set),946
2023-12-03,iOS,304976
2023-12-03,Android,219833
2023-12-03,Windows,200353
2023-12-03,Macintosh,120618
2023-12-03,Linux,22843
2023-12-03,Chrome OS,21149
2023-12-03,(not set),308
2023-12-02,iOS,333839
2023-12-02,Android,261327
2023-12-02,Windows,184938
2023-12-02,Macintosh,100429
2023-12-02,Linux,23719
2023-12-02,Chrome OS,14297
2023-12-02,(not set),327
2023-12-01,Windows,299999
2023-12-01,iOS,270306
2023-12-01,Android,167025
2023-12-01,Macintosh,123532
2023-12-01,Chrome OS,86605
2023-12-01,Linux,23493
2023-12-01,(not set),627
2023-11-30,Windows,349783
2023-11-30,iOS,232404
2023-11-30,Android,141951
2023-11-30,Macintosh,137098
2023-11-30,Chrome OS,107078
2023-11-30,Linux,23762
2023-11-30,(not set),499
2023-11-29,Windows,364294
2023-11-29,iOS,238725
2023-11-29,Android,145764
2023-11-29,Macintosh,144329
2023-11-29,Chrome OS,107181
2023-11-29,Linux,22917
2023-11-29,(not set),396
2023-11-28,Windows,369080
2023-11-28,iOS,240157
2023-11-28,Android,150746
2023-11-28,Macintosh,148167
