date,visits
2024-01-04,1235989
2024-01-03,1162230
2024-01-02,1177279
2024-01-01,464346
2023-12-31,325990
2023-12-30,378262
2023-12-29,699864
2023-12-28,947905
2023-12-27,863866
2023-12-26,809794
2023-12-25,339359
2023-12-24,278343
2023-12-23,492850
2023-12-22,777207
2023-12-21,992401
2023-12-20,1080248
2023-12-19,1158900
2023-12-18,1010653
2023-12-17,393117
2023-12-16,370228
2023-12-15,861194
2023-12-14,1032676
2023-12-13,1114312
2023-12-12,1016644
2023-12-11,1006241
2023-12-10,427547
2023-12-09,386128
2023-12-08,931681
2023-12-07,1111700
2023-12-06,1146171
2023-12-05,1198946
2023-12-04,1103379
2023-12-03,527870
2023-12-02,460905
2023-12-01,925916
2023-11-30,1142163
2023-11-29,1059493
2023-11-28,1132949
2023-11-27,1087917
2023-11-26,493876
2023-11-25,464026
2023-11-24,562361
2023-11-23,491234
2023-11-22,780846
2023-11-21,1041472
2023-11-20,1021936
2023-11-19,435055
2023-11-18,439889
2023-11-17,850416
2023-11-16,1156005
2023-11-15,1097683
2023-11-14,1107158
2023-11-13,1043525
2023-11-12,442309
2023-11-11,397173
2023-11-10,666719
2023-11-09,991547
2023-11-08,1185422
2023-11-07,1353606
2023-11-06,1159689
2023-11-05,539995
2023-11-04,496139
2023-11-03,976907
2023-11-02,1086317
2023-11-01,1042395
2023-10-31,1008447
2023-10-30,1114437
2023-10-29,452693
2023-10-28,395402
2023-10-27,813992
2023-10-26,1001669
2023-10-25,1115831
2023-10-24,1082008
2023-10-23,1054363
2023-10-22,506039
2023-10-21,470545
2023-10-20,869803
2023-10-19,1032434
2023-10-18,1029094
2023-10-17,1131879
2023-10-16,1153835
2023-10-15,521362
2023-10-14,508510
2023-10-13,826964
2023-10-12,947010
2023-10-11,1013037
2023-10-10,1126177
2023-10-09,935321
2023-10-08,449945
2023-10-07,408747
