domain,visits
www.usa.gov,1496735
sam.gov,922686
www.gsaadvantage.gov,641561
www.gsa.gov,493995
search.usa.gov,445438
www.login.gov,414847
login.gov,216372
www.acquisition.gov,119750
www.regulations.gov,98101
www.gsaauctions.gov,78147
www.fsd.gov,77098
gsaauctions.gov,52969
vote.gov,34098
realestatesales.gov,30370
www.reginfo.gov,28357
data.gov,26804
www.gsaelibrary.gsa.gov,24420
www.usability.gov,22004
www.fpds.gov,19805
www.fai.gov,19138
