date,browser,visits
2024-01-04,Internet Explorer,765
2024-01-03,Internet Explorer,672
2024-01-02,Internet Explorer,645
2024-01-01,Internet Explorer,119
2023-12-31,Internet Explorer,91
2023-12-30,Internet Explorer,84
2023-12-29,Internet Explorer,356
2023-12-28,Internet Explorer,512
2023-12-27,Internet Explorer,484
2023-12-26,Internet Explorer,349
2023-12-25,Internet Explorer,72
2023-12-24,Internet Explorer,58
2023-12-23,Internet Explorer,71
2023-12-22,Internet Explorer,351
2023-12-21,Internet Explorer,472
2023-12-20,Internet Explorer,556
2023-12-19,Internet Explorer,569
2023-12-18,Internet Explorer,586
2023-12-17,Internet Explorer,124
2023-12-16,Internet Explorer,106
2023-12-15,Internet Explorer,527
2023-12-14,Internet Explorer,593
2023-12-13,Internet Explorer,627
2023-12-12,Internet Explorer,588
2023-12-11,Internet Explorer,607
2023-12-10,Internet Explorer,91
2023-12-09,Internet Explorer,97
2023-12-08,Internet Explorer,471
2023-12-07,Internet Explorer,599
2023-12-06,Internet Explorer,568
2023-12-05,Internet Explorer,608
2023-12-04,Internet Explorer,634
2023-12-03,Internet Explorer,84
2023-12-02,Internet Explorer,93
2023-12-01,Internet Explorer,453
2023-11-30,Internet Explorer,576
2023-11-29,Internet Explorer,589
2023-11-28,Internet Explorer,635
2023-11-27,Internet Explorer,557
2023-11-26,Internet Explorer,99
2023-11-25,Internet Explorer,68
2023-11-24,Internet Explorer,159
2023-11-23,Internet Explorer,98
2023-11-22,Internet Explorer,350
2023-11-21,Internet Explorer,578
2023-11-20,Internet Explorer,558
2023-11-19,Internet Explorer,94
2023-11-18,Internet Explorer,101
2023-11-17,Internet Explorer,507
2023-11-16,Internet Explorer,600
2023-11-15,Internet Explorer,698
2023-11-14,Internet Explorer,714
2023-11-13,Internet Explorer,689
2023-11-12,Internet Explorer,136
2023-11-11,Internet Explorer,111
2023-11-10,Internet Explorer,350
2023-11-09,Internet Explorer,578
2023-11-08,Internet Explorer,609
2023-11-07,Internet Explorer,671
2023-11-06,Internet Explorer,613
2023-11-05,Internet Explorer,133
2023-11-04,Internet Explorer,139
2023-11-03,Internet Explorer,624
2023-11-02,Internet Explorer,742
2023-11-01,Internet Explorer,793
2023-10-31,Internet Explorer,794
2023-10-30,Internet Explorer,861
2023-10-29,Internet Explorer,176
2023-10-28,Internet Explorer,155
2023-10-27,Internet Explorer,709
2023-10-26,Internet Explorer,863
2023-10-25,Internet Explorer,867
2023-10-24,Internet Explorer,862
2023-10-23,Internet Explorer,898
2023-10-22,Internet Explorer,166
2023-10-21,Internet Explorer,201
2023-10-20,Internet Explorer,723
2023-10-19,Internet Explorer,710
2023-10-18,Internet Explorer,698
2023-10-17,Internet Explorer,740
2023-10-16,Internet Explorer,725
2023-10-15,Internet Explorer,187
2023-10-14,Internet Explorer,172
2023-10-13,Internet Explorer,578
2023-10-12,Internet Explorer,766
2023-10-11,Internet Explorer,778
2023-10-10,Internet Explorer,863
2023-10-09,Internet Explorer,447
2023-10-08,Internet Explorer,134
2023-10-07,Internet Explorer,148
