date,screen_resolution,visits
2024-01-04,1920x1080,19755
2024-01-04,390x844,6664
2024-01-04,1536x864,6369
2024-01-04,1440x900,5601
2024-01-04,428x926,4401
2024-01-04,1366x768,4328
2024-01-04,1280x720,3935
2024-01-04,430x932,3804
2024-01-04,1024x768,2731
2024-01-04,414x896,2721
2024-01-04,393x852,2401
2024-01-04,2560x1440,2265
2024-01-04,375x812,2047
2024-01-04,1280x800,1506
2024-01-04,412x915,1249
2024-01-04,1600x900,1195
2024-01-04,1680x1050,1067
2024-01-03,1920x1080,19379
2024-01-03,390x844,6827
2024-01-03,1536x864,6163
2024-01-03,1440x900,5837
2024-01-03,428x926,4801
2024-01-03,1366x768,4346
2024-01-03,430x932,4098
2024-01-03,1280x720,3959
2024-01-03,414x896,2996
2024-01-03,1024x768,2727
2024-01-03,2560x1440,2342
2024-01-03,393x852,2336
2024-01-03,375x812,2032
2024-01-03,1280x800,1453
2024-01-03,412x915,1241
2024-01-03,1600x900,1186
2024-01-03,1680x1050,1099
2024-01-03,360x800,1010
2024-01-02,1920x1080,18163
2024-01-02,390x844,6532
2024-01-02,1536x864,6042
2024-01-02,1440x900,5674
2024-01-02,428x926,4469
2024-01-02,1366x768,4036
2024-01-02,430x932,3913
2024-01-02,1280x720,3553
2024-01-02,414x896,2851
2024-01-02,1024x768,2744
2024-01-02,2560x1440,2322
2024-01-02,393x852,2288
2024-01-02,375x812,2096
2024-01-02,1280x800,1452
2024-01-02,412x915,1305
2024-01-02,1600x900,1240
2024-01-02,1680x1050,1058
2024-01-02,360x800,1031
2024-01-01,390x844,4597
2024-01-01,1920x1080,3899
2024-01-01,428x926,2847
2024-01-01,1440x900,2707
2024-01-01,1024x768,2699
2024-01-01,430x932,2479
2024-01-01,1536x864,2353
2024-01-01,1366x768,2126
2024-01-01,414x896,1945
2024-01-01,393x852,1554
2024-01-01,375x812,1484
2024-01-01,1280x720,1205
2023-12-31,390x844,3851
2023-12-31,1024x768,2727
2023-12-31,1920x1080,2725
2023-12-31,428x926,2402
2023-12-31,430x932,2109
2023-12-31,1440x900,1851
2023-12-31,414x896,1804
2023-12-31,1536x864,1721
2023-12-31,1366x768,1605
2023-12-31,393x852,1357
2023-12-31,375x812,1234
2023-12-30,390x844,4372
2023-12-30,1920x1080,3367
2023-12-30,428x926,2800
2023-12-30,1024x768,2756
2023-12-30,430x932,2587
2023-12-30,1440x900,2384
2023-12-30,1536x864,2094
2023-12-30,414x896,1900
2023-12-30,1366x768,1839
2023-12-30,393x852,1558
2023-12-30,375x812,1326
2023-12-30,1280x720,1034
2023-12-29,1920x1080,9273
2023-12-29,390x844,5402
2023-12-29,1536x864,3705
2023-12-29,428x926,3514
2023-12-29,1440x900,3478
2023-12-29,430x932,3072
2023-12-29,1024x768,2716
2023-12-29,1366x768,2697
2023-12-29,414x896,2478
2023-12-29,1280x720,2039
2023-12-29,393x852,1853
2023-12-29,800x600,1702
2023-12-29,375x812,1665
2023-12-29,2560x1440,1091
2023-12-29,412x915,1015
2023-12-28,1920x1080,11811
2023-12-28,390x844,5684
2023-12-28,1536x864,4465
2023-12-28,1440x900,4029
2023-12-28,428x926,3610
2023-12-28,430x932,3255
2023-12-28,1366x768,3007
2023-12-28,1024x768,2910
2023-12-28,1280x720,2555
2023-12-28,414x896,2494
2023-12-28,393x852,1994
2023-12-28,375x812,1799
2023-12-28,2560x1440,1378
2023-12-28,1280x800,1050
2023-12-28,412x915,1049
2023-12-27,1920x1080,12068
2023-12-27,390x844,5521
2023-12-27,1536x864,4215
2023-12-27,1440x900,4193
2023-12-27,428x926,3853
2023-12-27,430x932,3271
2023-12-27,1366x768,3007
2023-12-27,1024x768,2871
2023-12-27,1280x720,2590
2023-12-27,414x896,2348
2023-12-27,393x852,1893
2023-12-27,375x812,1714
2023-12-27,2560x1440,1286
2023-12-27,1280x800,1051
2023-12-27,412x915,1021
2023-12-26,1920x1080,9029
2023-12-26,390x844,4722
2023-12-26,1536x864,3865
2023-12-26,1440x900,3519
2023-12-26,428x926,3352
2023-12-26,1024x768,2817
2023-12-26,430x932,2817
2023-12-26,1366x768,2637
2023-12-26,1280x720,2132
2023-12-26,414x896,2102
2023-12-26,393x852,1617
2023-12-26,375x812,1536
2023-12-26,2560x1440,1119
2023-12-25,390x844,3062
2023-12-25,1024x768,2728
2023-12-25,1920x1080,1915
2023-12-25,428x926,1913
2023-12-25,430x932,1582
2023-12-25,414x896,1366
2023-12-25,1536x864,1353
2023-12-25,1366x768,1291
2023-12-25,1440x900,1279
2023-12-24,390x844,3152
2023-12-24,1024x768,2836
2023-12-24,428x926,1933
2023-12-24,1920x1080,1913
2023-12-24,430x932,1596
2023-12-24,414x896,1457
2023-12-24,1440x900,1230
2023-12-24,1536x864,1210
2023-12-24,1366x768,1122
2023-12-24,393x852,1047
2023-12-24,375x812,1016
2023-12-23,390x844,3509
2023-12-23,1024x768,2777
2023-12-23,1920x1080,2603
2023-12-23,428x926,2298
2023-12-23,430x932,1878
2023-12-23,1440x900,1736
2023-12-23,414x896,1612
2023-12-23,1536x864,1557
2023-12-23,1366x768,1487
2023-12-23,393x852,1268
2023-12-23,375x812,1188
2023-12-22,1920x1080,8829
2023-12-22,390x844,4423
2023-12-22,1536x864,3268
2023-12-22,1440x900,2963
2023-12-22,428x926,2877
2023-12-22,1024x768,2783
2023-12-22,430x932,2413
2023-12-22,1366x768,2196
2023-12-22,1280x720,1943
2023-12-22,414x896,1877
2023-12-22,800x600,1819
2023-12-22,393x852,1606
2023-12-22,375x812,1407
2023-12-22,2560x1440,1082
2023-12-21,1920x1080,13561
2023-12-21,390x844,5019
2023-12-21,1536x864,4310
2023-12-21,1440x900,3841
2023-12-21,428x926,3375
2023-12-21,1024x768,2918
2023-12-21,1366x768,2853
2023-12-21,1280x720,2779
2023-12-21,430x932,2771
