domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
(other),(other),10295640,13042902,9154238,0.78936727424617614,80.538705398774525,0.40407042849819774
www.nsopw.gov,/,6715867,2614043,2380769,2.5691493980779962,92.085469581544757,0.034425217947830239
www.nsopw.gov,/search-public-sex-offender-registries,4692434,573497,443609,8.182142190804834,390.71759210645041,0.50328423688354085
acis.eoir.justice.gov,/en/,3793190,1350695,422422,2.8083246032598033,293.69540546166235,0.21174506457786546
www.fbi.gov,/,1056624,644633,586091,1.6391093847196776,64.298868104997723,0.78159200661461636
www.fbi.gov,/wanted/topten,845802,185911,167967,4.5494994916922611,230.5088386655066,0.20717440065407641
acis.eoir.justice.gov,/es/,809432,391359,155163,2.0682595775234502,170.04308727595892,0.3109216857156728
www.justice.gov,/,610272,415886,270412,1.4674021246206894,130.54173165551617,0.71291171138244613
acis.eoir.justice.gov,/en/caseInformation/,559083,264220,87762,2.1159753235939749,178.49797299698736,0.45447732949814551
uat.ojjdp.ojp.gov,/,346002,218251,220990,1.5853398151669409,14.32152075904807,0.43035770741027535
www.ic3.gov,/,281567,147186,125885,1.9130012365306484,124.01247135523758,0.30118353647765411
acis.eoir.justice.gov,/en/caseInformation,234159,43074,14334,5.4362028137623621,700.45273329474855,0.40312021172865303
www.ojp.gov,/,220594,155800,151055,1.4158793324775354,20.951356907817715,0.63190629011553279
www.dea.gov,/,160066,90365,70483,1.7713273944558181,138.09415975129752,0.43241299175565762
uat.smart.ojp.gov,/,159988,104720,107790,1.5277692895339954,10.764640757668069,0.55208174178762415
www.ojp.gov,/ncjrs,157357,116504,115764,1.3506574881549132,7.4535834699495291,0.745768385634828
www.usmarshals.gov,/,156418,87386,78073,1.7899663561668917,167.22981018945828,0.24957086947565971
www.dea.gov,/factsheets/ketamine,154851,212232,187930,0.729630781409024,58.153195571888311,0.48913924384635682
acis.eoir.justice.gov,/es/caseInformation/,152162,84632,30292,1.7979251347008225,124.98851938265669,0.53151290292088094
www.justice.gov,/news,137021,23979,14238,5.7142082655657029,253.24257197652113,0.30801951707744274
