date,browser,visits
2024-01-04,Chrome,489968
2024-01-04,Safari,206716
2024-01-04,Edge,68016
2024-01-04,Firefox,15102
2024-01-04,(other),8887
2024-01-04,Samsung Internet,7802
2024-01-04,Safari (in-app),7251
2024-01-04,Android Webview,6550
2024-01-04,Opera,1652
2024-01-04,(not set),922
2024-01-04,Amazon Silk,383
2024-01-04,Internet Explorer,356
2024-01-04,UC Browser,306
2024-01-04,Mozilla Compatible Agent,180
2024-01-04,YaBrowser,156
2024-01-03,Chrome,628917
2024-01-03,Safari,245671
2024-01-03,Edge,80852
2024-01-03,Firefox,15777
2024-01-03,Samsung Internet,9916
2024-01-03,Safari (in-app),9007
2024-01-03,Android Webview,7357
2024-01-03,Opera,2243
2024-01-03,(not set),1219
2024-01-03,Internet Explorer,546
2024-01-03,Amazon Silk,507
2024-01-03,UC Browser,418
2024-01-03,YaBrowser,200
2024-01-03,Mozilla Compatible Agent,187
2024-01-03,Opera Mini,132
2024-01-02,Chrome,582190
2024-01-02,Safari,232359
2024-01-02,Edge,72825
2024-01-02,Firefox,18304
2024-01-02,Samsung Internet,9080
2024-01-02,Safari (in-app),8613
2024-01-02,Android Webview,8123
2024-01-02,Opera,2056
2024-01-02,(not set),1425
2024-01-02,Internet Explorer,665
2024-01-02,Amazon Silk,536
2024-01-02,UC Browser,382
2024-01-02,Mozilla Compatible Agent,229
2024-01-02,YaBrowser,193
2024-01-02,Opera Mini,145
2024-01-01,Chrome,272229
2024-01-01,Safari,186140
2024-01-01,Edge,16527
2024-01-01,Firefox,9616
2024-01-01,Android Webview,8153
2024-01-01,Safari (in-app),7743
2024-01-01,Samsung Internet,7320
2024-01-01,Opera,1686
2024-01-01,Internet Explorer,1683
2024-01-01,(not set),882
2024-01-01,Amazon Silk,480
2024-01-01,UC Browser,373
2024-01-01,Mozilla Compatible Agent,168
2024-01-01,YaBrowser,116
2024-01-01,Opera Mini,114
2023-12-31,Chrome,205601
2023-12-31,Safari,159868
2023-12-31,Edge,13548
2023-12-31,Samsung Internet,6767
2023-12-31,Safari (in-app),6686
2023-12-31,Android Webview,6561
2023-12-31,Firefox,5580
2023-12-31,Opera,1613
2023-12-31,(not set),894
2023-12-31,Amazon Silk,445
2023-12-31,UC Browser,433
2023-12-31,Mozilla Compatible Agent,152
2023-12-31,YaBrowser,119
2023-12-30,Chrome,240576
2023-12-30,Safari,188373
2023-12-30,Edge,16349
2023-12-30,Firefox,9112
2023-12-30,Samsung Internet,7698
2023-12-30,Safari (in-app),7436
2023-12-30,Android Webview,6815
2023-12-30,Opera,1741
2023-12-30,(not set),926
2023-12-30,Amazon Silk,472
2023-12-30,UC Browser,405
2023-12-30,Mozilla Compatible Agent,165
2023-12-30,YaBrowser,144
2023-12-30,Opera Mini,122
2023-12-29,Chrome,415681
2023-12-29,Safari,203500
2023-12-29,Edge,44787
2023-12-29,Firefox,10427
2023-12-29,Samsung Internet,8485
2023-12-29,Safari (in-app),8338
2023-12-29,Android Webview,6888
2023-12-29,Opera,1931
2023-12-29,(not set),1016
2023-12-29,Amazon Silk,502
2023-12-29,UC Browser,398
2023-12-29,Internet Explorer,360
2023-12-29,Mozilla Compatible Agent,198
2023-12-29,YaBrowser,174
2023-12-29,Opera Mini,124
2023-12-28,Chrome,546390
2023-12-28,Safari,219171
2023-12-28,Edge,56600
2023-12-28,Firefox,11611
2023-12-28,Safari (in-app),9083
2023-12-28,Samsung Internet,8958
2023-12-28,Android Webview,7367
2023-12-28,Opera,1968
2023-12-28,(not set),1100
2023-12-28,Amazon Silk,535
2023-12-28,UC Browser,438
2023-12-28,Internet Explorer,405
2023-12-28,Mozilla Compatible Agent,199
2023-12-28,YaBrowser,170
2023-12-28,Opera Mini,116
2023-12-27,Chrome,524401
2023-12-27,Safari,215617
2023-12-27,Edge,58623
2023-12-27,Firefox,12059
2023-12-27,Samsung Internet,9091
2023-12-27,Safari (in-app),8066
2023-12-27,Android Webview,7457
2023-12-27,Opera,2127
2023-12-27,(not set),1178
2023-12-27,UC Browser,744
2023-12-27,Amazon Silk,522
2023-12-27,Internet Explorer,397
2023-12-27,Mozilla Compatible Agent,212
2023-12-27,YaBrowser,192
2023-12-27,Opera Mini,151
2023-12-26,Chrome,430234
2023-12-26,Safari,199495
2023-12-26,Edge,44130
2023-12-26,Firefox,11310
2023-12-26,Samsung Internet,8245
2023-12-26,Safari (in-app),8192
2023-12-26,Android Webview,7056
2023-12-26,Opera,2186
2023-12-26,(not set),1534
2023-12-26,UC Browser,747
2023-12-26,Internet Explorer,525
2023-12-26,Amazon Silk,470
2023-12-26,Mozilla Compatible Agent,219
2023-12-26,YaBrowser,191
2023-12-26,Opera Mini,135
2023-12-25,Chrome,226307
2023-12-25,Safari,149043
2023-12-25,Edge,11810
2023-12-25,Samsung Internet,6785
2023-12-25,Android Webview,6744
2023-12-25,Safari (in-app),6600
2023-12-25,Firefox,5285
2023-12-25,Internet Explorer,1887
2023-12-25,Opera,1823
2023-12-25,(not set),935
2023-12-25,UC Browser,699
2023-12-25,Amazon Silk,385
2023-12-25,YaBrowser,162
2023-12-25,Mozilla Compatible Agent,158
2023-12-25,Opera Mini,141
2023-12-24,Chrome,244027
2023-12-24,Safari,151130
2023-12-24,Edge,12396
2023-12-24,Firefox,7532
2023-12-24,Android Webview,7267
2023-12-24,Safari (in-app),7065
2023-12-24,Samsung Internet,6749
2023-12-24,Opera,1829
2023-12-24,(not set),840
2023-12-24,UC Browser,831
2023-12-24,Amazon Silk,364
2023-12-24,Mozilla Compatible Agent,158
2023-12-24,Opera Mini,151
2023-12-24,YaBrowser,148
2023-12-23,Chrome,308194
2023-12-23,Safari,181278
2023-12-23,Edge,15389
2023-12-23,Safari (in-app),8644
2023-12-23,Samsung Internet,7988
2023-12-23,Android Webview,7901
2023-12-23,Firefox,6856
2023-12-23,Opera,2037
2023-12-23,(not set),1238
2023-12-23,UC Browser,769
2023-12-23,Amazon Silk,511
2023-12-23,YaBrowser,191
2023-12-23,Mozilla Compatible Agent,168
2023-12-23,Opera Mini,152
2023-12-22,Chrome,513378
2023-12-22,Safari,218364
2023-12-22,Edge,48755
2023-12-22,Firefox,11424
2023-12-22,Safari (in-app),9888
2023-12-22,Android Webview,9674
2023-12-22,Samsung Internet,8650
2023-12-22,(not set),3087
2023-12-22,Opera,2143
2023-12-22,UC Browser,729
2023-12-22,Amazon Silk,564
2023-12-22,Internet Explorer,346
2023-12-22,YaBrowser,186
2023-12-22,Android Runtime,180
2023-12-22,Mozilla Compatible Agent,175
2023-12-22,Opera Mini,161
2023-12-21,Chrome,568568
2023-12-21,Safari,223360
