date,visits
2024-01-04,814448
2024-01-03,1024853
2024-01-02,952242
2024-01-01,517348
2023-12-31,415085
2023-12-30,475538
2023-12-29,699792
2023-12-28,863726
2023-12-27,819863
2023-12-26,720061
2023-12-25,408532
2023-12-24,445746
2023-12-23,542140
2023-12-22,850593
2023-12-21,894433
2023-12-20,956222
2023-12-19,993396
2023-12-18,953306
2023-12-17,514697
2023-12-16,563327
2023-12-15,1034606
2023-12-14,1045234
2023-12-13,992735
2023-12-12,997908
2023-12-11,1042628
2023-12-10,576801
2023-12-09,564607
2023-12-08,928681
2023-12-07,1079895
2023-12-06,1110583
2023-12-05,1181541
2023-12-04,1058454
2023-12-03,578857
2023-12-02,586118
2023-12-01,1005594
2023-11-30,1170969
2023-11-29,1162635
2023-11-28,1032689
2023-11-27,983945
2023-11-26,576626
2023-11-25,531046
2023-11-24,571764
2023-11-23,543335
2023-11-22,848002
2023-11-21,1163900
2023-11-20,1063236
2023-11-19,608176
2023-11-18,561015
2023-11-17,986818
2023-11-16,1068772
2023-11-15,1081922
2023-11-14,1053777
2023-11-13,1008900
2023-11-12,613437
2023-11-11,596899
2023-11-10,878686
2023-11-09,1059784
2023-11-08,1185720
2023-11-07,1085315
2023-11-06,1074891
2023-11-05,630875
2023-11-04,596675
2023-11-03,917270
2023-11-02,1066029
2023-11-01,1295917
2023-10-31,1165461
2023-10-30,1138396
2023-10-29,718515
2023-10-28,945651
2023-10-27,1275183
2023-10-26,998121
2023-10-25,1028838
2023-10-24,1169627
2023-10-23,1001164
2023-10-22,698183
2023-10-21,661818
2023-10-20,1045344
2023-10-19,956139
2023-10-18,923071
2023-10-17,932523
2023-10-16,864396
2023-10-15,549050
2023-10-14,512939
2023-10-13,752120
2023-10-12,871558
2023-10-11,815298
2023-10-10,761211
2023-10-09,582937
2023-10-08,400842
2023-10-07,392699
