date,os,visits
2024-01-04,Windows,304423
2024-01-04,iOS,215118
2024-01-04,Android,122491
2024-01-04,Linux,92347
2024-01-04,Macintosh,55338
2024-01-04,Chrome OS,15169
2024-01-04,(other),8887
2024-01-04,,1036
2024-01-03,Windows,389127
2024-01-03,iOS,250404
2024-01-03,Android,144294
2024-01-03,Linux,141151
2024-01-03,Macintosh,65887
2024-01-03,Chrome OS,16107
2024-01-03,(not set),1310
2024-01-02,Windows,346363
2024-01-02,iOS,241628
2024-01-02,Android,136610
2024-01-02,Linux,134604
2024-01-02,Macintosh,60497
2024-01-02,Chrome OS,11221
2024-01-02,(not set),1523
2024-01-01,iOS,201287
2024-01-01,Android,114258
2024-01-01,Windows,106761
2024-01-01,Linux,62030
2024-01-01,Macintosh,30562
2024-01-01,Chrome OS,4012
2024-01-01,(not set),945
2023-12-31,iOS,174994
2023-12-31,Android,105736
2023-12-31,Windows,57237
2023-12-31,Linux,42859
2023-12-31,Macintosh,26315
2023-12-31,Chrome OS,2953
2023-12-31,(not set),942
2023-12-30,iOS,201099
2023-12-30,Android,121563
2023-12-30,Windows,72342
2023-12-30,Linux,48956
2023-12-30,Macintosh,30047
2023-12-30,Chrome OS,3209
2023-12-30,(not set),1008
2023-12-29,Windows,244759
2023-12-29,iOS,214856
2023-12-29,Android,125209
2023-12-29,Linux,90068
2023-12-29,Macintosh,41079
2023-12-29,Chrome OS,4059
2023-12-29,(not set),1059
2023-12-28,Windows,333319
2023-12-28,iOS,233909
2023-12-28,Android,137307
2023-12-28,Linux,101984
2023-12-28,Macintosh,45288
2023-12-28,Chrome OS,4258
2023-12-28,(not set),1140
2023-12-27,Windows,311697
2023-12-27,iOS,227425
2023-12-27,Android,142346
2023-12-27,Linux,106407
2023-12-27,Macintosh,45289
2023-12-27,Chrome OS,4224
2023-12-27,(not set),1229
2023-12-26,Windows,227664
2023-12-26,iOS,212249
2023-12-26,Android,131241
2023-12-26,Linux,102463
2023-12-26,Macintosh,41344
2023-12-26,Chrome OS,3685
2023-12-26,(not set),1568
