domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
www.justice.gov,6983255,5293880,7774970,1.1133733481019954,113.59662586294546,0.48989504178209159
www.nsopw.gov,3326506,2853455,11560659,3.4753158419073946,147.10250118003029,0.14095720855456145
www.fbi.gov,2696151,2253004,4559863,1.6912491177237476,118.33193594133742,0.5214681966996656
acis.eoir.justice.gov,2376658,675251,5805999,2.442925738579131,246.33882928723776,0.305384283308747
www.dea.gov,1373221,1177332,1519584,1.106583718134226,90.125091023541742,0.45927276090301561
www.ojp.gov,1349224,1211342,1372815,1.017484865374467,74.881815705165351,0.50371769254030463
www.atf.gov,598484,465424,826794,1.3814805408331718,131.7043735663911,0.36426704807480231
www.usmarshals.gov,448986,389013,617708,1.3757845456205762,112.55820024413681,0.47452927262765432
www.ada.gov,341881,263516,360888,1.0555953679789167,131.35141986483012,0.474986910650197
uat.ojjdp.ojp.gov,257275,259265,387051,1.5044252259255659,12.720918401418709,0.50285492177630942
www.deadiversion.usdoj.gov,254263,186573,333228,1.3105642582680139,146.4986680580659,0.36445727455430005
www.ic3.gov,247662,194410,395125,1.5954203713125146,111.5937019729591,0.36912001033666852
nij.ojp.gov,212677,164352,225197,1.0588686129670815,137.06369495260893,0.43127841750635942
bjs.ojp.gov,192829,165945,221209,1.1471770325002981,85.855267475981307,0.624216274523023
uat.bja.ojp.gov,150660,150982,158209,1.0501061993893535,2.21980269097969,0.96920881454931629
uat.smart.ojp.gov,141533,145443,201716,1.4252223862986018,9.3689665036069343,0.64613906297471257
complaint.ic3.gov,135190,99680,163135,1.2067090761150974,213.51333060863234,0.218100451216806
uat.ojp.gov,125287,123740,181678,1.4500945828378045,9.8701141115838027,0.56732941167080386
search.justice.gov,117594,100632,182315,1.5503767199006753,94.889282393234282,0.091577801588516416
bja.ojp.gov,99634,76563,126009,1.2647188710681092,132.20337290869583,0.39799666780416326
