date,os_version,visits
2023-11-08,10,1054607
2023-09-29,10,907755
2023-12-15,10,901514
2023-10-02,10,895297
2023-12-06,10,891832
2023-10-12,10,883140
2023-09-28,10,870596
2023-12-22,10,862252
2023-11-21,10,852011
2023-11-16,10,843911
2023-12-12,10,839621
2023-11-01,10,837733
2023-12-20,10,826755
2023-11-15,10,817290
2023-11-09,10,812680
2023-10-03,10,811452
2023-11-07,10,803924
2023-10-24,10,801023
2023-10-25,10,798036
2023-10-04,10,796112
2023-10-17,10,793839
2023-12-14,10,791906
2023-10-18,10,790833
2023-10-27,10,789365
2023-10-31,10,787195
2023-11-02,10,785741
2023-10-05,10,784535
2023-10-26,10,784151
2023-12-07,10,781465
2023-12-21,10,779981
2023-12-01,10,777941
2023-11-27,10,771060
2023-10-23,10,764438
2023-10-11,10,764318
2023-12-19,10,762503
2023-12-11,10,762104
2023-10-10,10,760977
2023-11-14,10,759277
2023-11-28,10,757517
2023-11-06,10,755728
2023-10-16,10,754553
2023-10-19,10,752850
2023-12-13,10,747672
2023-11-17,10,743731
2023-10-06,10,740816
2023-10-30,10,732060
2023-10-13,10,727118
2023-12-08,10,724301
2023-12-18,10,721186
2023-11-20,10,715531
2023-12-04,10,704909
2023-12-05,10,704781
2023-11-30,10,704342
2023-11-29,10,700798
2023-10-20,10,700389
2023-11-03,10,680002
2023-12-26,10,658195
2023-11-22,10,655166
2023-11-13,10,649736
2023-10-09,10,595631
2023-10-14,10,580478
2023-11-10,10,576320
2023-10-28,10,568172
2023-10-01,10,558443
2023-11-24,10,508771
2023-11-04,10,506301
2023-09-30,10,496097
2023-10-15,10,493883
2023-10-07,10,490294
2023-11-05,10,472341
2023-12-16,10,466411
2023-10-21,10,466304
2023-12-23,10,466280
2023-12-25,10,463951
2023-10-29,10,457833
2023-10-22,10,456644
2023-10-08,10,456534
2023-12-02,10,450676
2023-11-26,10,448387
2023-12-10,10,438363
2023-12-09,10,436840
2023-12-17,10,430986
2023-12-24,10,427868
2023-11-23,10,422633
2023-11-11,10,417811
2023-11-25,10,417659
2023-12-03,10,410503
2023-11-18,10,408825
2023-11-12,10,408493
2023-11-19,10,398141
2023-11-06,11,126926
2023-11-07,11,125941
2023-11-01,11,124579
2023-11-14,11,120153
2023-11-02,11,118866
2023-10-31,11,118447
2023-11-09,11,118084
2023-10-09,11,117694
2023-11-08,11,117451
2023-11-19,11,117244
2023-10-26,11,116838
2023-11-27,11,116313
2023-10-17,11,116286
2023-11-20,11,115902
2023-11-15,11,115397
2023-10-30,11,115394
2023-10-24,11,115388
2023-10-18,11,114634
2023-10-25,11,114435
2023-12-04,2000,114207
2023-11-16,11,113998
2023-11-05,11,113977
2023-10-19,11,113885
2023-10-16,11,113637
2023-10-23,11,113628
2023-10-05,11,113458
2023-10-11,11,112796
2023-10-04,11,112674
2023-11-21,11,112592
2023-10-15,11,112382
2023-11-28,11,112295
2023-10-02,11,112054
2023-10-12,11,111412
2023-10-03,11,111343
2023-11-26,11,109946
2023-12-07,11,109930
2023-10-20,11,108799
2023-10-08,11,108708
2023-10-29,11,108568
2023-10-10,11,108439
2023-12-06,11,108310
2023-11-12,11,108275
2023-10-22,11,106429
2023-11-13,11,106131
2023-10-27,11,105880
2023-09-28,11,105679
2023-12-05,11,105529
2023-11-29,11,105022
2023-12-08,11,103918
2023-11-10,11,103338
2023-11-17,11,103147
2023-11-03,11,102898
2023-12-03,11,102570
2023-12-13,11,101900
2023-10-01,11,101626
2023-10-13,11,101578
2023-11-22,11,101162
2023-11-30,11,100110
2023-10-06,11,100108
2023-12-01,11,99829
2023-12-10,11,98956
2023-12-12,11,98946
2023-11-23,11,98649
2023-11-04,11,97767
2023-12-05,2000,95990
2023-11-18,11,95977
2023-11-11,11,95792
2023-09-29,11,95583
2023-11-25,11,95509
2023-10-14,11,95247
2023-12-14,11,95124
2023-12-19,11,93577
2023-10-21,11,93277
2023-11-24,11,93006
2023-12-11,11,92983
2023-10-07,11,92589
2023-12-18,11,92466
2023-12-04,11,92075
2023-12-21,11,91554
2023-12-15,11,91366
2023-12-20,11,91259
2023-12-26,11,89372
2023-09-30,11,88576
2023-10-28,11,88508
2023-12-17,11,86452
2023-12-02,11,81871
2023-12-22,2000,81726
2023-12-22,11,80966
2023-12-25,11,80551
2023-12-09,11,76588
2023-12-25,2000,74787
2023-12-06,2000,74257
2023-12-16,11,72640
2023-12-23,2000,69209
2023-12-24,11,69028
2023-12-23,11,67216
2023-11-29,2000,53326
2023-11-28,2000,47624
2023-11-24,2000,43339
2023-12-20,2000,38614
2023-09-28,2000,37911
2023-12-03,2000,32409
2023-10-14,8,30066
2023-12-26,2000,29117
2023-12-01,2000,28665
2023-10-16,8,28194
2023-10-13,8,28125
2023-10-19,8,28105
2023-09-30,8,27893
2023-10-21,8,27392
2023-10-03,8,27060
2023-09-29,8,26685
2023-11-04,8,26344
2023-11-11,8,26084
2023-10-02,8,25670
2023-09-28,8,25659
2023-10-28,8,25538
2023-10-07,8,25528
2023-10-17,8,25497
2023-10-24,8,25330
2023-10-20,8,25106
2023-10-04,8,25052
2023-10-06,8,24978
2023-10-25,8,24913
2023-10-18,8,24872
2023-10-27,8,24616
2023-10-12,8,24463
2023-12-24,2000,24394
2023-10-09,8,24292
2023-10-23,8,24225
2023-10-30,8,24197
2023-10-05,8,24128
2023-11-18,8,23924
2023-11-07,8,23721
2023-11-03,8,23611
2023-11-25,8,23534
2023-11-09,7,23447
2023-10-11,8,23371
2023-10-31,8,23312
2023-10-26,8,23019
2023-11-01,8,23009
2023-10-14,2000,22943
2023-11-08,8,22933
2023-11-09,8,22841
2023-11-02,8,22817
2023-11-10,8,22638
2023-10-10,8,22635
2023-11-06,8,22394
2023-12-09,8,22343
2023-12-02,8,21834
2023-11-17,8,21655
2023-11-20,8,21639
2023-12-16,8,21612
2023-11-16,8,21560
2023-11-13,8,21466
2023-11-21,8,21240
