domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
(other),(other),1431291001,1258093989,642591744,1.13766619466775,42.3242935276427,0.46935297852376912
tools.usps.com,/go/TrackConfirmAction_input,238949462,163427097,69956817,1.4621165423993305,160.23456795005791,0.65315412168154707
tools.usps.com,/go/TrackConfirmAction,165938961,107853942,37260187,1.5385525825286943,189.93564741263828,0.61921062653416969
www.time.gov,/,89350673,1200557,574232,74.424348864735279,5334.93568366678,0.28585898045657143
time.gov,/,78259296,631797,250100,123.86778664666024,9310.3691161504157,0.23253196833793133
www.usajobs.gov,/,66347518,7334652,4157894,9.04576222566524,557.50612612779423,0.29008533738205983
www.usps.com,/,44633155,28634832,15472189,1.5587014793730936,78.537111849493328,0.14753255755088768
tools.usps.com,/go/TrackConfirmAction.action,38917800,28384741,12122771,1.3710817371911197,177.24182912632011,0.62062116402612233
www.va.gov,/,30334731,4674823,2396212,6.4889581915721726,368.44301553336095,0.32815723718309764
radar.weather.gov,/,28365326,4800344,2926409,5.909019436940353,475.52411778397175,0.452395078352718
www.usps.com,/manage/informed-delivery.htm,25698200,21235158,4068697,1.2101723001072089,39.214439009523645,0.052141453338844949
tools.usps.com,/,23004285,13799798,7504041,1.6670015749505898,215.80377126960465,0.0023614113771810285
sam.gov,/content/home,19805277,1472466,705535,13.450413795632633,663.52988372139191,0.16218574826175952
earthquake.usgs.gov,/earthquakes/map/,19753123,2331749,951915,8.4713762073019012,265.53526902053864,0.20222288076461059
studentaid.gov,/h/apply-for-aid/fafsa,19683668,3528232,2701244,5.5789041083466167,444.49330689646172,0.19336823655587274
studentaid.gov,/,19129264,2945025,2216723,6.4954504630690737,482.02468564678975,0.22149149837437712
www.ssa.gov,/,18243892,7135493,4873770,2.5567808699412922,310.11180736679688,0.30598544487395613
studentaid.gov,/fsa-id/sign-in,15886010,2902307,2172194,5.47358015537295,461.97570901133787,0.10162191663390538
www.weather.gov,/,15834952,7871587,2747120,2.0116594023543155,123.1418662433212,0.18270966197794675
esta.cbp.dhs.gov,/,14004337,2462670,1581424,5.6866478253277943,721.39432073806074,0.33050307186915012
