source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
(other),(other),1188032841,2619592865,603132053,2.2049835447267743,216.22050997705904,0.45039424629844893
(direct),Direct,88637554,309054225,77343308,3.4867187896453009,230.76329602655881,0.63831908087174882
google,Organic Search,9188341,79196325,6837281,8.61921918222234,842.86787416488244,0.045666785766875655
(not set),Unassigned,930481,36864281,837815,39.618520958515006,4375.1539362229742,0.99635887245413934
bing,Organic Search,816036,6402856,605665,7.84629109500071,717.400366386326,0.018173217848232184
google,Paid Search,622386,2531521,502812,4.0674452831522556,454.08204433842019,0.054162529362807
yahoo,Organic Search,171720,1481406,124733,8.6268693221523414,761.84979755177039,0.0037561146051712088
govdelivery,Email,816580,1285221,785071,1.5739070268681574,30.291228158069018,0.59882069117539
other,Email,158007,839678,93807,5.3141822830634089,670.84653146758694,0.074003050497762762
duckduckgo,Organic Search,85452,557314,64172,6.5219538454336936,663.930941478959,0.0022585779150868322
outfordelivery,Email,71391,384146,49431,5.380874339902789,798.48528406740343,0.15381490664089312
expected,Email,77771,382219,50074,4.9146725643234621,524.04014235828265,0.14299674685936917
adcouncil.org,Display,44708,381226,10798,8.5270197727476074,2185.2494043135007,0.12407175449583967
baidu,Organic Search,18421,172074,12799,9.3411866891048252,612.754801090223,0.033005808588024536
payment-confirmation,Email,25278,144001,13091,5.6966927763272412,533.12434843425115,0.02282617295672126
(unlinked SA360 account),Unassigned,21835,131633,16380,6.028532173116556,584.18820277884129,0.0049461873139455
delivered,Email,24145,130058,17470,5.3865396562435288,515.25247506837866,0.036197970594325946
googlediscovery,Organic Social,125320,126221,124433,1.0071895946377274,11.703871978742418,0.97210341525694222
bing,Paid Search,27724,107488,25924,3.8770740152936085,378.660887631186,0.049992786033761359
google-my-business-url,Unassigned,12805,95506,7755,7.4584927762592734,1306.341422222335,0.0023428348301444747
