exit_page,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
(other),145193927,391801018,107580171,2.6984669820246685,154.6059922120572,145239163
ncbi.nlm.nih.gov/ncbi_pmc-frontend_pmc_article,130419788,217005728,75718839,1.6639018612727694,158.8554373742733,130419788
tools.usps.com/go/trackconfirmaction_input,115204912,159540379,50722450,1.3848400752217926,99.1424961289845,115204912
tools.usps.com/go/trackconfirmaction,104668312,173001360,37553984,1.6528532532367581,123.91922708183161,104668312
pubmed.ncbi.nlm.nih.gov/ncbi_pubmed_pubmed_abstract,92976269,287052587,48303394,3.0873747687165207,282.8268361360037,92976269
forecast.weather.gov/mapclick.php,37168392,66453302,8510792,1.7878982227694973,107.6335608492291,37168392
secure.login.gov/,33589315,74906186,16409184,2.230059946146565,623.9189633072303,33589315
informeddelivery.usps.com/box/pages/secure/dashboardaction_input.action,32168054,67675956,6155942,2.1038249935790336,52.36583956866026,32168054
usps.com/manage/informed-delivery.htm,31977377,40457794,7574794,1.2652005197299327,38.656437956121295,31977377
reg.usps.com/portal/login,26036576,29889486,4081896,1.1479806714984335,7.16749237687782,26036576
reg.usps.com/entreg/loginaction_input,25295406,33786241,15838949,1.3356670772550556,37.849321256199644,25295406
tools.usps.com/go/trackconfirmaction.action,24853708,33288003,11018467,1.3393576121518769,89.58336727863706,24853708
usps.com/,23322717,30614484,14072857,1.3126465497137405,54.01540776745694,23322717
ncbi.nlm.nih.gov/ncbi_bookshelf_books_book-part,21622519,31469570,15621431,1.4554072076431057,138.73512988935286,21622519
pubmed.ncbi.nlm.nih.gov/pubmed/,13381068,91548592,6152989,6.8416506066630856,497.37596939197977,13381068
informeddelivery.usps.com/box/pages/secure/packagedashboardaction,11622298,28341647,4548857,2.4385579340677723,81.44720949333772,11622298
reg.usps.com/logout,9777566,10425673,3343111,1.066285106129685,19.453328364134794,9777566
ncbi.nlm.nih.gov/ncbi_entrez_gene_full_report,9677509,15854350,7590747,1.6382676575139326,95.38145652977434,9677509
egov.uscis.gov/,7599087,11819716,2448039,1.5554126436504807,73.80569771079078,7599087
dvprogram.state.gov/application.aspx,7263236,66159983,3788633,9.108885213147419,1132.927677415411,7263236
