date,browser,visits
2024-01-04,Internet Explorer,81730
2024-01-03,Internet Explorer,90158
2024-01-02,Internet Explorer,55584
2024-01-01,Internet Explorer,78367
2023-12-31,Internet Explorer,17368
2023-12-30,Internet Explorer,52969
2023-12-29,Internet Explorer,60059
2023-12-28,Internet Explorer,97826
2023-12-27,Internet Explorer,65278
2023-12-26,Internet Explorer,46347
2023-12-25,Internet Explorer,81171
2023-12-24,Internet Explorer,29841
2023-12-23,Internet Explorer,79105
2023-12-22,Internet Explorer,111834
2023-12-21,Internet Explorer,38496
2023-12-20,Internet Explorer,62182
2023-12-19,Internet Explorer,39353
2023-12-18,Internet Explorer,24316
2023-12-17,Internet Explorer,8016
2023-12-16,Internet Explorer,11884
2023-12-15,Internet Explorer,22134
2023-12-14,Internet Explorer,23696
2023-12-13,Internet Explorer,23870
2023-12-12,Internet Explorer,24420
2023-12-11,Internet Explorer,25245
2023-12-10,Internet Explorer,9310
2023-12-09,Internet Explorer,12165
2023-12-08,Internet Explorer,22243
2023-12-07,Internet Explorer,32179
2023-12-06,Internet Explorer,109140
2023-12-05,Internet Explorer,123846
2023-12-04,Internet Explorer,140832
2023-12-03,Internet Explorer,41409
2023-12-02,Internet Explorer,28804
2023-12-01,Internet Explorer,52373
2023-11-30,Internet Explorer,37914
2023-11-29,Internet Explorer,91502
2023-11-28,Internet Explorer,75026
2023-11-27,Internet Explorer,37005
2023-11-26,Internet Explorer,16449
2023-11-25,Internet Explorer,10647
2023-11-24,Internet Explorer,71044
2023-11-23,Internet Explorer,18762
2023-11-22,Internet Explorer,20794
2023-11-21,Internet Explorer,25151
2023-11-20,Internet Explorer,25435
2023-11-19,Internet Explorer,8992
2023-11-18,Internet Explorer,13256
2023-11-17,Internet Explorer,24676
2023-11-16,Internet Explorer,38074
2023-11-15,Internet Explorer,28287
2023-11-14,Internet Explorer,25791
2023-11-13,Internet Explorer,24947
2023-11-12,Internet Explorer,11221
2023-11-11,Internet Explorer,13395
2023-11-10,Internet Explorer,20566
2023-11-09,Internet Explorer,33350
2023-11-08,Internet Explorer,36295
2023-11-07,Internet Explorer,36808
2023-11-06,Internet Explorer,36895
2023-11-05,Internet Explorer,11960
2023-11-04,Internet Explorer,16298
2023-11-03,Internet Explorer,34764
2023-11-02,Internet Explorer,42094
2023-11-01,Internet Explorer,40380
2023-10-31,Internet Explorer,38608
2023-10-30,Internet Explorer,41078
2023-10-29,Internet Explorer,13596
2023-10-28,Internet Explorer,18453
2023-10-27,Internet Explorer,39850
2023-10-26,Internet Explorer,39512
2023-10-25,Internet Explorer,42432
2023-10-24,Internet Explorer,41843
2023-10-23,Internet Explorer,42172
2023-10-22,Internet Explorer,13778
2023-10-21,Internet Explorer,19088
2023-10-20,Internet Explorer,37408
2023-10-19,Internet Explorer,45227
2023-10-18,Internet Explorer,45236
2023-10-17,Internet Explorer,47218
2023-10-16,Internet Explorer,46859
2023-10-15,Internet Explorer,20959
2023-10-14,Internet Explorer,44581
2023-10-13,Internet Explorer,47391
2023-10-12,Internet Explorer,62802
2023-10-11,Internet Explorer,59242
2023-10-10,Internet Explorer,45141
2023-10-09,Internet Explorer,27715
2023-10-08,Internet Explorer,20054
2023-10-07,Internet Explorer,22589
