domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
(other),(other),1388638862,1127407778,603175011,1.2317094924282135,51.253264323326739,0.47316953493645314
tools.usps.com,/go/TrackConfirmAction_input,203784415,140035955,59955570,1.4552292302359062,157.63396982667911,0.65060995942077871
tools.usps.com,/go/TrackConfirmAction,143028432,94799966,32285471,1.5087392752862381,184.43924012925629,0.62749571028327167
www.time.gov,/,82748072,1230498,621601,67.2476281960637,4906.18889527057,0.31556247958143774
time.gov,/,72694688,637323,259260,114.06255226941441,8705.6626858026721,0.27408394173754907
www.usajobs.gov,/,61066702,6636007,3864947,9.2023263387154355,563.80070945718865,0.27954822832465365
studentaid.gov,/h/apply-for-aid/fafsa,42447532,7968777,4345157,5.3267310655072917,493.40529363348526,0.24388635796935967
www.usps.com,/,38776207,24826211,13459634,1.5619059630162653,77.893314021911877,0.14760593148910239
tools.usps.com,/go/TrackConfirmAction.action,31591505,22611603,10034372,1.3971369035622994,185.41890379802808,0.60610855409057018
www.va.gov,/,27947751,4370028,2282134,6.3953253846428444,364.01840061307479,0.32521942651168367
radar.weather.gov,/,26961694,4447622,2758813,6.06204708943341,490.47915305526573,0.43484990406109153
www.usps.com,/manage/informed-delivery.htm,23941494,19544006,3800547,1.2250044335843941,38.693168692464944,0.043977831361697292
earthquake.usgs.gov,/earthquakes/map/,20273762,2368630,975709,8.5592777259428452,260.37783300213368,0.20731984311606289
studentaid.gov,/,20181387,3123157,2288174,6.4618547834771034,489.658002894909,0.21933735639931007
tools.usps.com,/,19671356,11630363,6348362,1.691379366233023,218.80319795625496,0.0033333439377601541
studentaid.gov,/fsa-id/sign-in,18144315,3205154,2346746,5.6609807204271618,501.2639988829373,0.11048642280526927
sam.gov,/content/home,17149212,1280378,630902,13.393866498799573,664.59700560919191,0.16062209753682116
www.weather.gov,/,15708324,7790076,2750651,2.0164532412777487,122.65810761774389,0.18825926730368228
www.ssa.gov,/,15627949,6024310,4089362,2.5941475455280356,301.61408625818507,0.30149295105995544
esta.cbp.dhs.gov,/,13084514,2241559,1524167,5.8372382792511814,739.23978149081825,0.33007830710679487
