date,os_version,visits
2023-12-05,10,257323
2023-12-06,10,254851
2023-11-02,10,254582
2023-11-14,10,253663
2023-11-29,10,253340
2023-11-15,10,251582
2023-11-08,10,251299
2023-11-28,10,247824
2023-12-12,10,247598
2023-12-07,10,247573
2023-11-16,10,246681
2023-10-17,10,245011
2023-11-07,10,244984
2023-11-01,10,244933
2023-12-04,10,244056
2023-11-30,10,242226
2024-01-04,10,239448
2024-01-03,10,239070
2023-10-31,10,238967
2023-12-13,10,235858
2023-10-24,10,235156
2023-11-06,10,234218
2023-10-25,10,233793
2023-11-27,10,233659
2023-11-09,10,232272
2023-10-30,10,232162
2023-10-12,10,229788
2023-12-11,10,228729
2023-10-26,10,228001
2023-10-11,10,227988
2023-12-19,10,227537
2023-10-19,10,226850
2023-10-18,10,226133
2023-10-23,10,226119
2023-12-14,10,225905
2023-10-16,10,225297
2023-10-10,10,225134
2023-11-20,10,223980
2023-11-21,10,220944
2023-12-20,10,218989
2023-11-17,10,218727
2023-11-13,10,218596
2023-12-18,10,209039
2023-11-03,10,207632
2023-12-01,10,207225
2023-12-21,10,204019
2023-12-15,10,199905
2023-10-27,10,198337
2023-12-08,10,197838
2024-01-02,10,192641
2023-10-20,10,191630
2023-10-13,10,190357
2023-11-22,10,170635
2023-10-09,10,159127
2023-12-27,10,152458
2023-12-28,10,152001
2023-11-10,10,143671
2023-12-22,10,137626
2023-12-29,10,114712
2023-12-26,10,102726
2023-11-29,11,83588
2023-11-30,11,83221
2023-11-28,11,83134
2023-12-04,11,82982
2023-11-15,11,81786
2023-12-06,11,81437
2023-12-05,11,80065
2023-12-13,11,79645
2023-12-12,11,79521
2023-11-16,11,79396
2023-12-11,11,79384
2023-11-27,11,78722
2023-12-07,11,78595
2023-11-14,11,78424
2023-11-07,11,78151
2023-11-13,11,77292
2023-11-08,11,77252
2023-11-02,11,77141
2023-11-24,10,76609
2023-11-06,11,75042
2023-10-30,11,74591
2023-10-25,11,74557
2023-11-01,11,74455
2023-10-24,11,74186
2023-12-14,11,74052
2023-11-09,11,73995
2023-10-17,11,73610
2023-10-18,11,73486
2023-11-20,11,73180
2023-10-12,11,73141
2023-10-16,11,72571
2024-01-04,11,72163
2023-10-11,11,72110
2024-01-03,11,72027
2023-10-23,11,71934
2023-10-19,11,71830
2023-10-26,11,70906
2023-10-10,11,70749
2023-10-31,11,69578
2023-12-19,11,69133
2023-12-01,11,68856
2023-11-21,11,68066
