date,browser,os,visits
2024-01-04,Chrome,Windows,212692
2024-01-04,Edge,Windows,104522
2024-01-04,Safari,iOS,71420
2024-01-04,Chrome,Android,38773
2024-01-04,Chrome,Chrome OS,34247
2024-01-04,Chrome,Macintosh,28281
2024-01-04,Safari,Macintosh,26924
2024-01-04,Chrome,iOS,10475
2024-01-04,Firefox,Windows,9223
2024-01-04,Chrome,Linux,7155
2024-01-04,Firefox,Linux,5431
2024-01-04,Samsung Internet,Android,3106
2024-01-04,Firefox,Macintosh,2204
2024-01-04,Safari (in-app),iOS,2177
2024-01-04,Android Webview,Android,1293
2024-01-04,Opera,Windows,788
2024-01-04,Firefox,Android,486
2024-01-04,Amazon Silk,Android,394
2024-01-04,Edge,Android,374
2024-01-04,Mozilla Compatible Agent,Macintosh,281
2024-01-04,Edge,Macintosh,278
2024-01-04,Opera,Android,184
2024-01-04,(not set),(not set),154
2024-01-04,Samsung Internet,Linux,132
2024-01-04,Internet Explorer,Windows,119
2024-01-03,Chrome,Windows,210343
2024-01-03,Edge,Windows,102892
2024-01-03,Safari,iOS,69780
2024-01-03,Chrome,Android,39186
2024-01-03,Chrome,Chrome OS,27503
2024-01-03,Chrome,Macintosh,26754
2024-01-03,Safari,Macintosh,25544
2024-01-03,Chrome,iOS,10707
2024-01-03,Firefox,Windows,9348
2024-01-03,Chrome,Linux,6854
2024-01-03,Firefox,Linux,5142
2024-01-03,Samsung Internet,Android,3109
2024-01-03,Safari (in-app),iOS,2342
2024-01-03,Firefox,Macintosh,2159
2024-01-03,Android Webview,Android,1263
2024-01-03,Opera,Windows,732
2024-01-03,Firefox,Android,446
2024-01-03,Amazon Silk,Android,403
2024-01-03,Edge,Android,354
2024-01-03,Mozilla Compatible Agent,Macintosh,257
2024-01-03,Edge,Macintosh,252
2024-01-03,Opera,Android,156
2024-01-03,Internet Explorer,Windows,140
2024-01-03,Samsung Internet,Linux,137
2024-01-03,(not set),(not set),131
2024-01-02,Chrome,Windows,165854
2024-01-02,Edge,Windows,88461
2024-01-02,Safari,iOS,64981
2024-01-02,Chrome,Android,38049
2024-01-02,Chrome,Macintosh,23742
2024-01-02,Safari,Macintosh,23250
2024-01-02,Chrome,Chrome OS,17102
2024-01-02,Chrome,iOS,10010
2024-01-02,Firefox,Windows,8258
2024-01-02,Chrome,Linux,5996
2024-01-02,Firefox,Linux,5215
2024-01-02,Samsung Internet,Android,2996
2024-01-02,Firefox,Macintosh,2080
2024-01-02,Safari (in-app),iOS,1856
2024-01-02,Android Webview,Android,1179
2024-01-02,Opera,Windows,667
2024-01-02,Firefox,Android,502
2024-01-02,Amazon Silk,Android,412
2024-01-02,Edge,Android,342
2024-01-02,Mozilla Compatible Agent,Macintosh,259
2024-01-02,(not set),(not set),240
2024-01-02,Edge,Macintosh,240
2024-01-02,Opera,Android,169
2024-01-02,Internet Explorer,Windows,150
2024-01-02,Samsung Internet,Linux,121
2024-01-01,Safari,iOS,59379
2024-01-01,Chrome,Windows,36299
2024-01-01,Chrome,Android,34320
2024-01-01,Safari,Macintosh,14561
2024-01-01,Edge,Windows,13530
2024-01-01,Chrome,Macintosh,10169
2024-01-01,Chrome,iOS,8406
2024-01-01,Chrome,Linux,5034
2024-01-01,Chrome,Chrome OS,4316
2024-01-01,Firefox,Linux,2992
2024-01-01,Firefox,Windows,2942
2024-01-01,Samsung Internet,Android,2546
2024-01-01,Safari (in-app),iOS,1589
2024-01-01,Firefox,Macintosh,1402
2024-01-01,Android Webview,Android,1121
2024-01-01,Opera,Windows,465
2024-01-01,Firefox,Android,463
2024-01-01,Amazon Silk,Android,377
2024-01-01,Edge,Android,248
2024-01-01,(not set),(not set),204
2024-01-01,Mozilla Compatible Agent,Macintosh,181
2024-01-01,Opera,Android,173
2024-01-01,Samsung Internet,Linux,109
2023-12-31,Safari,iOS,61944
2023-12-31,Chrome,Android,33983
2023-12-31,Chrome,Windows,28631
2023-12-31,Safari,Macintosh,13058
2023-12-31,Edge,Windows,10165
