date,language,visits
2024-01-04,English,523928
2024-01-04,Chinese,6920
2024-01-04,Spanish,5151
2024-01-04,German,2142
2024-01-04,French,2058
2024-01-04,Korean,1880
2024-01-04,Japanese,1840
2024-01-04,Portuguese,966
2024-01-04,Italian,806
2024-01-04,Russian,763
2024-01-04,Dutch,664
2024-01-04,Turkish,504
2024-01-04,Danish,473
2024-01-04,Polish,408
2024-01-04,Swedish,404
2024-01-04,Norwegian Bokmål,310
2024-01-04,Vietnamese,310
2024-01-04,Arabic,211
2024-01-04,Indonesian,181
2024-01-04,Thai,152
2024-01-04,Czech,143
2024-01-04,Ukrainian,129
2024-01-04,Hungarian,126
2024-01-04,Hebrew,115
2024-01-04,Greek,113
2024-01-04,Romanian,85
2024-01-04,Finnish,82
2024-01-04,Croatian,52
2024-01-04,Catalan,35
2024-01-04,Persian,34
2024-01-04,(other),33
2024-01-04,Slovenian,33
2024-01-04,Slovak,31
2024-01-04,Bulgarian,29
2024-01-04,Serbian,28
2024-01-04,Hindi,15
2024-01-04,Latvian,14
2024-01-03,English,511240
2024-01-03,Chinese,9132
2024-01-03,Spanish,4677
2024-01-03,Korean,2064
2024-01-03,German,2041
2024-01-03,French,1958
2024-01-03,Japanese,1016
2024-01-03,Portuguese,912
2024-01-03,Italian,804
2024-01-03,Russian,735
2024-01-03,Dutch,514
2024-01-03,Turkish,506
2024-01-03,Polish,427
2024-01-03,Swedish,337
2024-01-03,Danish,307
2024-01-03,Vietnamese,307
2024-01-03,Norwegian Bokmål,241
2024-01-03,Arabic,225
2024-01-03,Czech,200
2024-01-03,Thai,167
2024-01-03,Indonesian,152
2024-01-03,Hungarian,138
2024-01-03,Hebrew,135
2024-01-03,Ukrainian,128
2024-01-03,Finnish,115
2024-01-03,Greek,108
2024-01-03,Romanian,82
2024-01-03,Croatian,43
2024-01-03,Persian,43
2024-01-03,(other),36
2024-01-03,Serbian,36
2024-01-03,Slovak,36
2024-01-03,Catalan,32
2024-01-03,Slovenian,31
2024-01-03,Bulgarian,28
2024-01-03,Hindi,20
2024-01-03,Uzbek,20
2024-01-03,Latvian,16
2024-01-03,Lithuanian,13
2024-01-02,English,428068
2024-01-02,Chinese,6328
2024-01-02,Spanish,4412
2024-01-02,German,1762
2024-01-02,Korean,1726
2024-01-02,French,1670
2024-01-02,Portuguese,1051
2024-01-02,Italian,700
2024-01-02,Russian,626
2024-01-02,(other),584
2024-01-02,Japanese,525
2024-01-02,Turkish,518
2024-01-02,Dutch,486
2024-01-02,Polish,341
2024-01-02,Swedish,331
2024-01-02,Vietnamese,285
2024-01-02,Danish,261
2024-01-02,Arabic,213
2024-01-02,Norwegian Bokmål,193
2024-01-02,Czech,185
2024-01-02,Indonesian,158
2024-01-02,Thai,130
2024-01-02,Ukrainian,122
2024-01-02,Hungarian,119
2024-01-02,Greek,116
2024-01-02,Hebrew,116
