date,os,visits
2024-01-04,Windows,327015
2024-01-04,iOS,83204
2024-01-04,Macintosh,57875
2024-01-04,Android,44278
2024-01-04,Chrome OS,34247
2024-01-04,Linux,12825
2024-01-04,(not set),218
2024-01-03,Windows,315594
2024-01-03,iOS,83307
2024-01-03,Macintosh,55446
2024-01-03,Android,45219
2024-01-03,Chrome OS,27503
2024-01-03,Linux,12439
2024-01-03,(not set),194
2024-01-02,Windows,260500
2024-01-02,iOS,76761
2024-01-02,Macintosh,49105
2024-01-02,Android,44160
2024-01-02,Chrome OS,17102
2024-01-02,Linux,11325
2024-01-02,(not set),288
2024-01-01,iOS,69328
2024-01-01,Windows,53363
2024-01-01,Android,39283
2024-01-01,Macintosh,26565
2024-01-01,Linux,8299
2024-01-01,Chrome OS,4316
2024-01-01,(not set),251
2023-12-31,iOS,72484
2023-12-31,Windows,42104
2023-12-31,Android,39236
2023-12-31,Macintosh,22653
2023-12-31,Linux,4914
2023-12-31,Chrome OS,2626
2023-12-31,(not set),301
2023-12-30,iOS,84666
2023-12-30,Windows,56968
2023-12-30,Android,47631
2023-12-30,Macintosh,26351
2023-12-30,Linux,5142
2023-12-30,Chrome OS,2898
2023-12-30,(not set),224
2023-12-29,Windows,154711
2023-12-29,iOS,83510
2023-12-29,Android,47247
2023-12-29,Macintosh,32924
2023-12-29,Linux,5088
2023-12-29,Chrome OS,3123
2023-12-29,(not set),257
2023-12-28,Windows,200916
2023-12-28,iOS,96605
2023-12-28,Android,52545
2023-12-28,Macintosh,36477
2023-12-28,Linux,10305
2023-12-28,Chrome OS,3295
2023-12-28,(not set),466
2023-12-27,Windows,198084
2023-12-27,iOS,81818
2023-12-27,Android,44491
2023-12-27,Macintosh,33094
2023-12-27,Linux,10527
2023-12-27,Chrome OS,3015
2023-12-27,(not set),230
2023-12-26,Windows,140653
2023-12-26,iOS,76426
2023-12-26,Android,41792
2023-12-26,Macintosh,29042
2023-12-26,Linux,10943
2023-12-26,Chrome OS,2674
2023-12-26,(not set),179
2023-12-25,iOS,61604
2023-12-25,Windows,38308
2023-12-25,Android,35943
2023-12-25,Macintosh,17044
2023-12-25,Linux,10453
2023-12-25,Chrome OS,1497
2023-12-25,(not set),195
2023-12-24,iOS,63864
2023-12-24,Android,37670
2023-12-24,Windows,36672
2023-12-24,Macintosh,17847
2023-12-24,Linux,5423
2023-12-24,Chrome OS,1832
2023-12-24,(not set),202
2023-12-23,iOS,60308
2023-12-23,Windows,51306
2023-12-23,Android,35177
2023-12-23,Macintosh,20385
2023-12-23,Linux,6264
2023-12-23,Chrome OS,2203
2023-12-23,(not set),383
2023-12-22,Windows,177957
2023-12-22,iOS,70222
2023-12-22,Android,37639
2023-12-22,Macintosh,31867
2023-12-22,Chrome OS,7613
2023-12-22,Linux,7387
2023-12-22,(not set),209
2023-12-21,Windows,264411
2023-12-21,iOS,78420
2023-12-21,Android,44288
2023-12-21,Macintosh,43830
2023-12-21,Chrome OS,19425
2023-12-21,Linux,14035
2023-12-21,(not set),181
2023-12-20,Windows,288511
2023-12-20,iOS,89831
2023-12-20,Macintosh,55521
2023-12-20,Android,50999
2023-12-20,Chrome OS,29376
2023-12-20,Linux,10813
2023-12-20,(not set),181
2023-12-19,Windows,314474
2023-12-19,iOS,100628
2023-12-19,Macintosh,61365
2023-12-19,Android,51432
2023-12-19,Chrome OS,36556
2023-12-19,Linux,9661
2023-12-19,(not set),196
2023-12-18,Windows,277569
2023-12-18,iOS,86710
2023-12-18,Macintosh,60085
2023-12-18,Android,43019
2023-12-18,Chrome OS,39917
2023-12-18,Linux,9245
2023-12-18,(not set),235
2023-12-17,iOS,78992
2023-12-17,Windows,72008
2023-12-17,Android,43050
2023-12-17,Macintosh,37741
2023-12-17,Chrome OS,10099
2023-12-17,Linux,9833
2023-12-17,(not set),313
2023-12-16,Windows,63941
2023-12-16,iOS,62693
2023-12-16,Android,35808
2023-12-16,Macintosh,30029
2023-12-16,Linux,6897
2023-12-16,Chrome OS,5681
2023-12-16,(not set),281
2023-12-15,Windows,264323
2023-12-15,iOS,75089
2023-12-15,Macintosh,59014
2023-12-15,Chrome OS,41689
2023-12-15,Android,38633
2023-12-15,Linux,4549
2023-12-15,(not set),192
2023-12-14,Windows,320768
2023-12-14,iOS,80218
2023-12-14,Macintosh,72526
2023-12-14,Chrome OS,58287
2023-12-14,Android,41922
2023-12-14,Linux,10056
2023-12-14,(not set),254
2023-12-13,Windows,334810
2023-12-13,iOS,85663
2023-12-13,Macintosh,77033
2023-12-13,Chrome OS,58085
2023-12-13,Android,42257
2023-12-13,Linux,9750
2023-12-13,(not set),505
2023-12-12,Windows,345745
2023-12-12,iOS,90546
2023-12-12,Macintosh,80528
2023-12-12,Chrome OS,63048
2023-12-12,Android,43020
2023-12-12,Linux,9825
2023-12-12,(not set),164
2023-12-11,Windows,322145
2023-12-11,iOS,82741
2023-12-11,Macintosh,82225
2023-12-11,Chrome OS,62572
2023-12-11,Android,42166
2023-12-11,Linux,9394
2023-12-11,(not set),222
2023-12-10,Windows,87654
2023-12-10,iOS,69293
2023-12-10,Macintosh,52191
2023-12-10,Android,38357
2023-12-10,Chrome OS,13313
2023-12-10,Linux,9087
2023-12-10,(not set),182
2023-12-09,Windows,75204
2023-12-09,iOS,64957
2023-12-09,Android,37081
2023-12-09,Macintosh,36599
2023-12-09,Chrome OS,6971
2023-12-09,Linux,4702
2023-12-09,(not set),170
2023-12-08,Windows,272902
2023-12-08,iOS,77555
2023-12-08,Macintosh,66819
2023-12-08,Chrome OS,54404
2023-12-08,Android,41370
2023-12-08,Linux,7230
2023-12-08,(not set),393
2023-12-07,Windows,344385
2023-12-07,iOS,92986
2023-12-07,Macintosh,83542
2023-12-07,Chrome OS,66770
2023-12-07,Android,47443
2023-12-07,Linux,13673
2023-12-07,(not set),346
2023-12-06,Windows,353578
2023-12-06,iOS,92279
2023-12-06,Macintosh,81900
2023-12-06,Chrome OS,65547
2023-12-06,Android,45480
2023-12-06,Linux,12340
2023-12-06,(not set),150
2023-12-05,Windows,359805
2023-12-05,iOS,95876
2023-12-05,Macintosh,89218
2023-12-05,Chrome OS,65751
2023-12-05,Android,48167
2023-12-05,Linux,12413
2023-12-05,(not set),220
2023-12-04,Windows,352557
2023-12-04,Macintosh,87039
2023-12-04,iOS,85939
2023-12-04,Chrome OS,62268
2023-12-04,Android,44604
2023-12-04,Linux,12589
2023-12-04,(not set),238
2023-12-03,Windows,91590
2023-12-03,iOS,72896
2023-12-03,Macintosh,52739
2023-12-03,Android,40207
2023-12-03,Chrome OS,13652
2023-12-03,Linux,11980
2023-12-03,(not set),197
2023-12-02,Windows,77428
2023-12-02,iOS,68341
2023-12-02,Android,39290
2023-12-02,Macintosh,38632
2023-12-02,Linux,7615
2023-12-02,Chrome OS,6997
2023-12-02,(not set),163
2023-12-01,Windows,287452
2023-12-01,iOS,84599
2023-12-01,Macintosh,68608
2023-12-01,Chrome OS,58531
2023-12-01,Android,42701
2023-12-01,Linux,8271
2023-12-01,(not set),224
2023-11-30,Windows,343868
2023-11-30,iOS,92866
2023-11-30,Macintosh,86698
2023-11-30,Chrome OS,71998
2023-11-30,Android,47815
2023-11-30,Linux,13079
2023-11-30,(not set),509
2023-11-29,Windows,368362
2023-11-29,iOS,93707
2023-11-29,Macintosh,84798
2023-11-29,Chrome OS,68020
2023-11-29,Android,48127
2023-11-29,Linux,12288
2023-11-29,(not set),216
2023-11-28,Windows,359791
2023-11-28,iOS,98271
2023-11-28,Macintosh,85788
2023-11-28,Chrome OS,65428
2023-11-28,Android,48033
2023-11-28,Linux,14080
2023-11-28,(not set),395
2023-11-27,Windows,330443
2023-11-27,iOS,87586
2023-11-27,Macintosh,82522
2023-11-27,Chrome OS,54980
2023-11-27,Android,45314
2023-11-27,Linux,14095
2023-11-27,(not set),242
2023-11-26,Windows,84963
2023-11-26,iOS,76825
2023-11-26,Macintosh,46969
2023-11-26,Android,39480
2023-11-26,Linux,12553
2023-11-26,Chrome OS,10577
2023-11-26,(not set),176
2023-11-25,iOS,73911
2023-11-25,Windows,67582
2023-11-25,Android,39665
2023-11-25,Macintosh,32498
2023-11-25,Linux,7393
2023-11-25,Chrome OS,5077
2023-11-25,(not set),227
2023-11-24,Windows,109536
2023-11-24,iOS,73186
2023-11-24,Android,41809
2023-11-24,Macintosh,34104
2023-11-24,Linux,6734
2023-11-24,Chrome OS,4896
2023-11-24,(not set),351
2023-11-23,Windows,85966
2023-11-23,iOS,81430
2023-11-23,Android,46291
2023-11-23,Macintosh,30700
2023-11-23,Linux,11238
2023-11-23,Chrome OS,4020
2023-11-23,(not set),822
2023-11-22,Windows,231765
2023-11-22,iOS,101465
2023-11-22,Android,56554
2023-11-22,Macintosh,51122
2023-11-22,Linux,13876
2023-11-22,Chrome OS,9748
2023-11-22,(not set),147
2023-11-21,Windows,301281
2023-11-21,iOS,89246
2023-11-21,Macintosh,65875
2023-11-21,Android,50746
2023-11-21,Chrome OS,31206
2023-11-21,Linux,13952
2023-11-21,(not set),138
2023-11-20,Windows,310035
2023-11-20,iOS,95378
2023-11-20,Macintosh,74912
2023-11-20,Android,53201
2023-11-20,Chrome OS,39031
