date,mobile_device,visits
2024-01-04,Chrome,208979
2024-01-04,Edge,104572
2024-01-04,iPhone,78010
2024-01-04,Safari,58041
2024-01-04,ChromeBook,34252
2024-01-04,Firefox,14818
2024-01-04,(not set),11031
2024-01-04,iPad,3813
2024-01-04,SM-S908U,1464
2024-01-04,SM-S918U,1424
2024-01-04,SM-S901U,1177
2024-01-03,Chrome,207299
2024-01-03,Edge,102892
2024-01-03,iPhone,78341
2024-01-03,Safari,55612
2024-01-03,ChromeBook,27503
2024-01-03,Firefox,14530
2024-01-03,(not set),11008
2024-01-03,iPad,3779
2024-01-03,SM-S918U,1595
2024-01-03,SM-S908U,1525
2024-01-03,SM-S901U,1225
2024-01-02,Chrome,165036
2024-01-02,Edge,88461
2024-01-02,iPhone,73280
2024-01-02,Safari,49192
2024-01-02,ChromeBook,17102
2024-01-02,Firefox,13525
2024-01-02,(not set),9286
2024-01-02,iPad,3351
2024-01-02,SM-S918U,1411
2024-01-02,SM-S908U,1275
2024-01-02,SM-S901U,1107
2024-01-01,iPhone,65690
2024-01-01,Chrome,39666
2024-01-01,Safari,26640
2024-01-01,Edge,13517
2024-01-01,Firefox,5977
2024-01-01,ChromeBook,4316
2024-01-01,(not set),2887
2024-01-01,iPad,2612
2024-01-01,SM-S918U,1169
2024-01-01,SM-S908U,1133
2024-01-01,SM-S901U,1005
2023-12-31,iPhone,69059
2023-12-31,Chrome,32361
2023-12-31,Safari,22668
2023-12-31,Edge,10179
2023-12-31,Firefox,2865
2023-12-31,ChromeBook,2626
2023-12-31,iPad,2593
2023-12-31,(not set),2196
2023-12-31,SM-S908U,1186
2023-12-31,SM-S918U,1156
2023-12-31,SM-S901U,1017
2023-12-30,iPhone,80111
2023-12-30,Chrome,44065
2023-12-30,Safari,26389
2023-12-30,Edge,12932
2023-12-30,Firefox,3280
2023-12-30,iPad,3017
2023-12-30,ChromeBook,2900
2023-12-30,(not set),2260
2023-12-30,SM-S908U,1446
2023-12-30,SM-S918U,1394
2023-12-30,SM-S901U,1192
2023-12-29,Chrome,99657
2023-12-29,iPhone,79343
2023-12-29,Edge,45475
2023-12-29,Safari,32947
2023-12-29,(not set),5448
2023-12-29,Firefox,5424
2023-12-29,ChromeBook,3127
2023-12-29,iPad,3091
2023-12-29,SM-S918U,1540
2023-12-29,SM-S908U,1497
2023-12-29,SM-S901U,1272
2023-12-28,Chrome,131560
2023-12-28,iPhone,92204
2023-12-28,Edge,62146
2023-12-28,Safari,36514
2023-12-28,Firefox,11749
2023-12-28,(not set),6937
2023-12-28,iPad,3557
2023-12-28,ChromeBook,3295
2023-12-28,SM-S908U,1815
2023-12-28,SM-S918U,1597
2023-12-28,SM-S901U,1425
2023-12-28,SM-G991U,1133
2023-12-28,SM-S911U,1063
2023-12-27,Chrome,124246
2023-12-27,iPhone,77727
2023-12-27,Edge,63284
2023-12-27,Safari,33157
2023-12-27,Firefox,11316
2023-12-27,(not set),6734
2023-12-27,ChromeBook,3017
2023-12-27,iPad,2823
2023-12-27,SM-S918U,1385
2023-12-27,SM-S908U,1373
2023-12-27,SM-S901U,1145
2023-12-26,Chrome,88634
2023-12-26,iPhone,73157
2023-12-26,Edge,46899
2023-12-26,Safari,29104
2023-12-26,Firefox,9496
2023-12-26,(not set),5650
2023-12-26,ChromeBook,2675
2023-12-26,iPad,2655
2023-12-26,SM-S908U,1218
2023-12-26,SM-S918U,1189
2023-12-26,SM-S901U,1051
2023-12-25,iPhone,59302
2023-12-25,Chrome,29477
2023-12-25,Safari,17063
2023-12-25,Edge,10314
2023-12-25,Firefox,7225
2023-12-25,(not set),2230
2023-12-25,iPad,2023
2023-12-25,ChromeBook,1497
2023-12-24,iPhone,60318
2023-12-24,Chrome,28930
2023-12-24,Safari,17860
2023-12-24,Edge,9017
2023-12-24,iPad,2461
2023-12-24,Firefox,2235
2023-12-24,(not set),2124
2023-12-24,ChromeBook,1832
2023-12-24,SM-S918U,1008
2023-12-23,iPhone,57296
2023-12-23,Chrome,41259
2023-12-23,Safari,20407
2023-12-23,Edge,10678
2023-12-23,Firefox,2701
