date,visits
2024-01-04,551808
2024-01-03,540837
2024-01-02,449552
2024-01-01,202471
2023-12-31,184501
2023-12-30,218803
2023-12-29,327386
2023-12-28,399335
2023-12-27,366151
2023-12-26,299375
2023-12-25,162763
2023-12-24,163704
2023-12-23,173991
2023-12-22,333748
2023-12-21,468760
2023-12-20,523462
2023-12-19,579420
2023-12-18,516314
2023-12-17,246729
2023-12-16,205896
2023-12-15,489569
2023-12-14,588080
2023-12-13,607373
2023-12-12,646985
2023-12-11,616791
2023-12-10,265049
2023-12-09,226402
2023-12-08,535976
2023-12-07,650570
2023-12-06,666161
2023-12-05,661445
2023-12-04,643802
2023-12-03,286531
2023-12-02,238877
2023-12-01,563012
2023-11-30,651877
2023-11-29,669790
2023-11-28,675339
2023-11-27,603544
2023-11-26,275525
2023-11-25,228296
2023-11-24,264166
2023-11-23,263127
2023-11-22,464552
2023-11-21,552923
2023-11-20,587209
2023-11-19,303512
2023-11-18,248841
2023-11-17,563723
2023-11-16,649524
2023-11-15,687045
2023-11-14,678583
2023-11-13,642058
2023-11-12,306267
2023-11-11,249379
2023-11-10,430510
2023-11-09,613273
2023-11-08,660670
2023-11-07,644824
2023-11-06,618591
2023-11-05,279765
2023-11-04,235628
2023-11-03,548706
2023-11-02,658368
2023-11-01,642019
2023-10-31,593938
2023-10-30,648397
2023-10-29,286679
2023-10-28,222534
2023-10-27,511896
2023-10-26,625995
2023-10-25,633412
2023-10-24,668308
2023-10-23,643686
2023-10-22,277784
2023-10-21,237179
2023-10-20,537687
2023-10-19,658778
2023-10-18,707930
2023-10-17,643837
2023-10-16,600037
2023-10-15,275823
2023-10-14,217871
2023-10-13,494075
2023-10-12,639084
2023-10-11,596289
2023-10-10,604718
2023-10-09,484705
2023-10-08,251188
2023-10-07,222757
