date,browser,os_version,visits
2023-12-22,Chrome,10,1
2023-12-21,Chrome,10,1
2023-12-07,Chrome,10,2
2023-12-04,Chrome,10,1
2023-11-20,Chrome,10,1
2023-11-12,Chrome,11,1
2023-11-10,Chrome,11,2
2023-11-06,Chrome,10,1
2023-10-31,Chrome,10,1
2023-10-28,Chrome,11,2
