domain,page,page_title,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
www.archives.gov,www.archives.gov/vpv404/files/declassification/iscap/pdf/2011-099-doc01.pdf./https://www.nrc.gov/,"Page Not Found | National Archives",2,2,1,1,8.339554,0
www.epa.gov,www.epa.gov/vpv404/cleanups/cleanup-grants-and-funding/https://www.nrc.gov/,"Page Not Found | US EPA",1,1,1,1,74.143129,0
www.epa.gov,www.epa.gov/vpv404/cleanups/https://www.nrc.gov/,"Page Not Found | US EPA",1,1,1,1,18.373204,0
